,Unnamed: 0,IMPAQ_ID,REI,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,Address Line 1_update,City_update,State_update,Zip_update,County,County_update,match_id,SoS_record,entity,agent_name,agent_address,agent_city,agent_state,agent_zip
97,1752,1752,WA746318,KAMILCHE TRADING POST,61 W. HWY. 108,,SHELTON,WA,98584,47.130383,-123.101727,"61 W. HWY. 108  SHELTON, WA 98584",Original,1752.0,,,Correct,Correct,Correct,Correct,Active,KAMILCHE TRADING POST,"61 W. HWY. 108 SHELTON, WA 98584",47.130383,-123.101727,POINT (-123.101727 47.130383),Yes,0.0,Squaxin Island,Squaxin Island Off-Reservation Trust Land,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,MASON,,,,,,,,
98,1753,1753,WA746319,KAMILCHE TRADING POST EXPRESS DRIVE-THRU,3850 OLD OLYMPIC HWY.,,SHELTON,WA,98584,47.127685,-123.095421,"3850 OLD OLYMPIC HWY.  SHELTON, WA 98584",Original,1753.0,,,Correct,Correct,Correct,Correct,Active,KAMILCHE TRADING POST EXPRESS DRIVE-THRU,"3850 OLD OLYMPIC HWY. SHELTON, WA 98584",47.127685,-123.095421,POINT (-123.095421 47.127685),No,0.135551709,,,Squaxin Island,Squaxin Island Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,MASON,,,,,,,,
99,1754,1754,WA746320,LITTLE CREEK CASINO RESORT,91 W. S.R. 108,,SHELTON,WA,98584,47.20366,-123.1649,"91 W. S.R. 108  SHELTON, WA 98584",Original,1754.0,,,Correct,"91 WA-108, Shelton, WA 98584, USA",47.1279813,-123.1009812,Active,LITTLE CREEK CASINO RESORT,"91 WA-108, Shelton, WA 98584, USA",47.127981299999995,-123.10098119999999,POINT (-123.1009812 47.12798129999999),Yes,0.0,Squaxin Island,Squaxin Island Reservation,,,From Original List,,,,,,91 -108,SHELTON,WA,98584,,MASON,,,,,,,,
100,1755,1755,WA746321,SKOOKUM SPIRIT CIGAR AND WINE LOUNGE,91 W. S.R. 108,,SHELTON,WA,98584,47.20366,-123.1649,"91 W. S.R. 108  SHELTON, WA 98584",Original,1755.0,,,Correct,"91 WA-108, Shelton, WA 98584, USA",47.1278193,-123.1014632,Active,SKOOKUM SPIRIT CIGAR AND WINE LOUNGE,"91 WA-108, Shelton, WA 98584, USA",47.1278193,-123.1014632,POINT (-123.1014632 47.1278193),Yes,0.0,Squaxin Island,Squaxin Island Reservation,,,From Original List,,,,,,91 -108,SHELTON,WA,98584,,MASON,,602667989,"SKOOKUM SOLAR ENERGY, LLC.",JEREMIE  WALLS,101 T-PEEKSIN LN  ,SHELTON,WA,98584
101,1756,1756,WA746322,STEAMBOAT ISLAND ROAD DRIVE-THRU,6233 STEAMBOAT ISLAND RD.,,OLYMPIA,WA,98502,47.122612,-123.003094,"6233 STEAMBOAT ISLAND RD.  OLYMPIA, WA 98502",Original,1756.0,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,STEAMBOAT ISLAND ROAD DRIVE-THRU,"6233 STEAMBOAT ISLAND RD. OLYMPIA, WA 98502",47.122612,-123.00309399999999,POINT (-123.003094 47.122612),No,4.125618105,,,Squaxin Island,Squaxin Island Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,THURSTON,,,,,,,,
102,1757,1757,WA746323,STEAMBOAT TRADING POST,6610 SEXTON RD. N.W.,,OLYMPIA,WA,98502,47.079477,-123.021262,"6610 SEXTON RD. N.W.  OLYMPIA, WA 98502",Original,1757.0,,,Correct,"6610 Sexton Dr NW, Olympia, WA 98502, USA",47.0795565,-123.0208814,Active,STEAMBOAT TRADING POST,"6610 Sexton Dr NW, Olympia, WA 98502, USA",47.0795565,-123.02088140000001,POINT (-123.0208814 47.0795565),No,4.016052366,,,Squaxin Island,Squaxin Island Off-Reservation Trust Land,From Original List,,,,,,6610 SEXTON DR NW,OLYMPIA,WA,98502,,THURSTON,,602725565,"STEAMBOAT ISLAND, LLC",EDWARD  DICKEY,4923 69TH AVE NW  ,OLYMPIA,WA,98502
103,1758,1758,WA746339,ANGEL OF THE WINDS CASINO,3438 STOLUCKQUAMISH LN.,,ARLINGTON,WA,98223,48.21431,-122.18459,"3438 STOLUCKQUAMISH LN.  ARLINGTON, WA 98223",Original,1758.0,1.0,yes,ANGEL OF THE WINDS CASINO RESORT,Correct,Correct,Correct,Active,ANGEL OF THE WINDS CASINO RESORT,"3438 STOLUCKQUAMISH LN. ARLINGTON, WA 98223",48.21431,-122.18458999999999,POINT (-122.18459 48.21431),Yes,0.0,Stillaguamish,Stillaguamish Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,SNOHOMISH,,,,,,,,
104,1759,1759,WA746340,RIVER ROCK SMOKE SHOP,21125 Smokey Point Blvd,,Arlington,WA,98223,48.187845,-122.192972,"21125 Smokey Point Blvd  Arlington, WA 98223",Original,1759.0,,,Correct,Correct,Correct,Correct,Active,RIVER ROCK SMOKE SHOP,"21125 Smokey Point Blvd Arlington, WA 98223",48.187845,-122.192972,POINT (-122.192972 48.187845),No,0.002040583,,,Stillaguamish,Stillaguamish Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,SNOHOMISH,,,,,,,,
105,1760,1760,WA746341,RIVER ROCK TOBACCO & FUEL,23704 13TH AVE. N.E.,,ARLINGTON,WA,98223,48.21197,-122.213045,"23704 13TH AVE. N.E.  ARLINGTON, WA 98223",Original,1760.0,,,Correct,Correct,Correct,Correct,Active,RIVER ROCK TOBACCO & FUEL,"23704 13TH AVE. N.E. ARLINGTON, WA 98223",48.21197,-122.213045,POINT (-122.213045 48.21197),Yes,0.0,Stillaguamish,Stillaguamish Off-Reservation Trust Land,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,SNOHOMISH,,,,,,,,
106,1761,1761,WA746345,CLEARWATER CASINO RESORT,15347 SUQUAMISH WAY N.E.,,SUQUAMISH,WA,98392,47.713077,-122.571063,"15347 SUQUAMISH WAY N.E.  SUQUAMISH, WA 98392",Original,1761.0,1.0,yes,SUQUAMISH CLEARWATER CASINO RESORT,Correct,Correct,Correct,Active,SUQUAMISH CLEARWATER CASINO RESORT,"15347 SUQUAMISH WAY N.E. SUQUAMISH, WA 98392",47.713077,-122.571063,POINT (-122.571063 47.713077),Yes,0.0,Port Madison,Port Madison Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,KITSAP,,,,,,,,
107,1762,1762,WA746346,LONGHOUSE TEXACO,15915 WA 305 N.E.,,POULSBO,WA,98370,47.71123400000001,-122.578713,"15915 WA 305 N.E.  POULSBO, WA 98370",Original,1762.0,,,Correct,"15915 WA-305, Poulsbo, WA 98370, USA",47.7115282,-122.5790985,Active,LONGHOUSE TEXACO,"15915 WA-305, Poulsbo, WA 98370, USA",47.711528200000004,-122.57909850000001,POINT (-122.5790985 47.7115282),Yes,0.0,Port Madison,Port Madison Reservation,,,From Original List,,,,,,15915 -305,POULSBO,WA,98370,,KITSAP,,,,,,,,
108,1763,1763,WA746347,SHELL/MASI SHOP,16281 WA 305 N.E.,,POULSBO,WA,98370,47.708205,-122.584346,"16281 WA 305 N.E.  POULSBO, WA 98370",Original,1763.0,1.0,yes,Correct,"16281 WA-305, Poulsbo, WA 98370, USA",47.7080399,-122.5831753,Active,SHELL/MASI SHOP,"16281 WA-305, Poulsbo, WA 98370, USA",47.708039899999996,-122.58317530000001,POINT (-122.5831753 47.7080399),Yes,0.0,Port Madison,Port Madison Reservation,,,From Original List,,,,,,16281 -305,POULSBO,WA,98370,,KITSAP,,,,,,,,
109,1764,1764,WA746348,SUQUAMISH VILLAGE SHELL,18480 SUQUAMISH WAY N.E.,,SUQUAMISH,WA,98392,47.728613,-122.560061,"18480 SUQUAMISH WAY N.E.  SUQUAMISH, WA 98392",Original,1764.0,,,Correct,Correct,Correct,Correct,Active,SUQUAMISH VILLAGE SHELL,"18480 SUQUAMISH WAY N.E. SUQUAMISH, WA 98392",47.728613,-122.560061,POINT (-122.560061 47.728613),Yes,0.0,Port Madison,Port Madison Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,KITSAP,,,,,,,,
110,1765,1765,WA746352,NORTHERN LIGHTS CHEVRON,12939 CASINO DR.,,ANACORTES,WA,98221,48.456282,-122.518631,"12939 CASINO DR.  ANACORTES, WA 98221",Original,1765.0,0.0,,CHEVRON ANACORTES,Correct,Correct,Correct,Active,CHEVRON ANACORTES,"12939 CASINO DR. ANACORTES, WA 98221",48.456282,-122.518631,POINT (-122.518631 48.456282),Yes,0.0,Swinomish,Swinomish Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,SKAGIT,,,,,,,,
111,1766,1766,WA746353,SWINOMISH CASINO & LODGE,12885 CASINO DR.,,ANACORTES,WA,98221,48.457571,-122.523734,"12885 CASINO DR.  ANACORTES, WA 98221",Original,1766.0,,,Correct,Correct,Correct,Correct,Active,SWINOMISH CASINO & LODGE,"12885 CASINO DR. ANACORTES, WA 98221",48.457571,-122.523734,POINT (-122.523734 48.457571),Yes,0.0,Swinomish,Swinomish Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,SKAGIT,,,,,,,,
112,1767,1767,WA746354,THE VILLAGE CHEVRON,17599 FRONT ST.,,LA CONNER,WA,98257,48.390427,-122.501724,"17599 FRONT ST.  LA CONNER, WA 98257",Original,1767.0,,,Correct,Correct,Correct,Correct,Active,THE VILLAGE CHEVRON,"17599 FRONT ST. LA CONNER, WA 98257",48.390427,-122.501724,POINT (-122.501724 48.390427),Yes,0.0,Swinomish,Swinomish Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,SKAGIT,,,,,,,,
113,1768,1768,WA746355,TRADING POST,10045 S. MARCH POINT RD.,,ANACORTES,WA,98221,48.461106,-122.528611,"10045 S. MARCH POINT RD.  ANACORTES, WA 98221",Original,1768.0,0.0,,PACIFIC BLANKET TRADING POST,Correct,Correct,Correct,Active,PACIFIC BLANKET TRADING POST,"10045 S. MARCH POINT RD. ANACORTES, WA 98221",48.461106,-122.52861100000001,POINT (-122.528611 48.461106),No,0.061420662,,,Swinomish,Swinomish Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,SKAGIT,,,,,,,,
114,1769,1769,WA746422,7 CEDARS CASINO,270756 HWY. 101,,SEQUIM,WA,98382,48.020567,-123.003357,"270756 HWY. 101  SEQUIM, WA 98382",Original,1769.0,,,Correct,"270756 US-101, Sequim, WA 98382, USA",48.0219508,-123.0107712,Active,7 CEDARS CASINO,"270756 US-101, Sequim, WA 98382, USA",48.0219508,-123.01077120000001,POINT (-123.0107712 48.0219508),Yes,0.0,Jamestown S'Klallam,Jamestown S'Klallam Reservation,,,From Original List,,,,,,270756 US-101,SEQUIM,WA,98382,,CLALLAM,,,,,,,,
115,1770,1770,WA746423,CHEVRON,271022 HWY. 101,,SEQUIM,WA,98382,48.020567,-123.003357,"271022 HWY. 101  SEQUIM, WA 98382",Original,1770.0,1.0,yes,Correct,Correct,Correct,Correct,Active,CHEVRON,"271022 HWY. 101 SEQUIM, WA 98382",48.020567,-123.00335700000001,POINT (-123.003357 48.020567),Yes,0.0,Jamestown S'Klallam,Jamestown S'Klallam Off-Reservation Trust Land,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CLALLAM,,,,,,,,
116,1771,1771,WA746424,LONGHOUSE MARKET AND DELI,272010 HWY. 101,,SEQUIM,WA,98382,48.023073,-123.010547,"272010 HWY. 101  SEQUIM, WA 98382",Original,1771.0,1.0,yes,Correct,"271020 US-101, Sequim, WA 98382, USA",48.0200863,-123.0032514,Active,LONGHOUSE MARKET AND DELI,"271020 US-101, Sequim, WA 98382, USA",48.020086299999996,-123.0032514,POINT (-123.0032514 48.0200863),Yes,0.0,Jamestown S'Klallam,Jamestown S'Klallam Off-Reservation Trust Land,,,From Original List,,,,,,271020 US-101,SEQUIM,WA,98382,,CLALLAM,,,,,,,,
117,1772,1772,WA746429,CHEVRON,100 N. HAYFORD RD.,,AIRWAY HEIGHTS,WA,99001,47.656524,-117.560951,"100 N. HAYFORD RD.  AIRWAY HEIGHTS, WA 99001",Original,1772.0,1.0,yes,KALISPEL MARKET CHEVRON,"220 S Hayford Rd, Airway Heights, WA 99001, USA",47.6535859,-117.561533,Active,KALISPEL MARKET CHEVRON,"220 S Hayford Rd, Airway Heights, WA 99001, USA",47.6535859,-117.56153300000001,POINT (-117.561533 47.6535859),Yes,0.0,Kalispel,Kalispel Off-Reservation Trust Land,,,From Original List,,,,,,220 S HAYFORD RD,AIRWAY HEIGHTS,WA,99001,,SPOKANE,,,,,,,,
118,1773,1773,WA746430,LEGENDS OF FIRE,100 N. HAYFORD RD.,,AIRWAY HEIGHTS,WA,99001,47.656524,-117.560951,"100 N. HAYFORD RD.  AIRWAY HEIGHTS, WA 99001",Original,1773.0,,,Correct,Correct,Correct,Correct,Active,LEGENDS OF FIRE,"100 N. HAYFORD RD. AIRWAY HEIGHTS, WA 99001",47.656524,-117.560951,POINT (-117.560951 47.656524),Yes,0.0,Kalispel,Kalispel Off-Reservation Trust Land,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,SPOKANE,,,,,,,,
119,1774,1774,WA746431,NORTHERN QUEST CASINO,100 N. HAYFORD RD.,,AIRWAY HEIGHTS,WA,99001,47.656524,-117.560951,"100 N. HAYFORD RD.  AIRWAY HEIGHTS, WA 99001",Original,1774.0,0.0,,Correct,Correct,Correct,Correct,Active,NORTHERN QUEST CASINO,"100 N. HAYFORD RD. AIRWAY HEIGHTS, WA 99001",47.656524,-117.560951,POINT (-117.560951 47.656524),Yes,0.0,Kalispel,Kalispel Off-Reservation Trust Land,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,SPOKANE,,,,,,,,
120,1775,1775,WA746472,ELWHA RIVER CASINO,631 STRATTON RD.,,PORT ANGELES,WA,98362,48.135549,-123.546831,"631 STRATTON RD.  PORT ANGELES, WA 98362",Original,1775.0,,,Correct,Correct,Correct,Correct,Active,ELWHA RIVER CASINO,"631 STRATTON RD. PORT ANGELES, WA 98362",48.135549,-123.54683100000001,POINT (-123.546831 48.135549),Yes,0.0,Lower Elwha,Lower Elwha Off-Reservation Trust Land,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CLALLAM,,,,,,,,
121,1776,1776,WA746473,LOWER ELWHA TRIBAL SMOKE SHOP,2851 LOWER ELWHA RD.,,PORT ANGELES,WA,98363,48.144222,-123.552894,"2851 LOWER ELWHA RD.  PORT ANGELES, WA 98363",Original,1776.0,,,Correct,Correct,Correct,Correct,Active,LOWER ELWHA TRIBAL SMOKE SHOP,"2851 LOWER ELWHA RD. PORT ANGELES, WA 98363",48.144222,-123.552894,POINT (-123.552894 48.144222),Yes,0.0,Lower Elwha,Lower Elwha Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CLALLAM,,,,,,,,
122,1777,1777,WA746476,260 TOBACCO & FINE SPIRITS  L.C.C.,4940 RURAL AVE.,,FERNDALE,WA,98248,48.817553,-122.554651,"4940 RURAL AVE.  FERNDALE, WA 98248",Original,1777.0,,,Correct,Correct,Correct,Correct,Active,260 TOBACCO & FINE SPIRITS  L.C.C.,"4940 RURAL AVE. FERNDALE, WA 98248",48.817553000000004,-122.554651,POINT (-122.554651 48.817553),No,2.6399949940000003,,,Lummi,Lummi Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,WHATCOM,,,,,,,,
123,1778,1778,WA746477,LUMMI MINI MART,4884 HAXTON WAY,,FERNDALE,WA,98248,48.817275,-122.627762,"4884 HAXTON WAY  FERNDALE, WA 98248",Original,1778.0,,,Correct,Correct,Correct,Correct,Active,LUMMI MINI MART,"4884 HAXTON WAY FERNDALE, WA 98248",48.817275,-122.627762,POINT (-122.627762 48.817275),Yes,0.0,Lummi,Lummi Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,WHATCOM,,,,,,,,
124,1779,1779,WA746478,SILVER REEF CASINO,4876 HAXTON WAY,,FERNDALE,WA,98248,48.816967,-122.627762,"4876 HAXTON WAY  FERNDALE, WA 98248",Original,1779.0,0.0,,SILVER REEF HOTEL CASINO SPA,Correct,Correct,Correct,Active,SILVER REEF HOTEL CASINO SPA,"4876 HAXTON WAY FERNDALE, WA 98248",48.816967,-122.627762,POINT (-122.627762 48.816967),Yes,0.0,Lummi,Lummi Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,WHATCOM,,,,,,,,
125,1780,1780,WA746480,MAKAH MINI MART & FUEL FACILITY,931 BAYVIEW AVE.,,NEAH BAY,WA,98357,48.36624000000001,-124.6168,"931 BAYVIEW AVE.  NEAH BAY, WA 98357",Original,1780.0,,,Correct,Correct,Correct,Correct,Active,MAKAH MINI MART & FUEL FACILITY,"931 BAYVIEW AVE. NEAH BAY, WA 98357",48.366240000000005,-124.6168,POINT (-124.6168 48.36624000000001),Yes,0.0,Makah,Makah Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CLALLAM,,,,,,,,
126,1781,1781,WA746481,WASHBURN GENERAL STORE,1450 BAYVIEW AVE.,,NEAH BAY,WA,98357,48.36558,-124.6078,"1450 BAYVIEW AVE.  NEAH BAY, WA 98357",Original,1781.0,,,Correct,Correct,Correct,Correct,Active,WASHBURN GENERAL STORE,"1450 BAYVIEW AVE. NEAH BAY, WA 98357",48.36558,-124.6078,POINT (-124.6078 48.36558),Yes,0.0,Makah,Makah Indian Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CLALLAM,,,,,,,,
127,1782,1782,WA746552,MUCKLESHOOT CASINO,2402 AUBURN WAY SOUTH,,AUBURN,WA,98002,47.291644,-122.207043,"2402 AUBURN WAY SOUTH  AUBURN, WA 98002",Original,1782.0,,,Correct,Correct,Correct,Correct,Active,MUCKLESHOOT CASINO,"2402 AUBURN WAY SOUTH AUBURN, WA 98002",47.291644,-122.207043,POINT (-122.207043 47.291644),Yes,0.0,Muckleshoot,Muckleshoot Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,KING,,,,,,,,
128,1783,1783,WA746553,MUCKLESHOOT BINGO / SMOKE SHOP,2117 AUBURN WAY SOUTH,,AUBURN,WA,98002,47.292265,-122.209615,"2117 AUBURN WAY SOUTH  AUBURN, WA 98002",Original,1783.0,,,Correct,Correct,Correct,Correct,Active,MUCKLESHOOT BINGO / SMOKE SHOP,"2117 AUBURN WAY SOUTH AUBURN, WA 98002",47.292265,-122.20961499999999,POINT (-122.209615 47.292265),No,0.102865734,,,Muckleshoot,Muckleshoot Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,KING,,,,,,,,
129,1784,1784,WA746554,MUCKLESHOOT DELI/SHELL,2802 AUBURN WAY S.,,AUBURN,WA,98002,47.332401,-122.221563,"2802 AUBURN WAY S.  AUBURN, WA 98002",Original,1784.0,,,Correct,Correct,Correct,Correct,Active,MUCKLESHOOT DELI/SHELL,"2802 AUBURN WAY S. AUBURN, WA 98002",47.332401000000004,-122.22156299999999,POINT (-122.221563 47.332401),No,2.230213181,,,Muckleshoot,Muckleshoot Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,KING,,,,,,,,
130,1785,1785,WA746555,MUCKLESHOOT SMOKE SHOP,2115 AUBURN WAY SOUTH,,AUBURN,WA,98002,47.29218,-122.209325,"2115 AUBURN WAY SOUTH  AUBURN, WA 98002",Original,1785.0,,,Correct,Correct,Correct,Correct,Active,MUCKLESHOOT SMOKE SHOP,"2115 AUBURN WAY SOUTH AUBURN, WA 98002",47.29218,-122.209325,POINT (-122.209325 47.29218),No,0.083969968,,,Muckleshoot,Muckleshoot Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,KING,,,,,,,,
131,1786,1786,WA746556,SALISH LODGE,6501 RAILROAD AVE. S.E.,,SNOQUALMIE,WA,98065,47.546979,-121.836194,"6501 RAILROAD AVE. S.E.  SNOQUALMIE, WA 98065",Original,1786.0,1.0,yes,Correct,Correct,Correct,Correct,Active,SALISH LODGE,"6501 RAILROAD AVE. S.E. SNOQUALMIE, WA 98065",47.546979,-121.83619399999999,POINT (-121.836194 47.546979),No,1.61800861,,,Snoqualmie,Snoqualmie Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,KING,,,,,,,,
132,1787,1787,WA746607,NISQUALLY EXPRESS ESPRESSO & TOBACCO,10324 MARTIN WAY E.,,OLYMPIA,WA,98516,47.066003,-122.720034,"10324 MARTIN WAY E.  OLYMPIA, WA 98516",Original,1787.0,,,Correct,Correct,Correct,Correct,Active,NISQUALLY EXPRESS ESPRESSO & TOBACCO,"10324 MARTIN WAY E. OLYMPIA, WA 98516",47.066003,-122.72003400000001,POINT (-122.720034 47.066003),No,2.248416478,,,Nisqually,Nisqually Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,THURSTON,,,,,,,,
133,1788,1788,WA746608,NISQUALLY MARKETS,11741 PACIFIC HWY. S.W.,,LAKEWOOD,WA,98499,47.150331,-122.502625,"11741 PACIFIC HWY. S.W.  LAKEWOOD, WA 98499",Original,1788.0,,,Correct,Correct,Correct,Correct,Active,NISQUALLY MARKETS,"11741 PACIFIC HWY. S.W. LAKEWOOD, WA 98499",47.150331,-122.502625,POINT (-122.502625 47.150331),No,7.263700388999999,,,Puyallup,Puyallup Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,PIERCE,,,,,,,,
134,1789,1789,WA746609,NISQUALLY REZ MART,12827 YELM HWY. S.E.,,OLYMPIA,WA,98513,47.001417,-122.668994,"12827 YELM HWY. S.E.  OLYMPIA, WA 98513",Original,1789.0,,,Correct,Correct,Correct,Correct,Active,NISQUALLY REZ MART,"12827 YELM HWY. S.E. OLYMPIA, WA 98513",47.001417,-122.668994,POINT (-122.668994 47.001417),Yes,0.0,Nisqually,Nisqually Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,THURSTON,,,,,,,,
135,1790,1790,WA746610,RED WIND CASINO,12819 YELM HWY. S.E.,,OLYMPIA,WA,98513,47.001266,-122.668576,"12819 YELM HWY. S.E.  OLYMPIA, WA 98513",Original,1790.0,1.0,yes,NISQUALLY RED WIND CASINO,Correct,Correct,Correct,Active,NISQUALLY RED WIND CASINO,"12819 YELM HWY. S.E. OLYMPIA, WA 98513",47.001265999999994,-122.668576,POINT (-122.668576 47.00126599999999),Yes,0.0,Nisqually,Nisqually Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,THURSTON,,,,,,,,
136,1791,1791,WA746611,LESCHI'S BEST,13209 LESCHI CIR.,,OLYMPIA,WA,98513,46.996962,-122.660757,"13209 LESCHI CIR.  OLYMPIA, WA 98513",Original,1791.0,,,Correct,Correct,Correct,Correct,Active,LESCHI'S BEST,"13209 LESCHI CIR. OLYMPIA, WA 98513",46.996961999999996,-122.660757,POINT (-122.660757 46.996962),No,0.057474965999999995,,,Nisqually,Nisqually Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,THURSTON,,,,,,,,
137,1792,1792,WA746613,NOOKSACK MARKET CENTRE/CHEVRON,5047 Mt Baker Hwy,,Deming,WA,98244,48.8264,-122.21711,"5047 Mt Baker Hwy  Deming, WA 98244",Original,1792.0,,,Correct,Correct,Correct,Correct,Active,NOOKSACK MARKET CENTRE/CHEVRON,"5047 Mt Baker Hwy Deming, WA 98244",48.8264,-122.21711,POINT (-122.21711 48.8264),No,0.10615337,,,Nooksack,Nooksack Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,WHATCOM,,,,,,,,
138,1793,1793,WA746614,NOOKSACK RIVER CASINO,5048 MOUNT BAKER HWY.,,DEMING,WA,98244,48.8264,-122.21711,"5048 MOUNT BAKER HWY.  DEMING, WA 98244",Original,1793.0,,,Correct,Correct,Correct,Correct,Closed,NOOKSACK RIVER CASINO,"5048 MOUNT BAKER HWY. DEMING, WA 98244",48.8264,-122.21711,POINT (-122.21711 48.8264),No,0.10615337,,,Nooksack,Nooksack Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,WHATCOM,,,,,,,,
139,1794,1794,WA746615,NORTHWOOD CASINO,9750 NORTHWOOD RD.,,LYNDEN,WA,98264,48.99514,-122.40766399999998,"9750 NORTHWOOD RD.  LYNDEN, WA 98264",Original,1794.0,0.0,,NOOKSACK NORTHWOOD CASINO,Correct,Correct,Correct,Active,NOOKSACK NORTHWOOD CASINO,"9750 NORTHWOOD RD. LYNDEN, WA 98264",48.99514,-122.40766399999998,POINT (-122.407664 48.99514),Yes,0.0,Nooksack,Nooksack Off-Reservation Trust Land,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,WHATCOM,,,,,,,,
140,1795,1795,WA746690,GLIDING EAGLE MARKETPLACE (SHELL),8000 LITTLE BOSTON RD.,,KINGSTON,WA,98346,47.838768,-122.542584,"8000 LITTLE BOSTON RD.  KINGSTON, WA 98346",Original,1795.0,1.0,yes,Correct,Correct,Correct,Correct,Active,GLIDING EAGLE MARKETPLACE (SHELL),"8000 LITTLE BOSTON RD. KINGSTON, WA 98346",47.838768,-122.542584,POINT (-122.542584 47.838768),Yes,0.0,Port Gamble,Port Gamble Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,KITSAP,,,,,,,,
141,1796,1796,WA746691,THE POINT CASINO,7989 SALISH LN. N.E.,,KINGSTON,WA,98346,47.84418400000001,-122.541562,"7989 SALISH LN. N.E.  KINGSTON, WA 98346",Original,1796.0,1.0,yes,Correct,Correct,Correct,Correct,Active,THE POINT CASINO,"7989 SALISH LN. N.E. KINGSTON, WA 98346",47.844184000000006,-122.54156200000001,POINT (-122.541562 47.84418400000001),Yes,0.0,Port Gamble,Port Gamble Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,KITSAP,,,,,,,,
142,1797,1797,WA746744,QUIL CEDA CREEK CASINO,6410 33RD AVENUE NORTHEAST.,,TULALIP,WA,98271,48.053885,-122.18727,"6410 33RD AVENUE NORTHEAST.  TULALIP, WA 98271",Original,1797.0,,,Correct,Correct,Correct,Correct,Active,QUIL CEDA CREEK CASINO,"6410 33RD AVENUE NORTHEAST. TULALIP, WA 98271",48.053885,-122.18727,POINT (-122.18727 48.053885),Yes,0.0,Tulalip,Tulalip Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,SNOHOMISH,,,,,,,,
143,1798,1798,WA746745,TULALIP RESORT CASINO,10200 QUIL CEDA BOULEVARD,,QUIL CEDA VILLAGE,WA,98271,48.088279,-122.186055,"10200 QUIL CEDA BOULEVARD  QUIL CEDA VILLAGE, WA 98271",Original,1798.0,,,Correct,Correct,Correct,Correct,Active,TULALIP RESORT CASINO,"10200 QUIL CEDA BOULEVARD QUIL CEDA VILLAGE, WA 98271",48.088279,-122.18605500000001,POINT (-122.186055 48.088279),Yes,0.0,Tulalip,Tulalip Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,SNOHOMISH,,,,,,,,
