IMPAQ_ID,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res
1455,LEE BOULEVARD SMOKE SHOP,1502 SE LEE BLVD,,LAWTON,OK,73501,34.594462,-98.364425,"1502 SE LEE BLVD  LAWTON, OK 73501",Original,1455,1.0,no,KIYOU SMOKE SHOP,Correct,Correct,Correct,Active,KIYOU SMOKE SHOP,"1502 SE LEE BLVD  LAWTON, OK 73501",34.594462,-98.364425,POINT (-98.364425 34.594462),Yes,Kiowa-Comanche-Apache-Fort Sill Apache,Kiowa-Comanche-Apache-Fort Sill Apache OTSA
1456,MUSCOGEE CREEK NATION,830 N BROADWAY ST,,CHECOTAH,OK,74426,35.480362,-95.52227099999999,"830 N BROADWAY ST  CHECOTAH, OK 74426",Original,1456,1.0,yes,CREEK NATION CASINO CHECOTAH,Correct,Correct,Correct,Active,CREEK NATION CASINO CHECOTAH,"830 N BROADWAY ST  CHECOTAH, OK 74426",35.480362,-95.52227099999999,POINT (-95.52227099999999 35.480362),Yes,Creek,Creek OTSA
1457,NUMUNU PAHMU LLC,402 SE INTERSTATE DR,,LAWTON,OK,73501,34.603454,-98.377527,"402 SE INTERSTATE DR  LAWTON, OK 73501",Original,1457,,,Correct,"602 SE Wallock St, Lawton, OK 73501, USA",34.602025,-98.384412,Active,NUMUNU PAHMU LLC,"602 SE Wallock St, Lawton, OK 73501, USA",34.602025,-98.384412,POINT (-98.384412 34.602025),Yes,Kiowa-Comanche-Apache-Fort Sill Apache,Kiowa-Comanche-Apache-Fort Sill Apache OTSA
1458,OKMULGEE INDIAN COMMUNITY SMOKE SHOP,2700 N MIAMI AVE,,OKMULGEE,OK,74447,35.65318900000001,-95.957615,"2700 N MIAMI AVE  OKMULGEE, OK 74447",Original,1458,,,Correct,Correct,Correct,Correct,Active,OKMULGEE INDIAN COMMUNITY SMOKE SHOP,"2700 N MIAMI AVE  OKMULGEE, OK 74447",35.65318900000001,-95.957615,POINT (-95.957615 35.65318900000001),Yes,Creek,Creek OTSA
1459,OKMULGEE INDIAN COMMUNITY SMOKE SHOP,2850 S WOOD DR,,OKMULGEE,OK,74447,35.599125,-95.961902,"2850 S WOOD DR  OKMULGEE, OK 74447",Original,1459,,,Correct,Correct,Correct,Correct,Active,OKMULGEE INDIAN COMMUNITY SMOKE SHOP,"2850 S WOOD DR  OKMULGEE, OK 74447",35.599125,-95.961902,POINT (-95.96190199999999 35.599125),Yes,Creek,Creek OTSA
1460,OPS SALES COMPANY,14861 N 3980 RD,,DEWEY,OK,74029,36.802408,-95.917197,"14861 N 3980 RD  DEWEY, OK 74029",Original,1460,,,Correct,"3947, 14861 N 3980 Rd, Dewey, OK 74029, USA",36.8024485,-95.9176163,Active,OPS SALES COMPANY,"3947, 14861 N 3980 Rd, Dewey, OK 74029, USA",36.8024485,-95.91761629999999,POINT (-95.91761629999999 36.8024485),Yes,Cherokee,Cherokee OTSA
1461,JT'S SMOKE SHOP,50879 WEST HIGHWAY 33,,DRUMRIGHT,OK,74030,35.98845,-96.56088299999999,"50879 WEST HIGHWAY 33  DRUMRIGHT, OK 74030",Original,1461,1.0,maybe,Correct,"50879 OK-33, Drumright, OK 74030, USA",35.991231899999995,-96.559357,Active,JT'S SMOKE SHOP,"50879 OK-33, Drumright, OK 74030, USA",35.99123189999999,-96.55935699999999,POINT (-96.55935699999999 35.99123189999999),Yes,Creek,Creek OTSA
1462,THE CHRISTMAS STORE AND MORE FLEA MARKET,722 HARRISON ST,,PAWNEE,OK,74058,36.337942,-96.80600799999999,"722 HARRISON ST  PAWNEE, OK 74058",Original,1462,,,Correct,Correct,Correct,Correct,Active,THE CHRISTMAS STORE AND MORE FLEA MARKET,"722 HARRISON ST  PAWNEE, OK 74058",36.337942,-96.80600799999999,POINT (-96.80600799999999 36.337942),Yes,Pawnee,Pawnee OTSA
1463,ROYAL PIPE AND TOBACCO,105 EAST BOYD STREET,,NORMAN,OK,73069,35.211157,-97.441131,"105 EAST BOYD STREET  NORMAN, OK 73069",Original,1463,1.0,yes,Correct,Correct,Correct,Correct,Active,ROYAL PIPE AND TOBACCO,"105 EAST BOYD STREET  NORMAN, OK 73069",35.211157,-97.441131,POINT (-97.441131 35.211157),No,,
1464,SMOKE''N HUT,9922 DARE LN,,NORMAN,OK,73026,35.272506,-97.29389499999999,"9922 DARE LN  NORMAN, OK 73026",Original,1464,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,SMOKE''N HUT,"9922 DARE LN  NORMAN, OK 73026",35.272506,-97.29389499999999,POINT (-97.29389499999999 35.272506),Yes,Citizen Potawatomi Nation-Absentee Shawnee,Citizen Potawatomi Nation-Absentee Shawnee OTSA
1465,SPUR PIPE & STEEL,9977 NW MADISCHE RD,,ELGIN,OK,73538,34.750174,-98.404832,"9977 NW MADISCHE RD  ELGIN, OK 73538",Original,1465,,,Correct,Correct,Correct,Correct,Active,SPUR PIPE & STEEL,"9977 NW MADISCHE RD  ELGIN, OK 73538",34.750174,-98.404832,POINT (-98.404832 34.750174),Yes,Kiowa-Comanche-Apache-Fort Sill Apache,Kiowa-Comanche-Apache-Fort Sill Apache OTSA
1466,THLOPTHLOCCO TRIBAL TOWN,10095 BRYANT RD,,HENRYETTA,OK,74437,35.418386,-96.028941,"10095 BRYANT RD  HENRYETTA, OK 74437",Original,1466,,,Correct,"109009 N. 3830 Rd., Okemah, OK 74859, USA",35.43461,-96.19432900000001,Active,THLOPTHLOCCO TRIBAL TOWN,"109009 N. 3830 Rd., Okemah, OK 74859, USA",35.43461,-96.194329,POINT (-96.194329 35.43461),Yes,Creek,Creek OTSA
1467,THUNDERBIRD DISCOUNT SMOKE SHO,870385 S 3433 RD,,CHANDLER,OK,74834,35.747895,-96.889237,"870385 S 3433 RD  CHANDLER, OK 74834",Original,1467,,,THUNDERBIRD DISCOUNT SMOKE SHOP,"502 N Hwy 18 Or, S Price Ave, Chandler, OK 74834, USA",35.71432839999999,-96.8841748,Active,THUNDERBIRD DISCOUNT SMOKE SHOP,"502 N Hwy 18 Or, S Price Ave, Chandler, OK 74834, USA",35.71432839999999,-96.8841748,POINT (-96.8841748 35.71432839999999),Yes,Sac and Fox,Sac and Fox OTSA
1468,TOBACCO EXPRESS INDIAN SMOKE SHOP,3353 SOUTH 57TH WEST AVENUE,,TULSA,OK,74107,36.111668,-96.05626099999999,"3353 SOUTH 57TH WEST AVENUE  TULSA, OK 74107",Original,1468,,,Correct,Correct,Correct,Correct,Active,TOBACCO EXPRESS INDIAN SMOKE SHOP,"3353 SOUTH 57TH WEST AVENUE  TULSA, OK 74107",36.111668,-96.05626099999999,POINT (-96.05626099999999 36.111668),Yes,Creek,Creek OTSA
1469,TP SMOKE SHOP,2109 W MAIN ST,,CUSHING,OK,74023,35.985624,-96.797504,"2109 W MAIN ST  CUSHING, OK 74023",Original,1469,1.0,yes,T P SMOKE SHOP,"2109 W Main Pl, Cushing, OK 74023, USA",35.985347,-96.7975,Active,T P SMOKE SHOP,"2109 W Main Pl, Cushing, OK 74023, USA",35.985347,-96.7975,POINT (-96.7975 35.985347),Yes,Sac and Fox,Sac and Fox OTSA
1470,WAGONER CREEK SMOKE SHOP,420 SW 15TH ST,,WAGONER,OK,74467,35.944302,-95.383426,"420 SW 15TH ST  WAGONER, OK 74467",Original,1470,,,Correct,Correct,Correct,Correct,Active,WAGONER CREEK SMOKE SHOP,"420 SW 15TH ST  WAGONER, OK 74467",35.944302,-95.383426,POINT (-95.383426 35.944302),Yes,Creek,Creek OTSA
1471,WHITE FEATHER SMOKE SHOP,2850 S HICKORY ST,,SAPULPA,OK,74066,35.960405,-96.118826,"2850 S HICKORY ST  SAPULPA, OK 74066",Original,1471,,,Correct,Correct,Correct,Correct,Active,WHITE FEATHER SMOKE SHOP,"2850 S HICKORY ST  SAPULPA, OK 74066",35.960405,-96.118826,POINT (-96.118826 35.960405),Yes,Creek,Creek OTSA
1472,JOHNNY APPLESEED STORE,320 S WOOD DR,,OKMULGEE,OK,74447,35.62057,-95.96067,"320 S WOOD DR  OKMULGEE, OK 74447",Original,1472,,,Correct,Correct,Correct,Correct,Active,JOHNNY APPLESEED STORE,"320 S WOOD DR  OKMULGEE, OK 74447",35.62057,-95.96067,POINT (-95.96066999999999 35.62057),Yes,Creek,Creek OTSA
1473,CREEK NATION TRAVEL PLAZA,2800 N WOOD DR,,OKMULGEE,OK,74447,35.64751,-95.96278000000001,"2800 N WOOD DR  OKMULGEE, OK 74447",Original,1473,,,Correct,Correct,Correct,Correct,Active,CREEK NATION TRAVEL PLAZA,"2800 N WOOD DR  OKMULGEE, OK 74447",35.64751,-95.96278000000001,POINT (-95.96278000000001 35.64751),Yes,Creek,Creek OTSA
1474,CATOOSA CASINO TOBACCO SHOP,19105 E TIMBERCREST CIR.,,CATOOSA,OK,74015,36.16619,-95.76393,"19105 E TIMBERCREST CIR.  CATOOSA, OK 74015",Original,1474,1.0,yes,Correct,"777 W Cherokee St, Catoosa, OK 74015, USA",36.16491309999999,-95.7629725,Active,CATOOSA CASINO TOBACCO SHOP,"777 W Cherokee St, Catoosa, OK 74015, USA",36.16491309999999,-95.7629725,POINT (-95.7629725 36.16491309999999),Yes,Cherokee,Cherokee OTSA
1475,DOLLAR GENERAL,370942 EAST HIGHWAY 64,,CLEVELAND,OK,74020,36.283229999999996,-96.53299,"370942 EAST HIGHWAY 64  CLEVELAND, OK 74020",Original,1475,,,Correct,"370942 US-64, Cleveland, OK 74020, USA",36.23533570000001,-96.3931792,Active,DOLLAR GENERAL,"370942 US-64, Cleveland, OK 74020, USA",36.23533570000001,-96.3931792,POINT (-96.39317920000001 36.23533570000001),Yes,Pawnee,Pawnee OTSA
1476,CASEY'S GENERAL STORE #3456,102 W ROGERS BLVD,,SKIATOOK,OK,74070,36.368320000000004,-96.00139,"102 W ROGERS BLVD  SKIATOOK, OK 74070",Original,1476,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,CASEY'S GENERAL STORE #3456,"102 W ROGERS BLVD  SKIATOOK, OK 74070",36.368320000000004,-96.00139,POINT (-96.00139 36.36832),Yes,Osage,Osage Reservation
1477,THUNDERBIRD CASINO - SHAWNEE,2051 SOUTH GORDON COOPER DRIVE,,SHAWNEE,OK,74801,35.39172,-97.75356,"2051 SOUTH GORDON COOPER DRIVE  SHAWNEE, OK 74801",Original,1477,,,Correct,Correct,Correct,Correct,Active,THUNDERBIRD CASINO - SHAWNEE,"2051 SOUTH GORDON COOPER DRIVE  SHAWNEE, OK 74801",35.39172,-97.75356,POINT (-97.75355999999999 35.39172),Yes,Cheyenne-Arapaho,Cheyenne-Arapaho OTSA
1478,VAPOR KINGS,110 NORTH GARFIELD AVE SUITE 300,,SAND SPRINGS,OK,74063,36.13594000000001,-96.11206999999999,"110 NORTH GARFIELD AVE SUITE 300  SAND SPRINGS, OK 74063",Original,1478,1.0,yes,VAPOR KINGS - SAND SPRINGS,Correct,Correct,Correct,Active,VAPOR KINGS - SAND SPRINGS,"110 NORTH GARFIELD AVE SUITE 300  SAND SPRINGS, OK 74063",36.13594000000001,-96.11206999999999,POINT (-96.11206999999999 36.13594000000001),Yes,Creek,Creek OTSA
1479,WEST TULSA VAPOR,18 WEST 41ST STREET,,SAND SPRINGS,OK,74063,36.104683,-96.119385,"18 WEST 41ST STREET  SAND SPRINGS, OK 74063",Census,1479,,,WEST TULSA VAPOR S.S,Correct,Correct,Correct,Active,WEST TULSA VAPOR S.S,"18 WEST 41ST STREET  SAND SPRINGS, OK 74063",36.104683,-96.119385,POINT (-96.11938499999999 36.104683),Yes,Creek,Creek OTSA
1480,VAPEHERE FOR LESS,3307 S 113TH WEST AVE,,SAND SPRINGS,OK,74063,35.3473,-96.92988000000001,"3307 S 113TH WEST AVE  SAND SPRINGS, OK 74063",Original,1480,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,VAPEHERE FOR LESS,"3307 S 113TH WEST AVE  SAND SPRINGS, OK 74063",35.3473,-96.92988000000001,POINT (-96.92988000000001 35.3473),Yes,Sac and Fox,Sac and Fox OTSA
1481,SAND SPRINGS VAPOR WAREHOUSE,420 W WEKIWA RD,,SAND SPRINGS,OK,74063,36.06095,-95.80444,"420 W WEKIWA RD  SAND SPRINGS, OK 74063",Original,1481,,,Correct,Correct,Correct,Correct,Active,SAND SPRINGS VAPOR WAREHOUSE,"420 W WEKIWA RD  SAND SPRINGS, OK 74063",36.06095,-95.80444,POINT (-95.80444 36.06095),Yes,Creek,Creek OTSA
1482,NICORAZZ VAPOR,1012 WEST TAFT AVE,,SAPULPA,OK,74066,35.55124,-97.61903000000001,"1012 WEST TAFT AVE  SAPULPA, OK 74066",Original,1482,,,Correct,Correct,Correct,Correct,Closed,NICORAZZ VAPOR,"1012 WEST TAFT AVE  SAPULPA, OK 74066",35.55124,-97.61903000000001,POINT (-97.61903000000001 35.55124),No,,
1483,THE VAPOR CREW SAPULPA,1195 NEW SAPULPA RD,,SAPULPA,OK,74066,36.01482,-96.09756,"1195 NEW SAPULPA RD  SAPULPA, OK 74066",Original,1483,,,Correct,Correct,Correct,Correct,Active,THE VAPOR CREW SAPULPA,"1195 NEW SAPULPA RD  SAPULPA, OK 74066",36.01482,-96.09756,POINT (-96.09756 36.01482),Yes,Creek,Creek OTSA
1484,VAPE 4 LESS,923 SOUTH MAIN STREET,,SAPULPA,OK,74066,35.98722,-96.1133,"923 SOUTH MAIN STREET  SAPULPA, OK 74066",Original,1484,1.0,yes,Correct,Correct,Correct,Correct,Active,VAPE 4 LESS,"923 SOUTH MAIN STREET  SAPULPA, OK 74066",35.98722,-96.1133,POINT (-96.1133 35.98722),Yes,Creek,Creek OTSA
1485,7 FEATHERS MINI MARKET & DELI,130 CREEKSIDE DR,,CANYONVILLE,OR,97417,42.9406779,-123.2899,"130 CREEKSIDE DR  CANYONVILLE, OR 97417",Original,1485,,,Correct,"130 Creekside Rd, Canyonville, OR 97417, USA",42.940447,-123.2900586,Active,7 FEATHERS MINI MARKET & DELI,"130 Creekside Rd, Canyonville, OR 97417, USA",42.940447,-123.2900586,POINT (-123.2900586 42.940447),Yes,Cow Creek,Cow Creek Off-Reservation Trust Land
1486,GRAND RONDE STATION,26820 SALMON RIVER HWY,,GRAND RONDE,OR,97347,45.060741,-123.5766,"26820 SALMON RIVER HWY  GRAND RONDE, OR 97347",Original,1486,1.0,yes,Correct,Correct,Correct,Correct,Active,GRAND RONDE STATION,"26820 SALMON RIVER HWY  GRAND RONDE, OR 97347",45.060741,-123.5766,POINT (-123.5766 45.060741),Within 1 mile,Grand Ronde,Grand Ronde Community
1487,MISSION MARKET,46493 MISSION RD,,PENDLETON,OR,97801,45.667907,-118.6832,"46493 MISSION RD  PENDLETON, OR 97801",Original,1487,,,Correct,Correct,Correct,Correct,Active,MISSION MARKET,"46493 MISSION RD  PENDLETON, OR 97801",45.667907,-118.6832,POINT (-118.6832 45.667907),Yes,Umatilla,Umatilla Reservation
1488,ARROWHEAD TRAVEL PLAZA,72485 HIGHWAY 331,,PENDLETON,OR,97801,45.642283,-118.6839,"72485 HIGHWAY 331  PENDLETON, OR 97801",Original,1488,,,Correct,"72485 OR-331, Pendleton, OR 97801, USA",45.6433385,-118.68297199999999,Active,ARROWHEAD TRAVEL PLAZA,"72485 OR-331, Pendleton, OR 97801, USA",45.6433385,-118.682972,POINT (-118.682972 45.6433385),Yes,Umatilla,Umatilla Reservation
1489,MACY ELLIS MKT,2130 WARM SPRING STREET,,WARM SPRINGS,OR,97761,44.616298,-121.6435,"2130 WARM SPRING STREET  WARM SPRINGS, OR 97761",Original,1489,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,MACY ELLIS MKT,"2130 WARM SPRING STREET  WARM SPRINGS, OR 97761",44.616298,-121.6435,POINT (-121.6435 44.616298),Yes,Warm Springs,Warm Springs Reservation
1490,WARMSPRINGS MARKET,PO BOX 245,,WARM SPRINGS,OR,97761,44.616298,-121.6435,"PO BOX 245  WARM SPRINGS, OR 97761",Original,1490,0.0,,WARM SPRINGS MARKET,Correct,Correct,Correct,Active,WARM SPRINGS MARKET,"PO BOX 245  WARM SPRINGS, OR 97761",44.616298,-121.6435,POINT (-121.6435 44.616298),Yes,Warm Springs,Warm Springs Reservation
1491,CRATER LAKE JUNCTION TRAVEL CENTER,PO BOX 379,,CHILOQUIN,OR,97624,42.593213,-121.8798,"PO BOX 379  CHILOQUIN, OR 97624",Original,1491,,,Correct,Correct,Correct,Correct,Active,CRATER LAKE JUNCTION TRAVEL CENTER,"PO BOX 379  CHILOQUIN, OR 97624",42.593213,-121.8798,POINT (-121.8798 42.593213),No,,
1492,THE MILL CASINO COQUILLE INDIAN TRIBE,3201 TREMONT ST,,NORTH BEND,OR,97459,43.393495,-124.2185,"3201 TREMONT ST  NORTH BEND, OR 97459",Original,1492,1.0,yes,Correct,"3201 Tremont Ave, North Bend, OR 97459, USA",43.3939136,-124.218423,Active,THE MILL CASINO COQUILLE INDIAN TRIBE,"3201 Tremont Ave, North Bend, OR 97459, USA",43.3939136,-124.218423,POINT (-124.218423 43.3939136),Yes,Coquille,Coquille Reservation
1493,SEA-WAY MARKET,28600 SALMON RIVER HWY,,GRAND RONDE,OR,97347,45.058104,-123.6146,"28600 SALMON RIVER HWY  GRAND RONDE, OR 97347",Original,1493,,,Correct,Correct,Correct,Correct,Active,SEA-WAY MARKET,"28600 SALMON RIVER HWY  GRAND RONDE, OR 97347",45.058104,-123.6146,POINT (-123.6146 45.058104),Within 1 mile,Grand Ronde,Grand Ronde Community
1494,SPIRIT MOUNTAIN CASINO,27100 SW SALMON RIVER HWY.,,GRAND RONDE,OR,97347,45.060008,-123.58111299999999,"27100 SW SALMON RIVER HWY.  GRAND RONDE, OR 97347",Original,1494,,,Correct,Correct,Correct,Correct,Active,SPIRIT MOUNTAIN CASINO,"27100 SW SALMON RIVER HWY.  GRAND RONDE, OR 97347",45.060008,-123.58111299999999,POINT (-123.581113 45.060008),Yes,Grand Ronde,Grand Ronde Community
1495,WILD HORSE CASINO RESORT,46510 WILDHORSE BLVD.,,PENDLETON,OR,97801,45.651339,-118.668554,"46510 WILDHORSE BLVD.  PENDLETON, OR 97801",Original,1495,1.0,yes,Correct,Correct,Correct,Correct,Active,WILD HORSE CASINO RESORT,"46510 WILDHORSE BLVD.  PENDLETON, OR 97801",45.651339,-118.668554,POINT (-118.668554 45.651339),Yes,Umatilla,Umatilla Reservation
1496,INDIAN HEAD CASINO,3236 HIGHWAY 26,,WARM SPRINGS,OR,97761,44.7638,-121.2505,"3236 HIGHWAY 26  WARM SPRINGS, OR 97761",Original,1496,,,Correct,"3236 US-26, Warm Springs, OR 97761, USA",44.764209,-121.25160079999999,Active,INDIAN HEAD CASINO,"3236 US-26, Warm Springs, OR 97761, USA",44.764209,-121.2516008,POINT (-121.2516008 44.764209),Yes,Warm Springs,Warm Springs Reservation
1497,RAINBOW MARKET,8529 NW HWY. 26,,MADRAS,OR,97761,44.75958,-121.2263,"8529 NW HWY. 26  MADRAS, OR 97761",Original,1497,,,Correct,"8529 US-26, Madras, OR 97741, USA",44.7595769,-121.2263054,Active,RAINBOW MARKET,"8529 US-26, Madras, OR 97741, USA",44.7595769,-121.2263054,POINT (-121.2263054 44.7595769),Within 1 mile,Warm Springs,Warm Springs Reservation
1498,SHELL,2172 US 26,,WARM SPRINGS,OR,97761,44.76398,-121.2639,"2172 US 26  WARM SPRINGS, OR 97761",Original,1498,,,Correct,"2172 US-26, Warm Springs, OR 97761, USA",44.7639303,-121.263919,Active,SHELL,"2172 US-26, Warm Springs, OR 97761, USA",44.7639303,-121.263919,POINT (-121.263919 44.7639303),Yes,Warm Springs,Warm Springs Reservation
1499,THREE WARRIORS MARKET,7700 HWY. 9,,WARM SPRINGS,OR,97761,44.97338,-121.3501,"7700 HWY. 9  WARM SPRINGS, OR 97761",Original,1499,,,3 WARRIORS MARKET,"7700 Hwy 3, Warm Springs, OR 97761, USA",44.973177899999996,-121.350931,Active,3 WARRIORS MARKET,"7700 Hwy 3, Warm Springs, OR 97761, USA",44.9731779,-121.350931,POINT (-121.350931 44.9731779),Yes,Warm Springs,Warm Springs Reservation
1500,WARM SPRINGS MARKET,2132 WARM SPRINGS ST.,,WARM SPRINGS,OR,97761,44.76305,-121.2644,"2132 WARM SPRINGS ST.  WARM SPRINGS, OR 97761",Original,1500,,,Correct,"2132 Simnasho-Hot Springs Rd, Warm Springs, OR 97761, USA",44.7630414,-121.2643888,Active,WARM SPRINGS MARKET,"2132 Simnasho-Hot Springs Rd, Warm Springs, OR 97761, USA",44.7630414,-121.2643888,POINT (-121.2643888 44.7630414),Yes,Warm Springs,Warm Springs Reservation
1501,SEVEN FEATHERS CASINO RESORT,146 CHIEF MIWALETA LN.,,CANYONVILLE,OR,97417,42.938951,-123.284476,"146 CHIEF MIWALETA LN.  CANYONVILLE, OR 97417",Original,1501,,,Correct,Correct,Correct,Correct,Active,SEVEN FEATHERS CASINO RESORT,"146 CHIEF MIWALETA LN.  CANYONVILLE, OR 97417",42.938951,-123.284476,POINT (-123.284476 42.938951),Yes,Cow Creek,Cow Creek Reservation
1502,THREE RIVERS CASINO AND HOTEL,5647 HWY. 126,,FLORENCE,OR,97439,43.976469,-124.085994,"5647 HWY. 126  FLORENCE, OR 97439",Original,1502,1.0,yes,THREE RIVERS CASINO AND RESORT,Correct,Correct,Correct,Active,THREE RIVERS CASINO AND RESORT,"5647 HWY. 126  FLORENCE, OR 97439",43.976469,-124.085994,POINT (-124.085994 43.976469),Within 1 mile,"Coos, Lower Umpqua, and Siuslaw","Coos, Lower Umpqua, and Siuslaw Reservation"
1503,CHINOOK WINDS CASINO RESORT,1777 NW 44TH ST.,,LINCOLN CITY,OR,97367,44.997562,-124.00932399999999,"1777 NW 44TH ST.  LINCOLN CITY, OR 97367",Original,1503,,,Correct,Correct,Correct,Correct,Active,CHINOOK WINDS CASINO RESORT,"1777 NW 44TH ST.  LINCOLN CITY, OR 97367",44.997562,-124.00932399999999,POINT (-124.009324 44.997562),Yes,Siletz,Siletz Reservation
1504,KLA-MO-YA CASINO,34333 HWY. 97 N,,CHILOQUIN,OR,97624,42.536008,-121.88571999999999,"34333 HWY. 97 N  CHILOQUIN, OR 97624",Original,1504,,,Correct,"34333 US-97, Chiloquin, OR 97624, USA",42.535515999999994,-121.882626,Active,KLA-MO-YA CASINO,"34333 US-97, Chiloquin, OR 97624, USA",42.535516,-121.882626,POINT (-121.882626 42.535516),Yes,Klamath,Klamath Reservation
1505,THE CIGARETTE STORE INC,1906 SW 44TH ST,,PENDLETON,OR,97801,45.641877,-118.825797,"1906 SW 44TH ST  PENDLETON, OR 97801",Original,1505,1.0,yes,Correct,Correct,Correct,Correct,Active,THE CIGARETTE STORE INC,"1906 SW 44TH ST  PENDLETON, OR 97801",45.641877,-118.825797,POINT (-118.825797 45.641877),No,,
1506,US FOOD MART INC,1800 SE HIGHWAY 101,,LINCOLN CITY,OR,97367,44.954987,-124.013898,"1800 SE HIGHWAY 101  LINCOLN CITY, OR 97367",Original,1506,,,Correct,"4700 SW Hwy 101, Lincoln City, OR 97367, USA",44.9309784,-124.0182672,Active,US FOOD MART INC,"4700 SW Hwy 101, Lincoln City, OR 97367, USA",44.9309784,-124.0182672,POINT (-124.0182672 44.9309784),No,,
1507,Narragansett Smoke Shop,4477 S County Trl,,Charlestown,RI,2813,41.41624,-71.64819,"4477 S County Trl  Charlestown, RI 2813",Census,1507,,,Correct,"4477 S County Trail, Charlestown, RI 02813, USA",41.41797999999999,-71.64868100000001,Active,Narragansett Smoke Shop,"4477 S County Trail, Charlestown, RI 02813, USA",41.41797999999999,-71.64868100000002,POINT (-71.64868100000002 41.41797999999999),Yes,Narragansett,Narragansett Reservation
1508,ALL STOP,100 BIA HWY 1,,ROSEBUD,SD,57570,43.25136,-100.8391,"100 BIA HWY 1  ROSEBUD, SD 57570",Original,1508,,,Correct,Correct,Correct,Correct,Active,ALL STOP,"100 BIA HWY 1  ROSEBUD, SD 57570",43.25136,-100.8391,POINT (-100.8391 43.25136),Yes,Rosebud,Rosebud Indian Reservation
1509,K'S QWIK STOP,100 SD HWY 50,BOX 1128,WAGNER,SD,57380,43.08176354,-98.29342527,"100 SD HWY 50 BOX 1128 WAGNER, SD 57380",Original,1509,,,Correct,"100 SD-46, Wagner, SD 57380, USA",43.0819052,-98.2938966,Active,K'S QWIK STOP,"100 SD-46, Wagner, SD 57380, USA",43.0819052,-98.2938966,POINT (-98.2938966 43.0819052),Yes,Yankton,Yankton Reservation
1510,FIRST AMERICAN MART,1001 S VETERANS ST,,FLANDREAU,SD,57028,44.04342826,-96.60781965,"1001 S VETERANS ST  FLANDREAU, SD 57028",Original,1510,,,Correct,Correct,Correct,Correct,Active,FIRST AMERICAN MART,"1001 S VETERANS ST  FLANDREAU, SD 57028",44.04342826,-96.60781965,POINT (-96.60781965 44.04342826),Yes,Flandreau,Flandreau Reservation
1511,LYNN'S DAKOTAMART,101 MAIN ST,,FORT THOMPSON,SD,57339,44.06547,-99.4394,"101 MAIN ST  FORT THOMPSON, SD 57339",Original,1511,,,Correct,"117 SD Highway 249, Fort Thompson, SD 57339, USA",44.0684281,-99.4371455,Active,LYNN'S DAKOTAMART,"117 SD Highway 249, Fort Thompson, SD 57339, USA",44.0684281,-99.4371455,POINT (-99.4371455 44.0684281),Yes,Crow Creek,Crow Creek Reservation
1512,DAKOTA STOP,101 W PIPESTONE AVE,,FLANDREAU,SD,57028,44.04830989,-96.59545196,"101 W PIPESTONE AVE  FLANDREAU, SD 57028",Original,1512,,,Correct,Correct,Correct,Correct,Active,DAKOTA STOP,"101 W PIPESTONE AVE  FLANDREAU, SD 57028",44.04830989,-96.59545196,POINT (-96.59545196000001 44.04830989),Within 1 mile,Flandreau,Flandreau Reservation
1513,TEAL'S MARKET,112 W HICKORY ST,,SISSETON,SD,57262,45.66001828,-97.05227594,"112 W HICKORY ST  SISSETON, SD 57262",Original,1513,,,Correct,Correct,Correct,Correct,Active,TEAL'S MARKET,"112 W HICKORY ST  SISSETON, SD 57262",45.66001828,-97.05227594,POINT (-97.05227594 45.66001828),Yes,Lake Traverse,Lake Traverse Reservation
1514,WEISSER OIL CO.,130 E HWY 50,,WAGNER,SD,57380,43.08176354,-98.29302399,"130 E HWY 50  WAGNER, SD 57380",Original,1514,1.0,yes,Correct,Correct,Correct,Correct,Active,WEISSER OIL CO.,"130 E HWY 50  WAGNER, SD 57380",43.08176354,-98.29302399,POINT (-98.29302398999999 43.08176354),Yes,Yankton,Yankton Reservation
1515,DAKOTA MAGIC #3 DAKOTA SIOUX CASINO,16415 SIOUX CONIFER RD,,WATERTOWN,SD,57201,44.99378046,-97.14706221,"16415 SIOUX CONIFER RD  WATERTOWN, SD 57201",Original,1515,,,Can't Validate,Can't Validate,Can't Validate,Can't Validate,Can't Validate,DAKOTA MAGIC #3 DAKOTA SIOUX CASINO,"16415 SIOUX CONIFER RD  WATERTOWN, SD 57201",44.99378046,-97.14706221,POINT (-97.14706221 44.99378046),Within 1 mile,Lake Traverse,Lake Traverse Reservation
1516,CROSSROADS C-STORE,19 E DAKOTA ST,,ROSHOLT,SD,57260,45.86348118,-96.72985557,"19 E DAKOTA ST  ROSHOLT, SD 57260",Original,1516,,,Correct,Correct,Correct,Correct,Active,CROSSROADS C-STORE,"19 E DAKOTA ST  ROSHOLT, SD 57260",45.86348118,-96.72985557,POINT (-96.72985557 45.86348118),Yes,Lake Traverse,Lake Traverse Reservation
