,Unnamed: 0,IMPAQ_ID,DBA Name,Address Line 1,Address Line 2,City,State,Zip,Latitude,Longitude,Full Address,matchsource,est_id,found_pic,Manual Result,name_update,addr_update,lat_update,lon_update,biz_status,DBA Name_update,Full Address_update,Latitude_update,Longitude_update,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,Address Line 1_update,City_update,State_update,Zip_update,County,County_update,entity,agent_name,agent_address,agent_city,agent_state,agent_zip,SoS_record
1066,1066,1066,BIG BOYS,20 RAQUETTE POINT ROAD,,HOGANSBURG,NY,13655,44.980234,-74.71945,"20 RAQUETTE POINT ROAD  HOGANSBURG, NY 13655",Original,1066.0,0.0,,BIG BOY,Correct,Correct,Correct,Active,BIG BOY,"20 RAQUETTE POINT ROAD HOGANSBURG, NY 13655",44.980234,-74.71945,POINT (-74.71944999999999 44.980234),Yes,0.0,St. Regis Mohawk,St. Regis Mohawk Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,FRANKLIN,,,,,,,
1067,1067,1067,BLOOMING FLOWER SMOKE SHOP,149 SQUAW LN,,MASTIC,NY,11950,40.791032,-72.82999000000002,"149 SQUAW LN  MASTIC, NY 11950",Original,1067.0,,,Correct,Correct,Correct,Correct,Active,BLOOMING FLOWER SMOKE SHOP,"149 SQUAW LN MASTIC, NY 11950",40.791032,-72.82999000000002,POINT (-72.82999000000002 40.791032),No,64.51705468970505,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,SUFFOLK,,,,,,,
1068,1068,1068,BROAD STREET SMOKE SHOP,693 BROAD ST,,SALAMANCA,NY,14779,42.158906,-78.74041,"693 BROAD ST  SALAMANCA, NY 14779",Original,1068.0,1.0,yes,BROAD STREET SMOKE SHOP SALE,"316 Center St, Salamanca, NY 14779, USA",42.16468630000001,-78.7445304,Active,BROAD STREET SMOKE SHOP SALE,"316 Center St, Salamanca, NY 14779, USA",42.16468630000001,-78.7445304,POINT (-78.7445304 42.16468630000001),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,316 CENTER ST,SALAMANCA,NY,14779,,CATTARAUGUS,,,,,,,
1069,1069,1069,CHARISE SMOKES,13 SQUAW LANE,,MASTIC,NY,11950,40.7903032,-72.83068,"13 SQUAW LANE  MASTIC, NY 11950",Original,1069.0,,,Correct,Correct,Correct,Correct,Active,CHARISE SMOKES,"13 SQUAW LANE MASTIC, NY 11950",40.7903032,-72.83068,POINT (-72.83068 40.7903032),No,64.58251778866617,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,SUFFOLK,,,,,,,
1070,1070,1070,CRAZY HORSE WHOLESALE,14195 ROUTE 438,,GOWANDA,NY,14070,42.489928000000006,-78.95281,"14195 ROUTE 438  GOWANDA, NY 14070",Original,1070.0,,,Correct,"14195 NY-438, Gowanda, NY 14070, USA",42.4798135,-78.94000989999998,Active,CRAZY HORSE WHOLESALE,"14195 NY-438, Gowanda, NY 14070, USA",42.4798135,-78.94000989999998,POINT (-78.94000989999998 42.4798135),No,0.2573755086741045,,,Cattaraugus,Cattaraugus Reservation,From Original List,,,,,,14195 -438,GOWANDA,NY,14070,,ERIE,,,,,,,
1071,1071,1071,24 HOUR GAS & TOBACCO,14411 ROUTE 438,,GOWANDA,NY,14070,42.483336,-78.94759,"14411 ROUTE 438  GOWANDA, NY 14070",Original,1071.0,1.0,yes,Correct,Correct,Correct,Correct,Active,24 HOUR GAS & TOBACCO,"14411 ROUTE 438 GOWANDA, NY 14070",42.483336,-78.94759,POINT (-78.94759000000001 42.483336),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
1072,1072,1072,CURTYS SMOKE SHOP,148 POOSPATUCK LN,,MASTIC,NY,11950,40.788937,-72.83466999999997,"148 POOSPATUCK LN  MASTIC, NY 11950",Original,1072.0,,,Correct,Correct,Correct,Correct,Closed,CURTYS SMOKE SHOP,"148 POOSPATUCK LN MASTIC, NY 11950",40.788937,-72.83466999999997,POINT (-72.83466999999997 40.788937),No,64.83322533044213,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,SUFFOLK,,,,,,,
1073,1073,1073,EAGLE FEATHER SMOKE SHOP,52 MONTAUK HIGHWAY,,SOUTHAMPTON,NY,11968,40.884887,-72.42873,"52 MONTAUK HIGHWAY  SOUTHAMPTON, NY 11968",Original,1073.0,,,Correct,Correct,Correct,Correct,Active,EAGLE FEATHER SMOKE SHOP,"52 MONTAUK HIGHWAY SOUTHAMPTON, NY 11968",40.884887,-72.42873,POINT (-72.42873 40.884887),No,43.443962372141826,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,SUFFOLK,,,,,,,
1074,1074,1074,EAST END,1995 LENOX ROAD,,COLLINS,NY,14034,42.520116,-78.94304,"1995 LENOX ROAD  COLLINS, NY 14034",Original,1074.0,,,Correct,Correct,Correct,Correct,Active,EAST END,"1995 LENOX ROAD COLLINS, NY 14034",42.520116,-78.94304,POINT (-78.94304 42.52011599999999),No,0.05823054246137713,,,Cattaraugus,Cattaraugus Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
1075,1075,1075,GERONIMO SMOKE SHOP,10 SQUAW LN,,MASTIC,NY,11950,40.79028,-72.83091999999998,"10 SQUAW LN  MASTIC, NY 11950",Original,1075.0,,,Correct,Correct,Correct,Correct,Active,GERONIMO SMOKE SHOP,"10 SQUAW LN MASTIC, NY 11950",40.79028,-72.83091999999998,POINT (-72.83091999999998 40.79028),No,64.59494328512888,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,SUFFOLK,,,,,,,
1076,1076,1076,HANK'S SMOKE SHOP,5861 GARLOW ROAD,,LEWISTON,NY,14092,43.139634,-78.96785,"5861 GARLOW ROAD  LEWISTON, NY 14092",Original,1076.0,,,Correct,Correct,Correct,Correct,Active,HANK'S SMOKE SHOP,"5861 GARLOW ROAD LEWISTON, NY 14092",43.139634,-78.96785,POINT (-78.96785 43.139634),No,0.2499206954708169,,,Tuscarora Nation,Tuscarora Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
1077,1077,1077,HERON'S LANDING,11156 ROUTE 20,,IRVING,NY,14081,42.579115,-79.07732,"11156 ROUTE 20  IRVING, NY 14081",Original,1077.0,,,Correct,"11186 Southwestern Blvd, Irving, NY 14081, USA",42.57913549999999,-79.07814669999998,Active,HERON'S LANDING,"11186 Southwestern Blvd, Irving, NY 14081, USA",42.57913549999999,-79.07814669999998,POINT (-79.07814669999998 42.57913549999999),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,11186 SOUTHWESTERN BLVD,IRVING,NY,14081,,ERIE,,,,,,,
1078,1078,1078,JAN'S SMOKE & CRAFT SHOP,383 BLOOMINGDALE RD,,AKRON,NY,14001,43.045889,-78.45609,"383 BLOOMINGDALE RD  AKRON, NY 14001",Original,1078.0,,,Correct,Correct,Correct,Correct,Active,JAN'S SMOKE & CRAFT SHOP,"383 BLOOMINGDALE RD AKRON, NY 14001",43.045889,-78.45609,POINT (-78.45609 43.045889),No,0.4146555813300707,,,Tonawanda,Tonawanda Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,GENESEE,,,,,,,
1079,1079,1079,JAY'S PLACE,5446 WALMORE ROAD,,LEWISTON,NY,14092,43.152348,-78.93438,"5446 WALMORE ROAD  LEWISTON, NY 14092",Original,1079.0,,,Correct,Correct,Correct,Correct,Active,JAY'S PLACE,"5446 WALMORE ROAD LEWISTON, NY 14092",43.152348,-78.93438,POINT (-78.93438 43.152348),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
1080,1080,1080,KEN'S SMOKE SHOP,2073 ROUTE 219,,LIMESTONE,NY,14753,42.089942,-78.62985,"2073 ROUTE 219  LIMESTONE, NY 14753",Original,1080.0,,,Correct,Correct,Correct,Correct,Active,KEN'S SMOKE SHOP,"2073 ROUTE 219 LIMESTONE, NY 14753",42.089942,-78.62985,POINT (-78.62985 42.089942),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
1081,1081,1081,KEYE SUPERCENTER,551 MILESTRIP ROAD,,IRVING,NY,14081,42.5732742,-79.08896999999997,"551 MILESTRIP ROAD  IRVING, NY 14081",Original,1081.0,0.0,,KEYES SUPER CENTER,Correct,Correct,Correct,Active,KEYES SUPER CENTER,"551 MILESTRIP ROAD IRVING, NY 14081",42.5732742,-79.08896999999997,POINT (-79.08896999999997 42.5732742),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
1082,1082,1082,Papa's Place Smoke Shop,10924 LAKE SHORE RD,,IRVING,NY,14081,42.60588900000001,-79.10249,"10924 LAKE SHORE RD  IRVING, NY 14081",Original,1082.0,,,Correct,Correct,Correct,Correct,Active,Papa's Place Smoke Shop,"10924 LAKE SHORE RD IRVING, NY 14081",42.60588900000001,-79.10249,POINT (-79.10249 42.60588900000001),No,1.3292668476917806,,,Cattaraugus,Cattaraugus Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
1083,1083,1083,M & M ALLEGHANY JUNCTION,2165 ROUTE 219,,LIMESTONE,NY,14753,42.094619,-78.62791999999997,"2165 ROUTE 219  LIMESTONE, NY 14753",Original,1083.0,,,Correct,Correct,Correct,Correct,Active,M & M ALLEGHANY JUNCTION,"2165 ROUTE 219 LIMESTONE, NY 14753",42.094619,-78.62791999999997,POINT (-78.62791999999997 42.094619),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
1084,1084,1084,M J ENTERPRISES,5001 ROUTE 417,,ALLEGANY,NY,14706,42.095906,-78.58006,"5001 ROUTE 417  ALLEGANY, NY 14706",Original,1084.0,,,Correct,"5001 NY-417, Allegany, NY 14706, USA",42.0962415,-78.5801115,Active,M J ENTERPRISES,"5001 NY-417, Allegany, NY 14706, USA",42.0962415,-78.5801115,POINT (-78.5801115 42.0962415),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,5001 -417,ALLEGANY,NY,14706,,CATTARAUGUS,,,,,,,
1085,1085,1085,MONTAUK NATIVE GASOLINE STA,182 POOSPATUCK LN,,MASTIC,NY,11950,40.789318,-72.83178000000002,"182 POOSPATUCK LN  MASTIC, NY 11950",Original,1085.0,,,Correct,"182C, Poospatuck Ln, Mastic, NY 11950, USA",40.789289200000006,-72.83138060000002,Active,MONTAUK NATIVE GASOLINE STA,"182C, Poospatuck Ln, Mastic, NY 11950, USA",40.789289200000006,-72.83138060000002,POINT (-72.83138060000002 40.78928920000001),No,64.66129723173596,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,182C POOSPATUCK LN,MASTIC,NY,11950,,SUFFOLK,,,,,,,
1086,1086,1086,NAFCO QUICK STOP,881 BROAD ST,,SALAMANCA,NY,14779,42.157107,-78.7481,"881 BROAD ST  SALAMANCA, NY 14779",Original,1086.0,,,Correct,Correct,Correct,Correct,Active,NAFCO QUICK STOP,"881 BROAD ST SALAMANCA, NY 14779",42.157107,-78.7481,POINT (-78.74809999999999 42.157107),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
1087,1087,1087,NATIVE LAND SMOKE SHOP,136 POOSPATUCK LANE,,MASTIC,NY,11950,40.788737,-72.83545,"136 POOSPATUCK LANE  MASTIC, NY 11950",Original,1087.0,,,Correct,Correct,Correct,Correct,Active,NATIVE LAND SMOKE SHOP,"136 POOSPATUCK LANE MASTIC, NY 11950",40.788737,-72.83545,POINT (-72.83544999999999 40.788737),No,64.8792529845226,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,SUFFOLK,,,,,,,
1088,1088,1088,NATIVE SISTERS SMOKE SHOP,189 POOSPATUCK LN,,MASTIC,NY,11950,40.789551,-72.8313,"189 POOSPATUCK LN  MASTIC, NY 11950",Original,1088.0,,,Correct,Correct,Correct,Correct,Active,NATIVE SISTERS SMOKE SHOP,"189 POOSPATUCK LN MASTIC, NY 11950",40.789551,-72.8313,POINT (-72.8313 40.789551),No,64.645712675445,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,SUFFOLK,,,,,,,
1089,1089,1089,NATIVE SONS TOBACCO,50A MONTAUK HIGHWAY,,SOUTHAMPTON,NY,11968,40.8848622,-72.4285,"50A MONTAUK HIGHWAY  SOUTHAMPTON, NY 11968",Original,1089.0,,,Correct,"50 Montauk Hwy A, Southampton, NY 11968, USA",40.8849528,-72.43029820000001,Active,NATIVE SONS TOBACCO,"50 Montauk Hwy A, Southampton, NY 11968, USA",40.8849528,-72.43029820000002,POINT (-72.43029820000002 40.8849528),No,43.48892810590982,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,50 MONTAUK HWY A,SOUTHAMPTON,NY,11968,,SUFFOLK,,,,,,,
1090,1090,1090,PAPA'S PLACE II,1712 ROUTE 219,,LIMESTONE,NY,14753,42.076627,-78.63627,"1712 ROUTE 219  LIMESTONE, NY 14753",Original,1090.0,,,Correct,Correct,Correct,Correct,Active,PAPA'S PLACE II,"1712 ROUTE 219 LIMESTONE, NY 14753",42.076627,-78.63627,POINT (-78.63627 42.076627),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
1091,1091,1091,PARKVIEW SUPERMARKET,545 BROAD ST,,SALAMANCA,NY,14779,42.156918,-78.7359,"545 BROAD ST  SALAMANCA, NY 14779",Original,1091.0,,,Correct,Correct,Correct,Correct,Active,PARKVIEW SUPERMARKET,"545 BROAD ST SALAMANCA, NY 14779",42.156918,-78.7359,POINT (-78.7359 42.156918),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
1092,1092,1092,RAINDROPS QUICK STOP,40 MONTAUK HWY,,SOUTHAMPTON,NY,11968,40.8847354,-72.42733,"40 MONTAUK HWY  SOUTHAMPTON, NY 11968",Original,1092.0,,,Correct,Correct,Correct,Correct,Active,RAINDROPS QUICK STOP,"40 MONTAUK HWY SOUTHAMPTON, NY 11968",40.8847354,-72.42733,POINT (-72.42733 40.8847354),No,43.409328470800716,,,Mohegan,Mohegan Off-Reservation Trust Land,From Original List,,,,,,No changes,No changes,No changes,No changes,,SUFFOLK,,,,,,,
1093,1093,1093,RANDY'S SMOKE SHOP,1325 UPPER MOUNTAIN ROAD,,LEWISTON,NY,14092,43.172741,-78.98971,"1325 UPPER MOUNTAIN ROAD  LEWISTON, NY 14092",Original,1093.0,,,Correct,Correct,Correct,Correct,Active,RANDY'S SMOKE SHOP,"1325 UPPER MOUNTAIN ROAD LEWISTON, NY 14092",43.172741,-78.98971,POINT (-78.98971 43.17274099999999),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
1094,1094,1094,SACAJAWEA INDIAN MARKET,888 BLOOMINGDALE RD,,BASOM,NY,14013,43.060547,-78.41891,"888 BLOOMINGDALE RD  BASOM, NY 14013",Original,1094.0,,,SACAJAWEA SMOKE SHOP,Correct,Correct,Correct,Active,SACAJAWEA SMOKE SHOP,"888 BLOOMINGDALE RD BASOM, NY 14013",43.060547,-78.41891,POINT (-78.41891 43.060547),Yes,0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,GENESEE,,,,,,,
1095,1095,1095,SENECA ERIE GAMING CORP,1 FULTON ST,,BUFFALO,NY,14204,42.873902,-78.87149000000002,"1 FULTON ST  BUFFALO, NY 14204",Original,1095.0,1.0,yes,SENECA BUFFALO CREEK CASINO,Correct,Correct,Correct,Active,SENECA BUFFALO CREEK CASINO,"1 FULTON ST BUFFALO, NY 14204",42.873902,-78.87149000000002,POINT (-78.87149000000002 42.873902),No,17.827849139650972,,,Tuscarora Nation,Tuscarora Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
1096,1096,1096,SENECA HICKORY STICK GOLF,4560 CREEK RD,,LEWISTON,NY,14092,43.192871,-79.01785,"4560 CREEK RD  LEWISTON, NY 14092",Original,1096.0,,,Correct,Correct,Correct,Correct,Active,SENECA HICKORY STICK GOLF,"4560 CREEK RD LEWISTON, NY 14092",43.192871,-79.01785,POINT (-79.01785 43.192871),No,1.6925661222637762,,,Tuscarora Nation,Tuscarora Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
1097,1097,1097,SENECA NATION OF INDIANS,11482 ROUTE 20,,IRVING,NY,14081,42.571761,-79.0967,"11482 ROUTE 20  IRVING, NY 14081",Original,1097.0,,,NATIVE PRIDE TRAVEL PLAZA,Correct,Correct,Correct,Active,NATIVE PRIDE TRAVEL PLAZA,"11482 ROUTE 20 IRVING, NY 14081",42.571761,-79.0967,POINT (-79.0967 42.571761),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
1098,1098,1098,SENECA NATION OF INDIANS,1720 BUSH RD,,GOWANDA,NY,14070,42.51423,-78.97188,"1720 BUSH RD  GOWANDA, NY 14070",Original,1098.0,,,Correct,"12837 NY-438, Irving, NY 14081, USA",42.538700799999994,-78.99722870000001,Active,SENECA NATION OF INDIANS,"12837 NY-438, Irving, NY 14081, USA",42.538700799999994,-78.99722870000002,POINT (-78.99722870000002 42.5387008),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,12837 -438,IRVING,NY,14081,,ERIE,,,,,,,
1099,1099,1099,SENECA NIAGARA CASINO & HOTEL,310 4TH ST,,NIAGARA FALLS,NY,14303,43.085747,-79.05788000000003,"310 4TH ST  NIAGARA FALLS, NY 14303",Original,1099.0,,,Correct,Correct,Correct,Correct,Active,SENECA NIAGARA CASINO & HOTEL,"310 4TH ST NIAGARA FALLS, NY 14303",43.085747,-79.05788000000003,POINT (-79.05788000000003 43.085747),No,6.382141136656853,,,Tuscarora Nation,Tuscarora Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
1100,1100,1100,SENECA ONE STOP - IRVING,11150 ROUTE 20,,IRVING,NY,14081,42.579258,-79.07694000000002,"11150 ROUTE 20  IRVING, NY 14081",Original,1100.0,,,Correct,"11150 Rte 5 & 20, Irving, NY 14081, USA",42.5827805,-79.06935229999998,Active,SENECA ONE STOP - IRVING,"11150 Rte 5 & 20, Irving, NY 14081, USA",42.5827805,-79.06935229999998,POINT (-79.06935229999998 42.5827805),No,0.013341937565009966,,,Cattaraugus,Cattaraugus Reservation,From Original List,,,,,,11150 RTE 5 & 20,IRVING,NY,14081,,ERIE,,,,,,,
1101,1101,1101,SENECA ONE STOP,5376 COUNTY ROAD 7D,,CUBA,NY,14727,42.243783,-78.30814000000002,"5376 COUNTY ROAD 7D  CUBA, NY 14727",Original,1101.0,,,Correct,"5376 W Shore Rd, Cuba, NY 14727, USA",42.235982799999995,-78.31003439999998,Active,SENECA ONE STOP,"5376 W Shore Rd, Cuba, NY 14727, USA",42.235982799999995,-78.31003439999998,POINT (-78.31003439999998 42.2359828),Yes,0.0,Oil Springs,Oil Springs Reservation,,,From Original List,,,,,,5376 W SHORE RD,CUBA,NY,14727,,CATTARAUGUS,,,,,,,
1102,1102,1102,SENECA ONE STOP,745 BROAD ST,,SALAMANCA,NY,14779,42.15851,-78.7442,"745 BROAD ST  SALAMANCA, NY 14779",Original,1102.0,,,Correct,Correct,Correct,Correct,Active,SENECA ONE STOP,"745 BROAD ST SALAMANCA, NY 14779",42.15851,-78.7442,POINT (-78.74420000000001 42.15851),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
1103,1103,1103,MORNING STAR,13113 ROUTE 438,,GOWANDA,NY,14070,42.524735,-78.97363,"13113 ROUTE 438  GOWANDA, NY 14070",Original,1103.0,1.0,no,Correct,"6111 W Hoffman Rd, Springville, NY 14141, USA",42.49789699999999,-78.760813,Active,MORNING STAR,"6111 W Hoffman Rd, Springville, NY 14141, USA",42.49789699999999,-78.760813,POINT (-78.760813 42.49789699999999),No,11.953232499319837,,,Cattaraugus,Cattaraugus Reservation,From Original List,,,,,,6111 W HOFFMAN RD,SPRINGVILLE,NY,14141,,ERIE,,,,,,,
1104,1104,1104,SENEKA SMOKE SHOP,702 BROAD ST,,SALAMANCA,NY,14779,42.159301,-78.74072,"702 BROAD ST  SALAMANCA, NY 14779",Original,1104.0,,,Correct,"1343, 702 Broad St, Salamanca, NY 14779, USA",42.1593545,-78.74080450000001,Closed,SENEKA SMOKE SHOP,"1343, 702 Broad St, Salamanca, NY 14779, USA",42.1593545,-78.74080450000002,POINT (-78.74080450000002 42.1593545),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,"1343, 702 BROAD ST",SALAMANCA,NY,14779,,CATTARAUGUS,,,,,,,
1105,1105,1105,SIGNALS,11024 ROUTE 20,,IRVING,NY,14081,42.582737,-79.0689,"11024 ROUTE 20  IRVING, NY 14081",Original,1105.0,,,Correct,"11024 Southwestern Blvd, Irving, NY 14081, USA",42.5825268,-79.06903390000001,Active,SIGNALS,"11024 Southwestern Blvd, Irving, NY 14081, USA",42.5825268,-79.06903390000002,POINT (-79.06903390000002 42.5825268),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,11024 SOUTHWESTERN BLVD,IRVING,NY,14081,,ERIE,,,,,,,
1106,1106,1106,SMOKIN JOES,4900 INDIAN HILL ROAD,,LEWISTON,NY,14092,43.177324,-78.98343,"4900 INDIAN HILL ROAD  LEWISTON, NY 14092",Original,1106.0,,,Correct,Correct,Correct,Correct,Active,SMOKIN JOES,"4900 INDIAN HILL ROAD LEWISTON, NY 14092",43.177324,-78.98343,POINT (-78.98343 43.177324),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
1107,1107,1107,SOVERIGN SENECA TOBACCO,1356 CAYUGA RD,,IRVING,NY,14081,42.562302,-79.00361,"1356 CAYUGA RD  IRVING, NY 14081",Original,1107.0,1.0,yes,Correct,Correct,Correct,Correct,Active,SOVERIGN SENECA TOBACCO,"1356 CAYUGA RD IRVING, NY 14081",42.562302,-79.00361,POINT (-79.00360999999999 42.562302),Yes,0.0,Cattaraugus,Cattaraugus Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,ERIE,,,,,,,
1108,1108,1108,SMOKIN JOES,2293 SAUNDERS SETTLEMENT RD,,SANBORN,NY,14132,43.143328,-78.92258000000002,"2293 SAUNDERS SETTLEMENT RD  SANBORN, NY 14132",Original,1108.0,,,SMOKIN JOES TRADING POST,Correct,Correct,Correct,Active,SMOKIN JOES TRADING POST,"2293 SAUNDERS SETTLEMENT RD SANBORN, NY 14132",43.143328,-78.92258000000002,POINT (-78.92258000000002 43.143328),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
1109,1109,1109,WOLVES DEN,7060 POODRY RD,,BASOM,NY,14013,43.072004,-78.43045,"7060 POODRY RD  BASOM, NY 14013",Original,1109.0,1.0,yes,Correct,Correct,Correct,Correct,Active,WOLVES DEN,"7060 POODRY RD BASOM, NY 14013",43.072004,-78.43045,POINT (-78.43044999999999 43.072004),Yes,0.0,Tonawanda,Tonawanda Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,GENESEE,,,,,,,
1110,1110,1110,WW VANDALIA GASMART,5017 ROUTE 417,,ALLEGANY,NY,14706,42.095747,-78.58128,"5017 ROUTE 417  ALLEGANY, NY 14706",Original,1110.0,,,Correct,"5017 NY-417, Allegany, NY 14706, USA",42.095606700000005,-78.58155740000001,Active,WW VANDALIA GASMART,"5017 NY-417, Allegany, NY 14706, USA",42.09560670000001,-78.58155740000002,POINT (-78.58155740000002 42.09560670000001),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,5017 -417,ALLEGANY,NY,14706,,CATTARAUGUS,,,,,,,
1111,1111,1111,GAIL'S TOBACCO & GAS OUTLET,2273 SAUNDERS SETTLEMENT ROAD,,SANBORN,NY,14132,43.143298,-78.92399,"2273 SAUNDERS SETTLEMENT ROAD  SANBORN, NY 14132",Original,1111.0,,,Correct,Correct,Correct,Correct,Active,GAIL'S TOBACCO & GAS OUTLET,"2273 SAUNDERS SETTLEMENT ROAD SANBORN, NY 14132",43.143298,-78.92399,POINT (-78.92399 43.143298),Yes,0.0,Tuscarora Nation,Tuscarora Nation Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,NIAGARA,,,,,,,
1112,1112,1112,TURTLE PIT CONVENIENCE STORE,1972 W PERIMETER RD,,STEAMBURG,NY,14783,42.086376,-78.89369,"1972 W PERIMETER RD  STEAMBURG, NY 14783",Census,1112.0,1.0,yes,Correct,Correct,Correct,Correct,Active,TURTLE PIT CONVENIENCE STORE,"1972 W PERIMETER RD STEAMBURG, NY 14783",42.086376,-78.89369,POINT (-78.89369000000001 42.086376),Yes,0.0,Allegany,Allegany Reservation,,,From Original List,,,,,,No changes,No changes,No changes,No changes,,CATTARAUGUS,,,,,,,
1113,1113,1113,LAKESIDE ENTERTAINMENT - UNION SPRINGS,271 CAYUGA ST.,,UNION SPRINGS,NY,13160,42.85367700000001,-76.690911,"271 CAYUGA ST.  UNION SPRINGS, NY 13160",Original,1113.0,,,Correct,"271 Cayuga St, Seneca Falls, NY 13148, USA",42.85368199999999,-76.691439,Active,LAKESIDE ENTERTAINMENT - UNION SPRINGS,"271 Cayuga St, Seneca Falls, NY 13148, USA",42.85368199999999,-76.691439,POINT (-76.691439 42.85368199999999),No,33.65318808238095,,,Onondaga Nation,Onondaga Nation Reservation,From Original List,,,,,,271 CAYUGA ST,SENECA FALLS,NY,13148,,CAYUGA,,,,,,,
1114,1114,1114,LAKESIDE TRADING,299 CAYUGA ST.,,UNION SPRINGS,NY,13160,42.85694,-76.691726,"299 CAYUGA ST.  UNION SPRINGS, NY 13160",Original,1114.0,1.0,yes,LAKESIDE TRADING - UNION,Correct,Correct,Correct,Active,LAKESIDE TRADING - UNION,"299 CAYUGA ST. UNION SPRINGS, NY 13160",42.85694,-76.691726,POINT (-76.691726 42.85694),No,33.64876647466451,,,Onondaga Nation,Onondaga Nation Reservation,From Original List,,,,,,No changes,No changes,No changes,No changes,,CAYUGA,,,,,,,
