IMPAQ_ID,Filing Number,Entity Name,Entity Mailing Address,Entity Store Address,Entity Address,Agent Name,Agent Address,Operation Status,matchsource,Longitude,Latitude
302,C4203433,"ABC SMOKE SHOP, INC.",5621 BALBOA AVE  SAN DIEGO CA 92111,5621 BALBOA AVE  SAN DIEGO CA 92111,5621 BALBOA AVE  SAN DIEGO CA 92111,MELAD SHABA,5621 BALBOA AVE SAN DIEGO CA 92111,ACTIVE,Google,-118.3521957,33.954402200000004
302,C3680656,"ALEX SMOKE SHOP & MINI MART, INC",718 N LA BREA AVE  INGLEWOOD CA 90302,718 N LA BREA AVE  INGLEWOOD CA 90302,718 N LA BREA AVE  INGLEWOOD CA 90302,ELSADIG BASHIR,718 N LA BREA AVE INGLEWOOD CA 90302,DISSOLVED,Census,-120.956535,37.653183
302,201605410153,"1 STOP SMOKE SHOP & MORE, LLC",2221 SCENIC DRIVE  MODESTO CA 95355-4502,2221 SCENIC DRIVE  MODESTO CA 95355-4502,2221 SCENIC DRIVE  MODESTO CA 95355-4502,ZINAH QASEM,1133 N CARPENTER RD MODESTO CA 95351,ACTIVE,Census,-118.44872,34.185
302,201610310529,1STOP SMOKE SHOP LLC,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,6311 VAN NUYS BLVD #418  VAN NUYS CA 91401,DERRICK WILLIAMS,15540 SHERMAN WAY #14 VAN NUYS CA 91406,SOS/FTB SUSPENDED,Census,-118.40154,34.26432
302,201513910589,3 BROS SMOKE SHOP LLC,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,10750 GLENOAKS BLVD #2  PACOIMA CA 91331,SARKIS GURYUNLYAN,10750 GLENOAKS BLVD #2 PACOIMA CA 91331,SOS/FTB SUSPENDED,Census,-118.35233000000001,34.07824
302,201507810175,"3 KINGZ SMOKE SHOP, LLC",7453 OAKWOOD AVE  LOS ANGELES CA 90036,7453 OAKWOOD AVE  LOS ANGELES CA 90036,7453 OAKWOOD AVE  LOS ANGELES CA 90036,ERICK GURROLA,7453 OAKWOOD AVE LOS ANGELES CA 90036,SOS/FTB SUSPENDED,Google,-117.89759740000001,33.8395351
302,201326210162,"710 BLUNTS AND STUFF SMOKE SHOP, LLC",1501 E LINCOLN  ANAHEIM CA 92805,1501 E LINCOLN  ANAHEIM CA 92805,1501 E LINCOLN  ANAHEIM CA 92805,MALCOLM EQUINOA,1501 E LINCOLN ANAHEIM CA 92805,SOS/FTB SUSPENDED,Census,-117.08633999999999,32.696762
302,201700510303,A TO Z SMOKE SHOP AND MINI MART LLC,5067 LOGAN AVE  SAN DIEGO CA 92113,5067 LOGAN AVE  SAN DIEGO CA 92113,5067 LOGAN AVE  SAN DIEGO CA 92113,MENA W SALAMA,5067 LOGAN AVE SAN DIEGO CA 92113,ACTIVE,Census,-117.42100500000001,33.92901
302,200101310012,"ADAMS SMOKE SHOP, LLC.",,3546 ADAMS ST  RIVERSIDE CA 92504,3546 ADAMS ST  RIVERSIDE CA 92504,HISHAM ZAAI,3546 ADAMS ST RIVERSIDE CA 92504,FTB SUSPENDED,Census,-117.27876,33.929787
302,201810210324,"ANOTHER SMOKE SHOP, LLC",13134 DAY ST #F301  MORENO VALLEY CA 92553,13134 DAY ST #F301  MORENO VALLEY CA 92553,13134 DAY ST #F301  MORENO VALLEY CA 92553,,,ACTIVE,Census,-118.25783500000001,34.13483
302,201234910008,"AREA 51 SMOKE SHOP, LLC",1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,1001 SOUTH CENTRAL AVE  GLENDALE CA 91204-2210,RAHEEL LAKHANY,1001 SOUTH CENTRAL AVE GLENDALE CA 91204-2210,ACTIVE,Google,-118.15970690000002,33.874944799999994
302,200923310084,"ARTESIA BOULEVARD SMOKE SHOP, LLC",,2801 E ARTESIA BOULEVARD UNIT A  LONG BEACH CA 90805,2801 E ARTESIA BOULEVARD UNIT A  LONG BEACH CA 90805,TING YUAN TAO,2801 E ARTESIA BOULEVARD UNIT A LONG BEACH CA 90805,FTB SUSPENDED,Census,-119.321625,36.193478000000006
309,C4067380,"11TH STREET CHEVRON, INC.",1294 DALTON STREET  TULARE CA 93274,1294 DALTON STREET  TULARE CA 93274,1294 DALTON STREET  TULARE CA 93274,MUSSA M KAID,1294 DALTON STREET TULARE CA 93274,ACTIVE,Census,-117.66250600000001,34.15634
309,C1152140,ADAM'S CHEVRON SERVICE,2505 PRIMROSE LANE  UPLAND CA 91786,2505 PRIMROSE LANE  UPLAND CA 91786,2505 PRIMROSE LANE  UPLAND CA 91786,ALBERT ADAM,2505 PRIMROSE LANE UPLAND CA 91786,DISSOLVED,Google,-121.3799439,38.44300629999999
309,C3311410,"ADOBE ROAD CHEVRON, INC.",8747 SHASTA LILY WAY  ELK GROVE CA 95758,8747 SHASTA LILY WAY  ELK GROVE CA 95758,8747 SHASTA LILY WAY  ELK GROVE CA 95758,** RESIGNED ON 01/29/2018,* ,FTB SUSPENDED,Census,-119.16269,34.196144
309,C0964842,"AIRPORT CHEVRON AND TOWING, INC.",561 BUENA VISTA AVE  OXNARD CA 93030-5103,561 BUENA VISTA AVE  OXNARD CA 93030-5103,561 BUENA VISTA AVE  OXNARD CA 93030-5103,GARY LEE NORRIS,561 BUENA VISTA AVE OXNARD CA 93030-5103,ACTIVE,Census,-122.35157,40.548744
309,C1022774,"AL JENSEN CHEVRON, INC.",1056 LORRAINE DR  REDDING CA 96002,1056 LORRAINE DR  REDDING CA 96002,1056 LORRAINE DR  REDDING CA 96002,A E JENSEN,1056 LORRAINE DR REDDING CA 96002,DISSOLVED,Google,-84.389488,33.791638
309,C0580001,"ALDERSON'S CHEVRON STATION, INC.",,,,,,FTB SUSPENDED,Not Geocoded,,
309,C1094286,"ALLIED GARDENS CHEVRON, INC.",8692 LA MESA BLVD  LA MESA CA 92041,,8692 LA MESA BLVD  LA MESA CA 92041,CHESLEY J GENTRY,88 VALLECITO WY CHULA VISTA CA 92010,DISSOLVED,Census,-118.1821,33.889103000000006
309,C2527546,"ALONDRA CHEVRON, INC.",840 N BROADWAY STE 202  LA CA 90012,6602 ALONDRA BL  PARAMOUNT CA 90723,6602 ALONDRA BL  PARAMOUNT CA 90723,SANG M LIM,6602 ALONDRA BL PARAMOUNT CA 90723,DISSOLVED,Census,-118.13115,34.190273
309,C4230553,"ALTADENA CHEVRON SERVICE CENTER, INC.",907 E ALTADENA DR  ALTADENA CA 91001,907 E ALTADENA DR  ALTADENA CA 91001,907 E ALTADENA DR  ALTADENA CA 91001,FAWZI FAKHOURY,5819 TEMPLE CITY BLVD TEMPLE CITY CA 91780,ACTIVE,Census,-120.54256399999998,41.493507
309,C3433863,ALTURAS CHEVRON INC.,1080 N MAIN ST  ALTURAS CA 96101,1080 N MAIN ST  ALTURAS CA 96101,1080 N MAIN ST  ALTURAS CA 96101,MANPREET SINGH KAHLON,153 COLLEGE HILL WAY YUBA CITY CA 95993,ACTIVE,Google,-117.04761119999999,32.7691371
309,198432100004,"70TH STREET CHEVRON, A CALIFORNIA LIMITED PARTNERSHIP",,6992 EL CAJON BLVD.  SAN DIEGO CA 92115,6992 EL CAJON BLVD.  SAN DIEGO CA 92115,HILBERT MURILLO,6992 EL CAJON BLVD. SAN DIEGO CA 92115,ACTIVE,Census,-118.39233999999999,34.031279999999995
309,200214010053,"ADLY'S CHEVRON, LLC",,9030 NATIONAL BLVD  LOS ANGELES CA 90034,9030 NATIONAL BLVD  LOS ANGELES CA 90034,ADLY ABDELMALAK,9030 NATIONAL BLVD LOS ANGELES CA 90034,CANCELED,Census,-117.0869,32.782852
309,198422900099,"ADOBE FALLS CHEVRON SERVICE, A CALIFORNIA LIMITED PARTNERSHIP",,4525 WARING RD.  SAN DIEGO CA 92120,4525 WARING RD.  SAN DIEGO CA 92120,DENNIS LAMBERT SWANSON,2215 LINCOLN AVE. SAN DIEGO CA 92104,ACTIVE,Google,-117.8804619,33.838604700000005
309,198415600154,BOB RISNER CHEVRON,,2501 EAST LINCOLN  ANAHEIM CA 92800,2501 EAST LINCOLN  ANAHEIM CA 92800,KEITH VAN HOESEN,5992 WESTMINSTER AVENUE WESTMINSTER CA 92683,CANCELED,Google,-121.2294362,40.309168400000004
309,200807400009,CHESTER CHEVRON L.P.,,225 MAIN STREET  CHESTER CA 96020,225 MAIN STREET  CHESTER CA 96020,MAIN SINGH,16 E SIERRA STREET PORTOLA CA 96122,ACTIVE,Census,-122.40078000000001,37.789658
309,199733510017,CHEVRON CHEMICAL COMPANY LLC,,575 MARKET STREET  SAN FRANCISCO CA 94105,575 MARKET STREET  SAN FRANCISCO CA 94105,H P WALKER,575 MARKET STREET SAN FRANCISCO  94105,CANCELED,Census,-118.48151000000001,34.032692
309,198418200727,CHEVRON CONSTRUCTION CO,,"2120 WILSHIRE BLVD,. STE. 200  SANTA MONICA CA 90403","2120 WILSHIRE BLVD,. STE. 200  SANTA MONICA CA 90403",MARIO MORY,"2120 WILSHIRE BLVD., STE. 200 SANTA MONICA CA 90403",CANCELED,Census,-121.95988999999999,37.761497
309,199931410061,CHEVRON EBUSINESS DEVELOPMENT COMPANY LLC,,6001 BOLILNGER CANYON ROAD  SAN RAMON CA 94583,6001 BOLILNGER CANYON ROAD  SAN RAMON CA 94583,THE PRENTICE-HALL CORPORATION SYSTEM INC,* ,CANCELED,Census,-122.40078000000001,37.789658
309,200015200015,CHEVRON ENERGY SOLUTIONS L.P.,,575 MARKET ST  SAN FRANCISCO CA 94105,575 MARKET ST  SAN FRANCISCO CA 94105,,,CANCELED,Census,-121.95988999999999,37.761497
309,199914010075,CHEVRON EUROPEAN HOLDINGS LLC,6001 BOLLINGER CANYON RD V2322A  SAN RAMON CA 94583,6001 BOLLINGER CANYON RD  SAN RAMON CA 94583,6001 BOLLINGER CANYON RD  SAN RAMON CA 94583,,,CANCELED,Census,-123.37456999999999,41.798706
314,C3097535,"CONNOR CARDLOCK, INC.",P O BOX 376  HAPPY CAMP CA 96039,63708 HWY 96  HAPPY CAMP CA 96039,63708 HWY 96  HAPPY CAMP CA 96039,DARRIN W MERCIER,409 W CENTER ST YREKA CA 96097,ACTIVE,Census,-123.37456999999999,41.798706
314,199711910038,"CONNOR CARDLOCK, LLC",,63708 HWY. 96  HAPPY CAMP CA 96039,63708 HWY. 96  HAPPY CAMP CA 96039,PAUL S. CONNOR,63708 HWY 96 HAPPY CAMP CA 96039,CANCELED,Google,-120.047453,35.8907811
339,C3420874,EAGLE FEATHER TRADING POST #2 INC.,40103 HIGHWAY 33  KETTLEMAN CITY CA 93239,,40103 HIGHWAY 33  KETTLEMAN CITY CA 93239,FRED GRUND,780 YOWLUMNE AVE STE A PORTERVILLE CA 93257,DISSOLVED,Google,-120.047453,35.8907811
340,C3420874,EAGLE FEATHER TRADING POST #2 INC.,40103 HIGHWAY 33  KETTLEMAN CITY CA 93239,,40103 HIGHWAY 33  KETTLEMAN CITY CA 93239,FRED GRUND,780 YOWLUMNE AVE STE A PORTERVILLE CA 93257,DISSOLVED,Google,-119.02282959999998,36.061888200000006
355,200826900014,CIGARETTE PALACE L.P.,,200 N 'G' STREET  PORTERVILLE CA 93257,200 N 'G' STREET  PORTERVILLE CA 93257,ANWER BALOCH,200 N 'G' STREET PORTERVILLE CA 93257,ACTIVE,Census,-118.02304,33.817209999999996
356,C3243157,CIGARETTES 4 LESS INC.,6277 BALL RD.  CYPRESS CA 90630,6277 BALL RD.  CYPRESS CA 90630,6277 BALL RD.  CYPRESS CA 90630,SULAIMAN GHANAIMEH,"6277 BALL RD, CYPRESS CA 90630",DISSOLVED,Census,-121.03052,37.630054
356,C4217994,CIGARETTES FOR LESS,901 N CARPENTER RD STE 8  MODESTO CA 95351,901 N CARPENTER RD STE 8  MODESTO CA 95351,901 N CARPENTER RD STE 8  MODESTO CA 95351,GURMUKH SINGH KAHLON,901 N CARPENTER RD STE 8 MODESTO CA 95351,ACTIVE,Census,-116.93109,32.85322
356,C2016377,"CIGARETTES FOR LESS, INC.",9662 WINTER GARDEN BLVD STE A  LAKESIDE CA 92040,9662 WINTER GARDEN BLVD STE A  LAKESIDE CA 92040,9662 WINTER GARDEN BLVD STE A  LAKESIDE CA 92040,LOUIE HAMI,9662 WINTER GARDEN BLVD STE A LAKESIDE CA 92040,DISSOLVED,Google,-120.3644355,36.13630029999999
356,C3473297,DESERT CIGARETTES 4 LESS INC.,135 W POLK  COALINGA CA 93210,135 W POLK  COALINGA CA 93210,135 W POLK  COALINGA CA 93210,MAHER ABOU KHZAM,1366 DEERPARK DR #69 FULLERTON CA 92831,FTB SUSPENDED,Census,-118.12418999999998,34.01352
356,200026210003,"S & K CIGARETTES 4 LESS, LLC",,2112 W WHITTIER BLVD STE 101  MONTEBELLO CA 90640,2112 W WHITTIER BLVD STE 101  MONTEBELLO CA 90640,KARAM TOUMA,2112 W WHITTIER BLVD STE 101 MONTEBELLO CA 90640,FTB SUSPENDED,Census,-118.28714,33.87925
360,C4026209,INTERNATIONAL LIQUORS & TOBACCO TRADING (ILTT) OF NORTH AMERICA,707 W 168TH STREET  GARDENA CA 90247,707 W 168TH STREET  GARDENA CA 90247,707 W 168TH STREET  GARDENA CA 90247,MARVIN BON,707 W 168TH STREET GARDENA CA 90247,ACTIVE,Census,-116.938576,32.79493
360,C2512718,"INTERNATIONAL TOBACCO TRADING, INC.",1246 EAST MAIN ST #112  EL CAJON CA 92021,1246 EAST MAIN ST #112  EL CAJON CA 92021,1246 EAST MAIN ST #112  EL CAJON CA 92021,ABIER KALASHO,1246 EAST MAIN ST #112 EL CAJON CA 92021,FTB SUSPENDED,Census,-117.18248,33.717785
363,C4207636,EMPIRE SMOKE & VAPE,27140 SHADEL ROAD  MENIFEE CA 92586,27140 SHADEL ROAD  MENIFEE CA 92586,27140 SHADEL ROAD  MENIFEE CA 92586,KHAMES ABDELRAHMAN,27140 SHADEL ROAD MENIFEE CA 92586,ACTIVE,Google,-122.64202900000001,38.2375677
363,C4217311,EMPIRE SMOKE SHOP INC,304 PETALUMA BLVD N  PETALUMA CA 94952,304 PETALUMA BLVD N  PETALUMA CA 94952,304 PETALUMA BLVD N  PETALUMA CA 94952,KAMEL ASFOUR,304 PETALUMA BLVD N PETALUMA CA 94952,ACTIVE,Census,-121.49023000000001,38.57945
364,C0452898,'S NO SPOT CORP.,1230 J STREET  SACRAMENTO CA 95814,,1230 J STREET  SACRAMENTO CA 95814,,,SOS SUSPENDED,Census,-118.110565,33.876020000000004
364,C2805274,2 CLEAN EVERY SPOT INC.,17227 GARDENLAND AVE  BELLFLOWER CA 90706,17227 GARDENLAND AVE  BELLFLOWER CA 90706,17227 GARDENLAND AVE  BELLFLOWER CA 90706,JANIS MARIE PERKINS,17227 GARDENLAND AVE BELLFLOWER CA 90706,ACTIVE,Census,-122.420395,37.75855
364,C3433012,"20 SPOT MANAGEMENT, INC.",3565 20TH ST  SAN FRANCISCO CA 94110,3565 20TH ST  SAN FRANCISCO CA 94110,3565 20TH ST  SAN FRANCISCO CA 94110,ROBERTA ECONOMIDIS,235 MONTGOMERY ST STE 600 SAN FRANCISCO CA 94104,ACTIVE,Census,-121.92095,37.297142
364,C2972771,"5 SPOT CHIVAS GRILL, INC.",1541 NORMAN AVE  SAN JOSE CA 95125,1541 NORMAN AVE  SAN JOSE CA 95125,1541 NORMAN AVE  SAN JOSE CA 95125,ROSA DURAN,1541 NORMAN AVE SAN JOSE CA 95125,ACTIVE,Census,-117.95164,33.996655
364,C0704690,A & P SPOT BLENDING SERVICE,16337 KENNARD STREET  HACIENDA HEIGHTS CA 91745,,16337 KENNARD STREET  HACIENDA HEIGHTS CA 91745,EDWARD ROBERT SMITH,16337 KENNARD ST HACIENDA HEIGHTS CA 91745,FTB SUSPENDED,Census,-117.95643999999999,34.03485
364,C3248949,A SPOT IN HEAVEN,715 GOODSON DR  LA PUENTE CA 91744,715 GOODSON DR  LA PUENTE CA 91744,715 GOODSON DR  LA PUENTE CA 91744,KELLY LIEN,715 GOODSON DR LA PUENTE CA 91744,DISSOLVED,Census,-118.37706000000001,34.109795
364,C3501466,"A SPOT IN THE SUN, INC.",2148 STANLEY HILLS DR  LOS ANGELES CA 90046,2148 STANLEY HILLS DR  LOS ANGELES CA 90046,2148 STANLEY HILLS DR  LOS ANGELES CA 90046,MATTHEW A FRIEDMAN,2148 STANLEY HILLS DR LOS ANGELES CA 90046,DISSOLVED,Google,-73.97845029999998,40.76193079999999
364,C0608098,"ABC RADIO SPOT SALES, INC.",1330 AVE OF AMERICAS  NEW YORK NY 10032,,1330 AVE OF AMERICAS  NEW YORK NY 10032,,,SURRENDER,Not Geocoded,,
364,C0320633,"ALLOY SPOT WELDERS, INC.",P. O. BOX 25975  LOS ANGELES CA 90025,,P. O. BOX 25975  LOS ANGELES CA 90025,HARRY C FEICK,2035 GRANVILLE AVE LOS ANGELES CA 90025,DISSOLVED,Census,-118.25631000000001,34.048171999999994
364,C1338951,"ALLOY SPOT WELDERS, INC., II",626 WILSHIRE BLVD #700  LOS ANGELES CA 90017,,626 WILSHIRE BLVD #700  LOS ANGELES CA 90017,MARK G ANCEL,626 WILSHIRE BLVD STE 700 LOS ANGELES CA 90017,DISSOLVED,Census,-122.420395,37.75855
364,201130210464,"20 SPOT MISSION, LLC",3565 20TH ST  SAN FRANCISCO CA 94110,3565 20TH ST  SAN FRANCISCO CA 94110,3565 20TH ST  SAN FRANCISCO CA 94110,ROBERTA ECONOMIDIS,235 MONTGOMERY ST STE 600 SAN FRANCISCO CA 94104,ACTIVE,Census,-104.81845,41.133340000000004
364,201329110099,3 SPOT DOMAINS LLC,1712 PIONEER AVE STE 142  CHEYENNE WY 82001,1712 PIONEER AVE STE 142  CHEYENNE WY 82001,1712 PIONEER AVE STE 142  CHEYENNE WY 82001,(AGENT RESIGNED 10/22/2014),* ,CANCELED,Census,-118.457756,34.216557
364,201825010243,"A CONSULTING SPOT, LLC",8003 BRIMFIELD AVE  PANORAMA CITY CA 91402,8003 BRIMFIELD AVE  PANORAMA CITY CA 91402,8003 BRIMFIELD AVE  PANORAMA CITY CA 91402,,,ACTIVE,Census,-121.977425,37.309563
364,201826710052,ABA SPOT LLC,920 SARATOGA AVENUE SUITE 102  SAN JOSE CA 95129,920 SARATOGA AVENUE SUITE 102  SAN JOSE CA 95129,920 SARATOGA AVENUE SUITE 102  SAN JOSE CA 95129,SAMRAT S ROY,2421 MONROE STREET SANTA CLARA CA 95051,ACTIVE,Census,-117.25149499999999,32.996655
364,201335710463,"ACOUSTIC SPOT LLC, THE",930 VIA MIL CUMBRES #216  SOLANA BEACH CA 92075,930 VIA MIL CUMBRES #216  SOLANA BEACH CA 92075,930 VIA MIL CUMBRES #216  SOLANA BEACH CA 92075,JOSHUA WILLIFORD,930 VIA MIL CUMBRES #216 SOLANA BEACH CA 92075,ACTIVE,Census,-118.34401000000001,34.101597
364,201007810076,ACTING SPOT LLC,7080 HOLLYWOOD BLVD. STE. 100  LOS ANGELES CA 90028,7080 HOLLYWOOD BLVD. STE. 100  LOS ANGELES CA 90028,7080 HOLLYWOOD BLVD. STE. 100  LOS ANGELES CA 90028,NELSON PAREDEZ,6230 WILSHIRE BLVD  #189 LOS ANGELES CA 90048,CANCELED,Census,-121.78147,37.312233
364,200714910033,AD SPOT NETWORK LLC,,3211 ADELANTO LANE  SAN JOSE CA 95135,3211 ADELANTO LANE  SAN JOSE CA 95135,SAM TRINH,1590 OAKLAND RD #B-100 SAN JOSE CA 95131,CANCELED,Census,-117.24018000000001,34.51933
364,201330810222,ADS ON THE SPOT LLC,PO BOX 2122  MONROVIA CA 91017,14730 GENESEE RD  APPLE VALLEY CA 92307,14730 GENESEE RD  APPLE VALLEY CA 92307,ABRAHAM GRAIR,720 FOOTHILL BLVD APT #6 MONROVIA CA 91017,CANCELED,Census,-122.23988,37.76422
364,201106110483,"ALAMEDA'S SEE SPOT RUN, LLC",3216 GARFIELD AVE  ALAMEDA CA 94501,2510 SANTA CLARA AVE  ALAMEDA CA 94501,2510 SANTA CLARA AVE  ALAMEDA CA 94501,,,ACTIVE,Google,-118.37072959999999,34.149209899999995
364,201804510331,"ALEXIS MARKS THE SPOT VACATIONS, LLC",4335 VINELAND AVE. APT 112  STUDIO CITY CA 91602,4335 VINELAND AVE. APT 112  STUDIO CITY CA 91602,4335 VINELAND AVE. APT 112  STUDIO CITY CA 91602,,,ACTIVE,Census,-75.30103000000001,40.012943
365,C0410696,"THE TINDER BOX INTERNATIONAL, LTD.",391 W. LANCASTER AVE  HAVERFORD PA 19041,391 W. LANCASTER AVE  HAVERFORD PA 19041,391 W. LANCASTER AVE  HAVERFORD PA 19041,,,ACTIVE,Census,-75.22874499999999,40.00016
365,200229010120,"TINDER BOX WHOLESALE, LLC",,3 BALA PLAZA EAST STE 102  BALALYNWYD PA 19004,3 BALA PLAZA EAST STE 102  BALALYNWYD PA 19004,**AGT RESIGNED EFF. 7/23/07**,* ,FTB FORFEITED,Census,-123.00073,38.501984
368,201706610521,"BOB'S ONE STOP SHOP, LLC",16430 MAIN ST  GUERNEVILLE CA 95446,16430 MAIN ST  GUERNEVILLE CA 95446,16430 MAIN ST  GUERNEVILLE CA 95446,VINCENT SOTO,16430 MAIN ST GUERNEVILLE CA 95446,ACTIVE,Google,-71.47764579999998,41.9903803
1932,C2543240,"CVS PHARMACY, INC.","ONE CVS DRIVE, LEGAL DEPT.  WOONSOCKET RI 02895",ONE CVS DRIVE  WOONSOCKET RI 02895,ONE CVS DRIVE  WOONSOCKET RI 02895,,,ACTIVE,Google,-71.47764579999998,41.9903803
1932,200522210067,"CALIFORNIA CVS PHARMACY, L.L.C.",,ONE CVS DR  WOONSOCKET RI 02895,ONE CVS DR  WOONSOCKET RI 02895,,,MERGED OUT,Census,-118.284966,34.16758
1954,C2830626,WHITE CROSS PHARMACY INC.,1412 W. GLENOAKS BLVD #E  GLENDALE CA 91201,,1412 W. GLENOAKS BLVD #E  GLENDALE CA 91201,MART ROTH,1412 W. GLENOAKS BLVD. #E GLENDALE CA 91201,SOS/FTB SUSPENDED,Google,-84.389488,33.791638
1954,C0533996,"WHITE CROSS PHARMACY, INC.",42851 15TH ST WEST RM #2  LANCASTER CA 93534,,42851 15TH ST WEST RM #2  LANCASTER CA 93534,,,FTB SUSPENDED,Google,-116.50985990000001,33.8174981
1962,C4063688,"PALM LIQUOR & DELI, INC.",44345 MARIGOLD LN  LA QUINTA CA 92253,440 S EL CIELO RD B1 & B2  PALM SPRINGS CA 92262,440 S EL CIELO RD B1 & B2  PALM SPRINGS CA 92262,ABDULMASSIH DOURGHALLI,44345 MARIGOLD LN LA QUINTA CA 92253,ACTIVE,Census,-121.886375,37.433807
1966,C3112206,FIESTA MARKET CORP.,110 DEMPSEY ROAD  MILPITAS CA 95035,110 DEMPSEY ROAD  MILPITAS CA 95035,110 DEMPSEY ROAD  MILPITAS CA 95035,MAYELA DOMINGUEZ,110 DEMPSEY ROAD MILPITAS CA 95035,FTB SUSPENDED,Google,-118.14127040000001,34.1534837
1966,C1031491,"FIESTA MARKET, INC.",452 N LOS ROBLES  PASADENA CA 91101,452 N LOS ROBLES  PASADENA CA 91101,452 N LOS ROBLES  PASADENA CA 91101,DENNIS M WILKIN,452 N LOS ROBLES PASADENA CA 91101,SOS/FTB SUSPENDED,Google,-121.3721693,38.49607329999999
1966,C4131941,"FIESTA MEAT MARKET, INC.",6746 ELK GROVE-FLORIN RD  ELK GROVE CA 95624,6746 ELK GROVE-FLORIN RD  ELK GROVE CA 95624,6746 ELK GROVE-FLORIN RD  ELK GROVE CA 95624,MAYRA S CUEVAS,504 E DR MLK JR BLVD STOCKTON CA 92506,ACTIVE,Census,-117.167946,33.14499
1966,C3072938,"LA FIESTA GRANDE MARKET, INC.",343 RICHMAR AVE  SAN MARCOS CA 92069,343 RICHMAR AVE  SAN MARCOS CA 92069,343 RICHMAR AVE  SAN MARCOS CA 92069,ROBERT Y MARCOS,343 RICHMAR AVE SAN MARCOS CA 92069,DISSOLVED,Not Geocoded,,
1966,C3952347,LA FIESTA MARKET INC.,307 S. MADERA AVE  KERMAN CA 93630,307 S. MADERA AVE  KERMAN CA 93630,307 S. MADERA AVE  KERMAN CA 93630,AMER NACKOUD,24301 1/2 MAIN ST NEWHALL CA 91321,ACTIVE,Census,-118.35236,33.895317
1966,C2442834,LA FIESTA MEAT MARKET,15020 S HAWTHORNE BLVD STE H  LAWNDALE CA 90260,15020 S HAWTHORNE BLVD STE H  LAWNDALE CA 90260,15020 S HAWTHORNE BLVD STE H  LAWNDALE CA 90260,MARTIN RAMIREZ-TROCHE,4060 W 134TH ST HAWTHORNE CA 90250,FTB SUSPENDED,Census,-118.35236,33.895317
1966,C3231140,LA FIESTA MEAT MARKET INC.,15020 HAWTHORNE BLVD STE H  LAWNDALE CA 90260,15020 HAWTHORNE BLVD STE H  LAWNDALE CA 90260,15020 HAWTHORNE BLVD STE H  LAWNDALE CA 90260,MARTIN RAMIREZ TROCHE,15020 HAWTHORNE BLVD STE H LAWNDALE CA 90260,SOS SUSPENDED,Google,-121.9613716,38.0343284
1966,C3842377,"LA FIESTA MEXICANA MARKET, INC",620 PORT CHICAGO HWY  BAY POINT CA 94565,620 PORT CHICAGO HWY  BAY POINT CA 94565,620 PORT CHICAGO HWY  BAY POINT CA 94565,ADAM BLAIR CORREN,"5345 N. EL DORADO ST, SUITE 7 STOCKTON CA 95207",ACTIVE,Census,-119.28995,34.30446
1966,C3010356,"MI FIESTA MARKET IV, INC.",291 ARAPAHO STREET  VENTURA CA 93001,291 ARAPAHO STREET  VENTURA CA 93001,291 ARAPAHO STREET  VENTURA CA 93001,ELIAN HANNA,291 ARAPAHO STREET VENTURA CA 93001,DISSOLVED,Census,-119.66773,34.42279
1966,C4114865,"MI FIESTA MARKET, INC.",410 S SALINAS ST  SANTA BARBARA CA 93103,410 S SALINAS ST  SANTA BARBARA CA 93103,410 S SALINAS ST  SANTA BARBARA CA 93103,ELIAN HANNA,410 S SALINAS ST SANTA BARBARA CA 93103,ACTIVE,Google,-117.74498829999999,33.8666386
1966,199600500003,"FIESTA MEXICANA MARKET, L.P.",8141 E KAISER BLVD STE 203  ANAHEIM HILLS CA 92808,8141 E KAISER BLVD STE 203  ANAHEIM HILLS CA 92808,8141 E KAISER BLVD STE 203  ANAHEIM HILLS CA 92808,ANGEL BEN BEQUER,1950 S. STERLING AVENUE ONTARIO CA 91761-7636,CANCELED,Google,-122.9151517,39.0448292
1966,200611000001,"LA FIESTA MARKET ""L.P.""",,430 S. MAIN ST.  LAKEPORT CA 95453,430 S. MAIN ST.  LAKEPORT CA 95453,MANUEL GARCIA,38 BRANNAN ST APT. #105 CALISTOGA CA 94515,ACTIVE,Census,-76.916,40.258434
1970,C2367993,RITE AID CORPORATION,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE,Census,-76.916,40.258434
1970,C2349501,RITE AID HDQTRS. CORP.,PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE,Census,-76.916,40.258434
1970,C0490237,RITE AID LEASE MANAGEMENT COMPANY,PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE,Census,-76.916,40.258434
