address,block,countyfp,id,lat,lon,match,matchtype,parsed,side,statefp,tigerlineid,tract,matchsource,Coordinates,On Tribe Land,Assoc Tribe,Assoc Res
"501 W Highland Ave, Ponca City, OK, 74601",,,161810.0,36.7100237,-97.0894721,True,ROOFTOP,,,,,,Google,POINT (-97.08947209999999 36.7100237),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"Hwy 550 & Hwy 537, Cuba, NM, 87013",,,7350689.0,36.146426700000006,-107.2641162,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-107.2641162 36.14642670000001),True,Jicarilla Apache Nation,Jicarilla Apache Nation Reservation
"1405 Cochiti Hwy, Cochiti Lake, NM, 87083",2386.0,43.0,1735703.0,35.647957,-106.33196,True,Exact,"1405 COCHITI HWY, COCHITI LAKE, NM, 87083",R,35.0,194031904.0,11000.0,Census,POINT (-106.33196 35.647957),True,Cochiti,Pueblo de Cochiti
"106 S Broadway St, Carnegie, OK, 73015",3047.0,15.0,7552249.0,35.108948,-98.604866,True,Non_Exact,"106 BROADWAY, CARNEGIE, OK, 73015",L,40.0,618003217.0,161800.0,Census,POINT (-98.604866 35.108948),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"1628 N Riverside Dr, Espanola, NM, 87532",3087.0,39.0,7256778.0,35.98808,-106.060875,True,Non_Exact,"1628 N RIVERSIDE DR, ESPANOLA, NM, 87532",L,35.0,143273856.0,940700.0,Census,POINT (-106.060875 35.98808),True,Santa Clara,Santa Clara Pueblo
"302 N 4th St, Pender, NE, 68047",3087.0,173.0,1630490.0,42.1118,-96.70711,True,Exact,"302 4TH ST, PENDER, NE, 68047",L,31.0,193833767.0,940100.0,Census,POINT (-96.70711 42.1118),True,Omaha,Omaha Reservation
"777 Casino Pkwy, Murphy, NC, 28906",,,7584951.0,35.114925799999995,-83.992439,True,ROOFTOP,,,,,,Google,POINT (-83.992439 35.11492579999999),True,Eastern Cherokee,Eastern Cherokee Reservation
"3978 72nd Nw Ave, Parshall, ND, 58770",,,1521900.0,47.9775886,-102.128765,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-102.128765 47.9775886),True,Fort Berthold,Fort Berthold Reservation
"935 State Route 37, Hogansburg, NY, 13655",2010.0,33.0,1793676.0,44.966606,-74.63266,True,Exact,"935 STATE RTE 37, HOGANSBURG, NY, 13655",L,36.0,640443225.0,940000.0,Census,POINT (-74.63266 44.966606),True,St. Regis Mohawk,St. Regis Mohawk Reservation
"3001 N 14th St, Ponca City, OK, 74601",,,7611128.0,36.738879,-97.066686,True,ROOFTOP,,,,,,Google,POINT (-97.066686 36.738879),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"509 S Riverside Dr, Espanola, NM, 87532",3087.0,39.0,695166.0,35.98797000000001,-106.06263,True,Exact,"509 RIVERSIDE DR, ESPANOLA, NM, 87532",R,35.0,640410007.0,940700.0,Census,POINT (-106.06263 35.98797000000001),True,Santa Clara,Santa Clara Pueblo
"18 State Route 37, Hogansburg, NY, 13655",,,3479958.0,44.979112,-74.7227198,True,ROOFTOP,,,,,,Google,POINT (-74.72271979999999 44.979112),True,St. Regis Mohawk,St. Regis Mohawk Reservation
"317 Whitney St, Pender, NE, 68047",3085.0,173.0,695547.0,42.11203,-96.70647,True,Exact,"317 WHITNEY ST, PENDER, NE, 68047",L,31.0,193833760.0,940100.0,Census,POINT (-96.70647 42.11203),True,Omaha,Omaha Reservation
"2500 Lakeview Dr, Reno, NV, 89510",1122.0,31.0,1515837.0,39.954018,-119.60431,True,Non_Exact,"2500 N LAKEVIEW DR, RENO, NV, 89510",R,32.0,619808185.0,940200.0,Census,POINT (-119.60431 39.954018),True,Pyramid Lake Paiute,Pyramid Lake Paiute Reservation
"12623 Versailles Plank Rd, Lawtons, NY, 14091",2001.0,29.0,7392448.0,42.544067,-78.97839,True,Exact,"12623 VERSAILLES PLANK RD, LAWTONS, NY, 14091",R,36.0,48279027.0,940000.0,Census,POINT (-78.97839 42.544067),True,Cattaraugus,Cattaraugus Reservation
"719 Seven Clans Ln, Cherokee, NC, 28719",,,628959.0,35.4668358,-83.3213187,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-83.32131870000001 35.4668358),True,Eastern Cherokee,Eastern Cherokee Reservation
"12795 Route 438, Irving, NY, 14081",1020.0,29.0,1615699.0,42.538857,-79.00035,True,Non_Exact,"12795 STATE RTE 438, IRVING, NY, 14081",R,36.0,638553537.0,940000.0,Census,POINT (-79.00035 42.538857),True,Cattaraugus,Cattaraugus Reservation
"401 NE 1st St, Anadarko, OK, 73005",5010.0,15.0,172339.0,35.078403,-98.24367,True,Non_Exact,"401 NE 1ST ST, ANADARKO, OK, 73005",R,40.0,92465122.0,162100.0,Census,POINT (-98.24366999999999 35.078403),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"1660 Roy Ave NE, Albuquerque, NM, 87113",,,684651.0,35.2042513,-106.5812073,True,ROOFTOP,,,,,,Google,POINT (-106.5812073 35.2042513),True,Sandia,Sandia Pueblo
"5017 Route 417, Allegany, NY, 14706",1072.0,9.0,1469609.0,42.09438,-78.590645,True,Non_Exact,"5017 STATE RTE 417, ALLEGANY, NY, 14706",R,36.0,122063498.0,940300.0,Census,POINT (-78.59064499999999 42.09438),True,Allegany,Allegany Reservation
"1587 W Rogers Blvd, Skiatook, OK, 74070",1017.0,113.0,7294014.0,36.36855,-96.022194,True,Non_Exact,"1587 W ROGERS BLVD, SKIATOOK, OK, 74070",R,40.0,640207209.0,940010.0,Census,POINT (-96.022194 36.36855),True,Osage,Osage Reservation
"63459 Us Highway 93, Ronan, MT, 59864",2007.0,47.0,7247801.0,47.535614,-114.09938,True,Non_Exact,"63459 US HWY 93, RONAN, MT, 59864",L,30.0,639854706.0,940500.0,Census,POINT (-114.09938 47.535614),True,Flathead,Flathead Reservation
"1247 N Osage Dr, Tulsa, OK, 74106",2049.0,113.0,653918.0,36.17279,-96.00191,True,Non_Exact,"1247 N OSAGE DR, TULSA, OK, 74106",R,40.0,82333597.0,940006.0,Census,POINT (-96.00191 36.17279),True,Osage,Osage Reservation
"3160 Big Cove Rd, Cherokee, NC, 28719",,,1650451.0,35.5209977,-83.2811623,True,ROOFTOP,,,,,,Google,POINT (-83.28116230000001 35.5209977),True,Eastern Cherokee,Eastern Cherokee Reservation
"15179 State Highway 9, Anadarko, OK, 73005",,,7588439.0,35.045441,-98.3320144,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-98.33201440000001 35.045441),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"837 Bloomingdale Rd, Basom, NY, 14013",1011.0,37.0,1497564.0,43.060383,-78.41995,True,Exact,"837 BLOOMINGDALE RD, BASOM, NY, 14013",R,36.0,48146019.0,940100.0,Census,POINT (-78.41995 43.060383),True,Tonawanda,Tonawanda Reservation
"555 Wildwood Ave, Salamanca, NY, 14779",3014.0,9.0,324493.0,42.158104,-78.69658000000003,True,Exact,"555 WILDWOOD AVE, SALAMANCA, NY, 14779",L,36.0,122025303.0,940300.0,Census,POINT (-78.69658000000003 42.158104),True,Allegany,Allegany Reservation
"1712 Route 219, Limestone, NY, 14753",1049.0,9.0,1816695.0,42.076084,-78.636314,True,Non_Exact,"1712 US HWY 219, LIMESTONE, NY, 14753",R,36.0,638281710.0,940300.0,Census,POINT (-78.636314 42.076084),True,Allegany,Allegany Reservation
"1100 S Camino Del Pueblo, Bernalillo, NM, 87004",,,1820717.0,35.29978079999999,-106.5510129,True,ROOFTOP,,,,,,Google,POINT (-106.5510129 35.29978079999999),True,Sandia,Sandia Pueblo
"36625 Highway 270, Wewoka, OK, 74884",3073.0,133.0,1522175.0,35.121323,-96.47869,True,Non_Exact,"36625 US HWY 270, WEWOKA, OK, 74884",R,40.0,107253827.0,583600.0,Census,POINT (-96.47869 35.121323),True,Creek/Seminole,Creek/Seminole joint-use OTSA
"1101 John Dahl Ave, Pawhuska, OK, 74056",,,7568652.0,36.66859270000001,-96.3144738,True,ROOFTOP,,,,,,Google,POINT (-96.3144738 36.66859270000001),True,Osage,Osage Reservation
"1840 N Main St, Miami, OK, 74354",2045.0,115.0,399077.0,36.89591,-94.87749,True,Non_Exact,"1840 N MAIN ST, MIAMI, OK, 74354",R,40.0,636569950.0,574300.0,Census,POINT (-94.87748999999999 36.89591),True,Miami/Peoria,Miami/Peoria joint-use OTSA
"3305 N 14th St, Ponca City, OK, 74601",,,1431689.0,36.7431695,-97.0669027,True,ROOFTOP,,,,,,Google,POINT (-97.0669027 36.7431695),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"3150 E Highway 60, Ponca City, OK, 74604",1016.0,113.0,290225.0,36.691868,-97.048454,True,Non_Exact,"3150 OLD HWY 60, PONCA CITY, OK, 74604",R,40.0,82323985.0,940003.0,Census,POINT (-97.04845400000001 36.691868),True,Osage,Osage Reservation
"444 N Riverside Dr, Espanola, NM, 87532",,,324329.0,35.99614620000001,-106.064912,True,ROOFTOP,,,,,,Google,POINT (-106.064912 35.99614620000001),True,Santa Clara,Santa Clara Pueblo
"704 Broad St, Salamanca, NY, 14779",6007.0,9.0,2226366.0,42.159267,-78.74195,True,Exact,"704 BROAD ST, SALAMANCA, NY, 14779",R,36.0,122025276.0,940300.0,Census,POINT (-78.74195 42.159267),True,Allegany,Allegany Reservation
"101 4th Ave NW, Mandaree, ND, 58757",,,2194338.0,47.7413217,-102.6684775,True,ROOFTOP,,,,,,Google,POINT (-102.6684775 47.7413217),True,Fort Berthold,Fort Berthold Reservation
"241 Main St, New Town, ND, 58763",1035.0,61.0,1625411.0,47.97929,-102.4908,True,Exact,"241 MAIN ST, NEW TOWN, ND, 58763",R,38.0,200610547.0,940400.0,Census,POINT (-102.4908 47.97929),True,Fort Berthold,Fort Berthold Reservation
"10 Goodrich Blvd, Miami, OK, 74354",1147.0,115.0,208498.0,36.888702,-94.87774,True,Exact,"10 GOODRICH BLVD, MIAMI, OK, 74354",R,40.0,635999387.0,574300.0,Census,POINT (-94.87774 36.888702),True,Miami/Peoria,Miami/Peoria joint-use OTSA
"840 R C Hoag Dr, Salamanca, NY, 14779",,,7418182.0,42.1586013,-78.7486986,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-78.7486986 42.1586013),True,Allegany,Allegany Reservation
"62945 Us Highway 93, Ronan, MT, 59864",2007.0,47.0,1529490.0,47.53595,-114.09976,True,Non_Exact,"62945 US HWY 93, RONAN, MT, 59864",L,30.0,639854706.0,940500.0,Census,POINT (-114.09976 47.53595),True,Flathead,Flathead Reservation
"1205 Seven Clans Ln, Cherokee, NC, 28719",,,1431888.0,35.46641210000001,-83.3216255,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-83.3216255 35.46641210000001),True,Eastern Cherokee,Eastern Cherokee Reservation
"2306 N Riverside Dr, Espanola, NM, 87532",,,1440106.0,36.0267883,-106.0634668,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-106.0634668 36.0267883),True,Ohkay Owingeh,Ohkay Owingeh
"101 S Shawnee Ave, Cromwell, OK, 74837",1127.0,133.0,473688.0,35.3404,-96.45904,True,Exact,"101 SHAWNEE AVE, CROMWELL, OK, 74837",L,40.0,607528458.0,583100.0,Census,POINT (-96.45904 35.3404),True,Creek/Seminole,Creek/Seminole joint-use OTSA
"425 S 14th St, Ponca City, OK, 74601",,,473657.0,36.69903660000001,-97.0670288,True,ROOFTOP,,,,,,Google,POINT (-97.0670288 36.69903660000001),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"806 W Petree Rd, Anadarko, OK, 73005",3022.0,15.0,1441887.0,35.05788,-98.22496,True,Non_Exact,"806 E PETREE RD, ANADARKO, OK, 73005",R,40.0,92464665.0,162100.0,Census,POINT (-98.22496 35.05788),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"106 S Cosden Ave, Shidler, OK, 74652",1373.0,113.0,1806132.0,36.78222,-96.661194,True,Exact,"106 COSDEN AVE, SHIDLER, OK, 74652",R,40.0,82309952.0,940011.0,Census,POINT (-96.66119399999999 36.78222),True,Osage,Osage Reservation
"12301 Crosstimers Dr, Sperry, OK, 74073",,,3886889.0,36.33295089999999,-96.1004855,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-96.1004855 36.33295089999999),True,Osage,Osage Reservation
"200 E Highland Ave, Ponca City, OK, 74601",,,647203.0,36.7095065,-97.0819611,True,ROOFTOP,,,,,,Google,POINT (-97.0819611 36.7095065),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"1699 Paint Town Rd, Cherokee, NC, 28719",,,2169583.0,35.4675831,-83.27980240000002,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-83.27980240000002 35.4675831),True,Eastern Cherokee,Eastern Cherokee Reservation
"1750 Silver Eagle, Elko, NV, 89801",4007.0,7.0,1615667.0,40.847847,-115.76607,True,Non_Exact,"1750 SILVER EAGLE RD, ELKO, NV, 89801",L,32.0,642819595.0,950702.0,Census,POINT (-115.76607 40.847847),True,Elko,Elko Colony
"50667 Us Highway 93, Polson, MT, 59860",3000.0,47.0,162231.0,47.693104,-114.13083,True,Non_Exact,"50667 US HWY 93, POLSON, MT, 59860",L,30.0,206888530.0,940301.0,Census,POINT (-114.13083 47.693104),True,Flathead,Flathead Reservation
"1006 S Mission St, Anadarko, OK, 73005",1032.0,15.0,1937618.0,35.066517,-98.25142,True,Non_Exact,"1006 S MISSION ST, ANADARKO, OK, 73005",L,40.0,92440357.0,162100.0,Census,POINT (-98.25142 35.066517),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"1340 Tsali Blvd, Cherokee, NC, 28719",,,1731897.0,35.49579960000001,-83.3128707,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-83.3128707 35.49579960000001),True,Eastern Cherokee,Eastern Cherokee Reservation
"1607 Acquoni Rd, Cherokee, NC, 28719",2046.0,173.0,1731899.0,35.49356500000001,-83.31081,True,Exact,"1607 ACQUONI RD, CHEROKEE, NC, 28719",L,37.0,36132672.0,940100.0,Census,POINT (-83.31081 35.49356500000001),True,Eastern Cherokee,Eastern Cherokee Reservation
"100 S Cosden Ave, Shidler, OK, 74652",1373.0,113.0,449994.0,36.782024,-96.661194,True,Exact,"100 COSDEN AVE, SHIDLER, OK, 74652",R,40.0,82309952.0,940011.0,Census,POINT (-96.66119399999999 36.782024),True,Osage,Osage Reservation
"2208 N Riverside Dr, Espanola, NM, 87532",5051.0,39.0,1766994.0,36.02592999999999,-106.06388,True,Non_Exact,"2208 N RIVERSIDE DR, ESPANOLA, NM, 87532",L,35.0,143201804.0,944100.0,Census,POINT (-106.06388 36.02592999999999),True,Ohkay Owingeh,Ohkay Owingeh
"53148 Highway 12, Niobrara, NE, 68760",,,1756702.0,42.7330984,-97.8821002,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-97.8821002 42.7330984),True,Santee,Santee Reservation
"191 Center St, Salamanca, NY, 14779",4028.0,9.0,1468075.0,42.1627,-78.743935,True,Exact,"191 CENTER ST, SALAMANCA, NY, 14779",L,36.0,122062965.0,940300.0,Census,POINT (-78.74393499999999 42.1627),True,Allegany,Allegany Reservation
"701 S 4th St, Pender, NE, 68047",,,936985.0,42.1067438,-96.7079705,True,ROOFTOP,,,,,,Google,POINT (-96.7079705 42.1067438),True,Omaha,Omaha Reservation
"201 W Hartford Ave, Ponca City, OK, 74601",,,166249.0,36.7246373,-97.085794,True,ROOFTOP,,,,,,Google,POINT (-97.08579400000001 36.7246373),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"Hwy 64 & Foothill St, Dulce, NM, 87528",,,7049503.0,36.9342033,-106.99115829999998,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-106.9911583 36.9342033),True,Jicarilla Apache Nation,Jicarilla Apache Nation Reservation
"10705 Highway 23, New Town, ND, 58763",,,7365659.0,47.9759138,-102.7352236,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-102.7352236 47.9759138),True,Fort Berthold,Fort Berthold Reservation
"305 E 4th St, Carnegie, OK, 73015",2201.0,15.0,96710.0,35.10181,-98.598366,True,Non_Exact,"305 E 4TH ST, CARNEGIE, OK, 73015",R,40.0,640168621.0,161800.0,Census,POINT (-98.598366 35.10181),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"19698 Hwy 84 285, Espanola, NM, 87532",,,1613857.0,35.99057600000001,-106.079813,True,ROOFTOP,,,,,,Google,POINT (-106.079813 35.99057600000001),True,Santa Clara,Santa Clara Pueblo
"7908 Highway 1806, Cannon Ball, ND, 58528",,,526117.0,46.386071,-100.629774,True,ROOFTOP,,,,,,Google,POINT (-100.629774 46.386071),True,Standing Rock,Standing Rock Reservation
"202 Frontage Rd, New Town, ND, 58763",,,695907.0,47.97969970000001,-102.5738236,True,ROOFTOP,,,,,,Google,POINT (-102.5738236 47.97969970000001),True,Fort Berthold,Fort Berthold Reservation
"400 E South Ave, Ponca City, OK, 74601",1022.0,71.0,1439952.0,36.69523,-97.08016,True,Non_Exact,"400 E SOUTH AVE, PONCA CITY, OK, 74601",L,40.0,115893466.0,400.0,Census,POINT (-97.08016000000001 36.69523),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"1501 Hwy 395 S, Gardnerville, NV, 89410",,,854666.0,38.7351013,-119.5576176,True,ROOFTOP,,,,,,Google,POINT (-119.5576176 38.7351013),True,Washoe Ranches,Washoe Ranches Trust Land
"881 Broad St, Salamanca, NY, 14779",6024.0,9.0,1446024.0,42.158855,-78.74644,True,Exact,"881 BROAD ST, SALAMANCA, NY, 14779",R,36.0,122025278.0,940300.0,Census,POINT (-78.74644000000001 42.158855),True,Allegany,Allegany Reservation
"9733 Shell Creek Rd, Sand Springs, OK, 74063",,,978185.0,36.194961,-96.1006291,True,ROOFTOP,,,,,,Google,POINT (-96.10062910000001 36.194961),True,Osage,Osage Reservation
"I 25 Exit 259 St Rte 22, Santo Domingo Pueblo, NM, 87052",,,1832212.0,35.4731996,-106.3073452,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-106.3073452 35.4731996),True,Santo Domingo,Santo Domingo Pueblo
"2309 Lake Rd, Ponca City, OK, 74604",2007.0,71.0,644582.0,36.709473,-97.05981,True,Exact,"2309 LAKE RD, PONCA CITY, OK, 74604",L,40.0,115892874.0,300.0,Census,POINT (-97.05981 36.709473),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"1820 E Main St, Pawhuska, OK, 74056",,,2050219.0,36.667397,-96.3165014,True,ROOFTOP,,,,,,Google,POINT (-96.31650140000001 36.667397),True,Osage,Osage Reservation
"4 Del Sol Ln, Hernandez, NM, 87537",,,7272704.0,36.0490695,-106.1124838,True,ROOFTOP,,,,,,Google,POINT (-106.1124838 36.0490695),True,Ohkay Owingeh,Ohkay Owingeh
"2337 W Edison St, Tulsa, OK, 74127",1052.0,113.0,1857488.0,36.161274,-96.018776,True,Non_Exact,"2337 W EDISON ST, TULSA, OK, 74127",R,40.0,82444237.0,940006.0,Census,POINT (-96.018776 36.161274),True,Osage,Osage Reservation
"125 Maple Rd, Odanah, WI, 54861",,,1552999.0,46.5917311,-90.6455577,True,ROOFTOP,,,,,,Google,POINT (-90.6455577 46.5917311),True,Bad River,Bad River Reservation
"907 W Sd Highway 46, Wagner, SD, 57380",,,3558595.0,43.08135220000001,-98.2774595,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-98.27745950000001 43.08135220000001),True,Yankton,Yankton Reservation
"18480 Suquamish Way NE, Suquamish, WA, 98392",2003.0,35.0,251752.0,47.729004,-122.55888,True,Exact,"18480 SUQUAMISH WAY NE, SUQUAMISH, WA, 98392",R,53.0,187636620.0,940100.0,Census,POINT (-122.55888 47.729004),True,Port Madison,Port Madison Reservation
"490 Ocean Dr, La Push, WA, 98350",2052.0,9.0,1436660.0,47.904716,-124.630066,True,Exact,"490 OCEAN DR, LA PUSH, WA, 98350",L,53.0,150842872.0,400.0,Census,POINT (-124.630066 47.904716),True,Quileute,Quileute Reservation
"9175 Shore Dr NE, Indianola, WA, 98342",,,1435567.0,47.74747429999999,-122.5259614,True,ROOFTOP,,,,,,Google,POINT (-122.5259614 47.74747429999999),True,Port Madison,Port Madison Reservation
"601 Hwy 23 E, New Town, ND, 58763",,,4010278.0,47.9802039,-102.4832768,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-102.4832768 47.9802039),True,Fort Berthold,Fort Berthold Reservation
"2628 Bia 27, Porcupine, SD, 57772",,,1536299.0,43.389915,-102.399223,True,GEOMETRIC_CENTER,,,,,,Google,POINT (-102.399223 43.389915),True,Pine Ridge,Pine Ridge Reservation
"515 Buffalo Trl, Winnebago, NE, 68071",,,1826301.0,42.2435195,-96.4717412,True,ROOFTOP,,,,,,Google,POINT (-96.4717412 42.2435195),True,Winnebago,Winnebago Reservation
"12978 Highway 12, Orofino, ID, 83544",7005.0,35.0,7570643.0,46.49926,-116.31871,True,Non_Exact,"12978 US HWY 12, OROFINO, ID, 83544",L,16.0,640198809.0,940000.0,Census,POINT (-116.31871 46.49926),True,Nez Perce,Nez Perce Reservation
"413 W Sd Highway 46, Wagner, SD, 57380",1006.0,23.0,1976407.0,43.081646,-98.29824,True,Exact,"413 STATE HWY 46, WAGNER, SD, 57380",L,46.0,174525759.0,940300.0,Census,POINT (-98.29824000000001 43.081646),True,Yankton,Yankton Reservation
"401 E 15th St, Horton, KS, 66439",,,3846691.0,39.6669424,-95.5223218,True,ROOFTOP,,,,,,Google,POINT (-95.5223218 39.6669424),True,Kickapoo (KS),Kickapoo (KS) Reservation
"101 Hwy 47, Fort Thompson, SD, 57339",,,7339530.0,44.0706474,-99.4378791,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-99.4378791 44.0706474),True,Crow Creek,Crow Creek Reservation
"106 W Central Blvd, Anadarko, OK, 73005",5069.0,15.0,867443.0,35.07242,-98.24352,True,Non_Exact,"106 E CENTRAL BLVD, ANADARKO, OK, 73005",R,40.0,92474476.0,162100.0,Census,POINT (-98.24352 35.07242),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"42 Old River Rd, Ponca City, OK, 74604",,,7094041.0,36.6799239,-97.0500296,True,ROOFTOP,,,,,,Google,POINT (-97.0500296 36.6799239),True,Osage,Osage Reservation
"524 W Highway 46, Wagner, SD, 57380",3017.0,23.0,1873947.0,43.081673,-98.30137,True,Non_Exact,"524 W HWY 46, WAGNER, SD, 57380",R,46.0,639605459.0,940300.0,Census,POINT (-98.30137000000001 43.081673),True,Yankton,Yankton Reservation
"716 W Petree Rd, Anadarko, OK, 73005",,,7456733.0,35.0578961,-98.244709,True,ROOFTOP,,,,,,Google,POINT (-98.244709 35.0578961),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"15915 State Highway 305 NE, Poulsbo, WA, 98370",,,685858.0,47.7115149,-122.5791116,True,ROOFTOP,,,,,,Google,POINT (-122.5791116 47.7115149),True,Port Madison,Port Madison Reservation
"49976 Harrison St, Coachella, CA, 92236",2046.0,65.0,771714.0,33.68569,-116.1815,True,Exact,"49976 HARRISON ST, COACHELLA, CA, 92236",L,6.0,640967730.0,940400.0,Census,POINT (-116.1815 33.68569),True,Cabazon,Cabazon Reservation
"22885 Sd Hwy 44, Wanblee, SD, 57577",,,905480.0,43.5777092,-101.6554191,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-101.6554191 43.5777092),True,Pine Ridge,Pine Ridge Reservation
"101 N Main St, Kyle, SD, 57752",,,564281.0,43.424833,-102.175301,True,ROOFTOP,,,,,,Google,POINT (-102.175301 43.424833),True,Pine Ridge,Pine Ridge Reservation
"100 N Main St, Porcupine, SD, 57772",,,564289.0,43.2397811,-102.3303679,True,RANGE_INTERPOLATED,,,,,,Google,POINT (-102.3303679 43.2397811),True,Pine Ridge,Pine Ridge Reservation
"812 E Sd Highway 46, Wagner, SD, 57380",3023.0,23.0,2047417.0,43.08168,-98.30382,True,Exact,"812 STATE HWY 46, WAGNER, SD, 57380",R,46.0,639607997.0,940300.0,Census,POINT (-98.30382 43.08168),True,Yankton,Yankton Reservation
"745 N Riverside Dr Ste G, Espanola, NM, 87532",3087.0,39.0,1490826.0,35.988064,-106.06087,True,Non_Exact,"745 N RIVERSIDE DR, ESPANOLA, NM, 87532",R,35.0,143273856.0,940700.0,Census,POINT (-106.06087 35.988064),True,Santa Clara,Santa Clara Pueblo
"100 Hwy 46 W, Wagner, SD, 57380",,,682369.0,43.0819346,-98.2939362,True,ROOFTOP,,,,,,Google,POINT (-98.2939362 43.0819346),True,Yankton,Yankton Reservation
"301 Main St, Isabel, SD, 57633",,,651894.0,45.394354,-101.429479,True,ROOFTOP,,,,,,Google,POINT (-101.429479 45.394354),True,Cheyenne River,Cheyenne River Reservation
"8950 E Indian Bend Rd, Scottsdale, AZ, 85250",1000.0,13.0,7323580.0,33.53853,-111.866455,True,Non_Exact,"8950 E INDIAN BEND RD, SCOTTSDALE, AZ, 85250",L,4.0,128922518.0,941300.0,Census,POINT (-111.866455 33.53853),True,Salt River,Salt River Reservation
"931 Bayview Ave, Neah Bay, WA, 98357",,,2253619.0,48.3662173,-124.6168692,True,ROOFTOP,,,,,,Google,POINT (-124.6168692 48.3662173),True,Makah,Makah Indian Reservation
"801 W Grand Ave, Ponca City, OK, 74601",,,953370.0,36.7045346,-97.0936252,True,ROOFTOP,,,,,,Google,POINT (-97.09362520000001 36.7045346),True,Kaw/Ponca,Kaw/Ponca joint-use OTSA
"302 Hwy 249, Fort Thompson, SD, 57339",,,1832512.0,44.0711067,-99.4334149,True,ROOFTOP,,,,,,Google,POINT (-99.4334149 44.0711067),True,Crow Creek,Crow Creek Reservation
"100 Main St, Salamanca, NY, 14779",3025.0,9.0,393118.0,42.15917,-78.71472,True,Exact,"100 MAIN ST, SALAMANCA, NY, 14779",R,36.0,122062901.0,940300.0,Census,POINT (-78.71472 42.15917),True,Allegany,Allegany Reservation
"239 S Park Ave, Lake Andes, SD, 57356",,,7471529.0,43.15320850000001,-98.5297081,True,ROOFTOP,,,,,,Google,POINT (-98.52970809999999 43.15320850000001),True,Yankton,Yankton Reservation
"110 N Carnegie St, Carnegie, OK, 73015",,,1868723.0,35.10741779999999,-98.6038283,True,ROOFTOP,,,,,,Google,POINT (-98.6038283 35.10741779999999),True,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware,Kiowa-Comanche-Apache-Ft Sill Apache/Caddo-Wichita-Delaware joint-use OTSA
"1001 Goddard Ave, Ignacio, CO, 81137",,,7457259.0,37.10879620000001,-107.6336613,True,ROOFTOP,,,,,,Google,POINT (-107.6336613 37.10879620000001),True,Southern Ute,Southern Ute Reservation
