IMPAQ_ID,Filing Number,Entity Name,Entity Mailing Address,Entity Store Address,Entity Address,Agent Name,Agent Address,Operation Status
309,C4230553,"ALTADENA CHEVRON SERVICE CENTER, INC.",907 E ALTADENA DR  ALTADENA CA 91001,907 E ALTADENA DR  ALTADENA CA 91001,907 E ALTADENA DR  ALTADENA CA 91001,FAWZI FAKHOURY,5819 TEMPLE CITY BLVD TEMPLE CITY CA 91780,ACTIVE
309,C3433863,ALTURAS CHEVRON INC.,1080 N MAIN ST  ALTURAS CA 96101,1080 N MAIN ST  ALTURAS CA 96101,1080 N MAIN ST  ALTURAS CA 96101,MANPREET SINGH KAHLON,153 COLLEGE HILL WAY YUBA CITY CA 95993,ACTIVE
309,198432100004,"70TH STREET CHEVRON, A CALIFORNIA LIMITED PARTNERSHIP",,6992 EL CAJON BLVD.  SAN DIEGO CA 92115,6992 EL CAJON BLVD.  SAN DIEGO CA 92115,HILBERT MURILLO,6992 EL CAJON BLVD. SAN DIEGO CA 92115,ACTIVE
309,200214010053,"ADLY'S CHEVRON, LLC",,9030 NATIONAL BLVD  LOS ANGELES CA 90034,9030 NATIONAL BLVD  LOS ANGELES CA 90034,ADLY ABDELMALAK,9030 NATIONAL BLVD LOS ANGELES CA 90034,CANCELED
309,198422900099,"ADOBE FALLS CHEVRON SERVICE, A CALIFORNIA LIMITED PARTNERSHIP",,4525 WARING RD.  SAN DIEGO CA 92120,4525 WARING RD.  SAN DIEGO CA 92120,DENNIS LAMBERT SWANSON,2215 LINCOLN AVE. SAN DIEGO CA 92104,ACTIVE
309,198415600154,BOB RISNER CHEVRON,,2501 EAST LINCOLN  ANAHEIM CA 92800,2501 EAST LINCOLN  ANAHEIM CA 92800,KEITH VAN HOESEN,5992 WESTMINSTER AVENUE WESTMINSTER CA 92683,CANCELED
309,200807400009,CHESTER CHEVRON L.P.,,225 MAIN STREET  CHESTER CA 96020,225 MAIN STREET  CHESTER CA 96020,MAIN SINGH,16 E SIERRA STREET PORTOLA CA 96122,ACTIVE
309,199733510017,CHEVRON CHEMICAL COMPANY LLC,,575 MARKET STREET  SAN FRANCISCO CA 94105,575 MARKET STREET  SAN FRANCISCO CA 94105,H P WALKER,575 MARKET STREET SAN FRANCISCO  94105,CANCELED
309,198418200727,CHEVRON CONSTRUCTION CO,,"2120 WILSHIRE BLVD,. STE. 200  SANTA MONICA CA 90403","2120 WILSHIRE BLVD,. STE. 200  SANTA MONICA CA 90403",MARIO MORY,"2120 WILSHIRE BLVD., STE. 200 SANTA MONICA CA 90403",CANCELED
309,199931410061,CHEVRON EBUSINESS DEVELOPMENT COMPANY LLC,,6001 BOLILNGER CANYON ROAD  SAN RAMON CA 94583,6001 BOLILNGER CANYON ROAD  SAN RAMON CA 94583,THE PRENTICE-HALL CORPORATION SYSTEM INC,* ,CANCELED
309,200015200015,CHEVRON ENERGY SOLUTIONS L.P.,,575 MARKET ST  SAN FRANCISCO CA 94105,575 MARKET ST  SAN FRANCISCO CA 94105,,,CANCELED
309,199914010075,CHEVRON EUROPEAN HOLDINGS LLC,6001 BOLLINGER CANYON RD V2322A  SAN RAMON CA 94583,6001 BOLLINGER CANYON RD  SAN RAMON CA 94583,6001 BOLLINGER CANYON RD  SAN RAMON CA 94583,,,CANCELED
314,C3097535,"CONNOR CARDLOCK, INC.",P O BOX 376  HAPPY CAMP CA 96039,63708 HWY 96  HAPPY CAMP CA 96039,63708 HWY 96  HAPPY CAMP CA 96039,DARRIN W MERCIER,409 W CENTER ST YREKA CA 96097,ACTIVE
314,199711910038,"CONNOR CARDLOCK, LLC",,63708 HWY. 96  HAPPY CAMP CA 96039,63708 HWY. 96  HAPPY CAMP CA 96039,PAUL S. CONNOR,63708 HWY 96 HAPPY CAMP CA 96039,CANCELED
339,C3420874,EAGLE FEATHER TRADING POST #2 INC.,40103 HIGHWAY 33  KETTLEMAN CITY CA 93239,,40103 HIGHWAY 33  KETTLEMAN CITY CA 93239,FRED GRUND,780 YOWLUMNE AVE STE A PORTERVILLE CA 93257,DISSOLVED
340,C3420874,EAGLE FEATHER TRADING POST #2 INC.,40103 HIGHWAY 33  KETTLEMAN CITY CA 93239,,40103 HIGHWAY 33  KETTLEMAN CITY CA 93239,FRED GRUND,780 YOWLUMNE AVE STE A PORTERVILLE CA 93257,DISSOLVED
355,200826900014,CIGARETTE PALACE L.P.,,200 N 'G' STREET  PORTERVILLE CA 93257,200 N 'G' STREET  PORTERVILLE CA 93257,ANWER BALOCH,200 N 'G' STREET PORTERVILLE CA 93257,ACTIVE
356,C3243157,CIGARETTES 4 LESS INC.,6277 BALL RD.  CYPRESS CA 90630,6277 BALL RD.  CYPRESS CA 90630,6277 BALL RD.  CYPRESS CA 90630,SULAIMAN GHANAIMEH,"6277 BALL RD, CYPRESS CA 90630",DISSOLVED
356,C4217994,CIGARETTES FOR LESS,901 N CARPENTER RD STE 8  MODESTO CA 95351,901 N CARPENTER RD STE 8  MODESTO CA 95351,901 N CARPENTER RD STE 8  MODESTO CA 95351,GURMUKH SINGH KAHLON,901 N CARPENTER RD STE 8 MODESTO CA 95351,ACTIVE
356,C2016377,"CIGARETTES FOR LESS, INC.",9662 WINTER GARDEN BLVD STE A  LAKESIDE CA 92040,9662 WINTER GARDEN BLVD STE A  LAKESIDE CA 92040,9662 WINTER GARDEN BLVD STE A  LAKESIDE CA 92040,LOUIE HAMI,9662 WINTER GARDEN BLVD STE A LAKESIDE CA 92040,DISSOLVED
356,C3473297,DESERT CIGARETTES 4 LESS INC.,135 W POLK  COALINGA CA 93210,135 W POLK  COALINGA CA 93210,135 W POLK  COALINGA CA 93210,MAHER ABOU KHZAM,1366 DEERPARK DR #69 FULLERTON CA 92831,FTB SUSPENDED
356,200026210003,"S & K CIGARETTES 4 LESS, LLC",,2112 W WHITTIER BLVD STE 101  MONTEBELLO CA 90640,2112 W WHITTIER BLVD STE 101  MONTEBELLO CA 90640,KARAM TOUMA,2112 W WHITTIER BLVD STE 101 MONTEBELLO CA 90640,FTB SUSPENDED
360,C4026209,INTERNATIONAL LIQUORS & TOBACCO TRADING (ILTT) OF NORTH AMERICA,707 W 168TH STREET  GARDENA CA 90247,707 W 168TH STREET  GARDENA CA 90247,707 W 168TH STREET  GARDENA CA 90247,MARVIN BON,707 W 168TH STREET GARDENA CA 90247,ACTIVE
360,C2512718,"INTERNATIONAL TOBACCO TRADING, INC.",1246 EAST MAIN ST #112  EL CAJON CA 92021,1246 EAST MAIN ST #112  EL CAJON CA 92021,1246 EAST MAIN ST #112  EL CAJON CA 92021,ABIER KALASHO,1246 EAST MAIN ST #112 EL CAJON CA 92021,FTB SUSPENDED
363,C4207636,EMPIRE SMOKE & VAPE,27140 SHADEL ROAD  MENIFEE CA 92586,27140 SHADEL ROAD  MENIFEE CA 92586,27140 SHADEL ROAD  MENIFEE CA 92586,KHAMES ABDELRAHMAN,27140 SHADEL ROAD MENIFEE CA 92586,ACTIVE
363,C4217311,EMPIRE SMOKE SHOP INC,304 PETALUMA BLVD N  PETALUMA CA 94952,304 PETALUMA BLVD N  PETALUMA CA 94952,304 PETALUMA BLVD N  PETALUMA CA 94952,KAMEL ASFOUR,304 PETALUMA BLVD N PETALUMA CA 94952,ACTIVE
364,C0452898,'S NO SPOT CORP.,1230 J STREET  SACRAMENTO CA 95814,,1230 J STREET  SACRAMENTO CA 95814,,,SOS SUSPENDED
364,C2805274,2 CLEAN EVERY SPOT INC.,17227 GARDENLAND AVE  BELLFLOWER CA 90706,17227 GARDENLAND AVE  BELLFLOWER CA 90706,17227 GARDENLAND AVE  BELLFLOWER CA 90706,JANIS MARIE PERKINS,17227 GARDENLAND AVE BELLFLOWER CA 90706,ACTIVE
364,C3433012,"20 SPOT MANAGEMENT, INC.",3565 20TH ST  SAN FRANCISCO CA 94110,3565 20TH ST  SAN FRANCISCO CA 94110,3565 20TH ST  SAN FRANCISCO CA 94110,ROBERTA ECONOMIDIS,235 MONTGOMERY ST STE 600 SAN FRANCISCO CA 94104,ACTIVE
364,C2972771,"5 SPOT CHIVAS GRILL, INC.",1541 NORMAN AVE  SAN JOSE CA 95125,1541 NORMAN AVE  SAN JOSE CA 95125,1541 NORMAN AVE  SAN JOSE CA 95125,ROSA DURAN,1541 NORMAN AVE SAN JOSE CA 95125,ACTIVE
364,C0704690,A & P SPOT BLENDING SERVICE,16337 KENNARD STREET  HACIENDA HEIGHTS CA 91745,,16337 KENNARD STREET  HACIENDA HEIGHTS CA 91745,EDWARD ROBERT SMITH,16337 KENNARD ST HACIENDA HEIGHTS CA 91745,FTB SUSPENDED
364,C3248949,A SPOT IN HEAVEN,715 GOODSON DR  LA PUENTE CA 91744,715 GOODSON DR  LA PUENTE CA 91744,715 GOODSON DR  LA PUENTE CA 91744,KELLY LIEN,715 GOODSON DR LA PUENTE CA 91744,DISSOLVED
364,C3501466,"A SPOT IN THE SUN, INC.",2148 STANLEY HILLS DR  LOS ANGELES CA 90046,2148 STANLEY HILLS DR  LOS ANGELES CA 90046,2148 STANLEY HILLS DR  LOS ANGELES CA 90046,MATTHEW A FRIEDMAN,2148 STANLEY HILLS DR LOS ANGELES CA 90046,DISSOLVED
364,C0608098,"ABC RADIO SPOT SALES, INC.",1330 AVE OF AMERICAS  NEW YORK NY 10032,,1330 AVE OF AMERICAS  NEW YORK NY 10032,,,SURRENDER
364,C0320633,"ALLOY SPOT WELDERS, INC.",P. O. BOX 25975  LOS ANGELES CA 90025,,P. O. BOX 25975  LOS ANGELES CA 90025,HARRY C FEICK,2035 GRANVILLE AVE LOS ANGELES CA 90025,DISSOLVED
364,C1338951,"ALLOY SPOT WELDERS, INC., II",626 WILSHIRE BLVD #700  LOS ANGELES CA 90017,,626 WILSHIRE BLVD #700  LOS ANGELES CA 90017,MARK G ANCEL,626 WILSHIRE BLVD STE 700 LOS ANGELES CA 90017,DISSOLVED
364,201130210464,"20 SPOT MISSION, LLC",3565 20TH ST  SAN FRANCISCO CA 94110,3565 20TH ST  SAN FRANCISCO CA 94110,3565 20TH ST  SAN FRANCISCO CA 94110,ROBERTA ECONOMIDIS,235 MONTGOMERY ST STE 600 SAN FRANCISCO CA 94104,ACTIVE
364,201329110099,3 SPOT DOMAINS LLC,1712 PIONEER AVE STE 142  CHEYENNE WY 82001,1712 PIONEER AVE STE 142  CHEYENNE WY 82001,1712 PIONEER AVE STE 142  CHEYENNE WY 82001,(AGENT RESIGNED 10/22/2014),* ,CANCELED
364,201825010243,"A CONSULTING SPOT, LLC",8003 BRIMFIELD AVE  PANORAMA CITY CA 91402,8003 BRIMFIELD AVE  PANORAMA CITY CA 91402,8003 BRIMFIELD AVE  PANORAMA CITY CA 91402,,,ACTIVE
364,201826710052,ABA SPOT LLC,920 SARATOGA AVENUE SUITE 102  SAN JOSE CA 95129,920 SARATOGA AVENUE SUITE 102  SAN JOSE CA 95129,920 SARATOGA AVENUE SUITE 102  SAN JOSE CA 95129,SAMRAT S ROY,2421 MONROE STREET SANTA CLARA CA 95051,ACTIVE
364,201335710463,"ACOUSTIC SPOT LLC, THE",930 VIA MIL CUMBRES #216  SOLANA BEACH CA 92075,930 VIA MIL CUMBRES #216  SOLANA BEACH CA 92075,930 VIA MIL CUMBRES #216  SOLANA BEACH CA 92075,JOSHUA WILLIFORD,930 VIA MIL CUMBRES #216 SOLANA BEACH CA 92075,ACTIVE
364,201007810076,ACTING SPOT LLC,7080 HOLLYWOOD BLVD. STE. 100  LOS ANGELES CA 90028,7080 HOLLYWOOD BLVD. STE. 100  LOS ANGELES CA 90028,7080 HOLLYWOOD BLVD. STE. 100  LOS ANGELES CA 90028,NELSON PAREDEZ,6230 WILSHIRE BLVD  #189 LOS ANGELES CA 90048,CANCELED
364,200714910033,AD SPOT NETWORK LLC,,3211 ADELANTO LANE  SAN JOSE CA 95135,3211 ADELANTO LANE  SAN JOSE CA 95135,SAM TRINH,1590 OAKLAND RD #B-100 SAN JOSE CA 95131,CANCELED
364,201330810222,ADS ON THE SPOT LLC,PO BOX 2122  MONROVIA CA 91017,14730 GENESEE RD  APPLE VALLEY CA 92307,14730 GENESEE RD  APPLE VALLEY CA 92307,ABRAHAM GRAIR,720 FOOTHILL BLVD APT #6 MONROVIA CA 91017,CANCELED
364,201106110483,"ALAMEDA'S SEE SPOT RUN, LLC",3216 GARFIELD AVE  ALAMEDA CA 94501,2510 SANTA CLARA AVE  ALAMEDA CA 94501,2510 SANTA CLARA AVE  ALAMEDA CA 94501,,,ACTIVE
364,201804510331,"ALEXIS MARKS THE SPOT VACATIONS, LLC",4335 VINELAND AVE. APT 112  STUDIO CITY CA 91602,4335 VINELAND AVE. APT 112  STUDIO CITY CA 91602,4335 VINELAND AVE. APT 112  STUDIO CITY CA 91602,,,ACTIVE
365,C0410696,"THE TINDER BOX INTERNATIONAL, LTD.",391 W. LANCASTER AVE  HAVERFORD PA 19041,391 W. LANCASTER AVE  HAVERFORD PA 19041,391 W. LANCASTER AVE  HAVERFORD PA 19041,,,ACTIVE
365,200229010120,"TINDER BOX WHOLESALE, LLC",,3 BALA PLAZA EAST STE 102  BALALYNWYD PA 19004,3 BALA PLAZA EAST STE 102  BALALYNWYD PA 19004,**AGT RESIGNED EFF. 7/23/07**,* ,FTB FORFEITED
368,201706610521,"BOB'S ONE STOP SHOP, LLC",16430 MAIN ST  GUERNEVILLE CA 95446,16430 MAIN ST  GUERNEVILLE CA 95446,16430 MAIN ST  GUERNEVILLE CA 95446,VINCENT SOTO,16430 MAIN ST GUERNEVILLE CA 95446,ACTIVE
1932,C2543240,"CVS PHARMACY, INC.","ONE CVS DRIVE, LEGAL DEPT.  WOONSOCKET RI 02895",ONE CVS DRIVE  WOONSOCKET RI 02895,ONE CVS DRIVE  WOONSOCKET RI 02895,,,ACTIVE
1932,200522210067,"CALIFORNIA CVS PHARMACY, L.L.C.",,ONE CVS DR  WOONSOCKET RI 02895,ONE CVS DR  WOONSOCKET RI 02895,,,MERGED OUT
1954,C2830626,WHITE CROSS PHARMACY INC.,1412 W. GLENOAKS BLVD #E  GLENDALE CA 91201,,1412 W. GLENOAKS BLVD #E  GLENDALE CA 91201,MART ROTH,1412 W. GLENOAKS BLVD. #E GLENDALE CA 91201,SOS/FTB SUSPENDED
1954,C0533996,"WHITE CROSS PHARMACY, INC.",42851 15TH ST WEST RM #2  LANCASTER CA 93534,,42851 15TH ST WEST RM #2  LANCASTER CA 93534,,,FTB SUSPENDED
1962,C4063688,"PALM LIQUOR & DELI, INC.",44345 MARIGOLD LN  LA QUINTA CA 92253,440 S EL CIELO RD B1 & B2  PALM SPRINGS CA 92262,440 S EL CIELO RD B1 & B2  PALM SPRINGS CA 92262,ABDULMASSIH DOURGHALLI,44345 MARIGOLD LN LA QUINTA CA 92253,ACTIVE
1966,C3112206,FIESTA MARKET CORP.,110 DEMPSEY ROAD  MILPITAS CA 95035,110 DEMPSEY ROAD  MILPITAS CA 95035,110 DEMPSEY ROAD  MILPITAS CA 95035,MAYELA DOMINGUEZ,110 DEMPSEY ROAD MILPITAS CA 95035,FTB SUSPENDED
1966,C1031491,"FIESTA MARKET, INC.",452 N LOS ROBLES  PASADENA CA 91101,452 N LOS ROBLES  PASADENA CA 91101,452 N LOS ROBLES  PASADENA CA 91101,DENNIS M WILKIN,452 N LOS ROBLES PASADENA CA 91101,SOS/FTB SUSPENDED
1966,C4131941,"FIESTA MEAT MARKET, INC.",6746 ELK GROVE-FLORIN RD  ELK GROVE CA 95624,6746 ELK GROVE-FLORIN RD  ELK GROVE CA 95624,6746 ELK GROVE-FLORIN RD  ELK GROVE CA 95624,MAYRA S CUEVAS,504 E DR MLK JR BLVD STOCKTON CA 92506,ACTIVE
1966,C3072938,"LA FIESTA GRANDE MARKET, INC.",343 RICHMAR AVE  SAN MARCOS CA 92069,343 RICHMAR AVE  SAN MARCOS CA 92069,343 RICHMAR AVE  SAN MARCOS CA 92069,ROBERT Y MARCOS,343 RICHMAR AVE SAN MARCOS CA 92069,DISSOLVED
1966,C3952347,LA FIESTA MARKET INC.,307 S. MADERA AVE  KERMAN CA 93630,307 S. MADERA AVE  KERMAN CA 93630,307 S. MADERA AVE  KERMAN CA 93630,AMER NACKOUD,24301 1/2 MAIN ST NEWHALL CA 91321,ACTIVE
1966,C2442834,LA FIESTA MEAT MARKET,15020 S HAWTHORNE BLVD STE H  LAWNDALE CA 90260,15020 S HAWTHORNE BLVD STE H  LAWNDALE CA 90260,15020 S HAWTHORNE BLVD STE H  LAWNDALE CA 90260,MARTIN RAMIREZ-TROCHE,4060 W 134TH ST HAWTHORNE CA 90250,FTB SUSPENDED
1966,C3231140,LA FIESTA MEAT MARKET INC.,15020 HAWTHORNE BLVD STE H  LAWNDALE CA 90260,15020 HAWTHORNE BLVD STE H  LAWNDALE CA 90260,15020 HAWTHORNE BLVD STE H  LAWNDALE CA 90260,MARTIN RAMIREZ TROCHE,15020 HAWTHORNE BLVD STE H LAWNDALE CA 90260,SOS SUSPENDED
1966,C3842377,"LA FIESTA MEXICANA MARKET, INC",620 PORT CHICAGO HWY  BAY POINT CA 94565,620 PORT CHICAGO HWY  BAY POINT CA 94565,620 PORT CHICAGO HWY  BAY POINT CA 94565,ADAM BLAIR CORREN,"5345 N. EL DORADO ST, SUITE 7 STOCKTON CA 95207",ACTIVE
1966,C3010356,"MI FIESTA MARKET IV, INC.",291 ARAPAHO STREET  VENTURA CA 93001,291 ARAPAHO STREET  VENTURA CA 93001,291 ARAPAHO STREET  VENTURA CA 93001,ELIAN HANNA,291 ARAPAHO STREET VENTURA CA 93001,DISSOLVED
1966,C4114865,"MI FIESTA MARKET, INC.",410 S SALINAS ST  SANTA BARBARA CA 93103,410 S SALINAS ST  SANTA BARBARA CA 93103,410 S SALINAS ST  SANTA BARBARA CA 93103,ELIAN HANNA,410 S SALINAS ST SANTA BARBARA CA 93103,ACTIVE
1966,199600500003,"FIESTA MEXICANA MARKET, L.P.",8141 E KAISER BLVD STE 203  ANAHEIM HILLS CA 92808,8141 E KAISER BLVD STE 203  ANAHEIM HILLS CA 92808,8141 E KAISER BLVD STE 203  ANAHEIM HILLS CA 92808,ANGEL BEN BEQUER,1950 S. STERLING AVENUE ONTARIO CA 91761-7636,CANCELED
1966,200611000001,"LA FIESTA MARKET ""L.P.""",,430 S. MAIN ST.  LAKEPORT CA 95453,430 S. MAIN ST.  LAKEPORT CA 95453,MANUEL GARCIA,38 BRANNAN ST APT. #105 CALISTOGA CA 94515,ACTIVE
1970,C2367993,RITE AID CORPORATION,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE
1970,C2349501,RITE AID HDQTRS. CORP.,PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE
1970,C0490237,RITE AID LEASE MANAGEMENT COMPANY,PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE
1970,C2083663,RITE AID REALTY CORP.,30 HUNTER LANE  CAMP HIL PA 17011,30 HUNTER LANE  CAMP HIL PA 17011,30 HUNTER LANE  CAMP HIL PA 17011,,,ACTIVE
1970,C4018758,RITE AID ROOTER INC,8675 NAGLE AVE  PANORAMA CITY CA 91402,8675 NAGLE AVE  PANORAMA CITY CA 91402,8675 NAGLE AVE  PANORAMA CITY CA 91402,KARAPET TAGARYAN,8675 NAGLE AVE PANORAMA CITY CA 91402,ACTIVE
1970,C2071407,"RITE AID TRANSPORT, INC.",PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE
1970,200222500010,"B.A.G. RITE AID #188, L.P.",10100 CULVER BLVD STE D  CULVER CITY CA 90232,10100 CULVER BLVD STE D  CULVER CITY CA 90232,10100 CULVER BLVD STE D  CULVER CITY CA 90232,ALAN J GINDI,10100 CULVER BLVD STE D CULVER CITY CA 90232,ACTIVE
1970,201316910587,"BRIXTON RITE AID - DAYTON #2, LLC",4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,,,CANCELED
1970,201312910096,"BRIXTON RITE AID-CB RITE AIDS, LLC",4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,,,CANCELED
1970,201312910101,"BRIXTON RITE AID-DAYTON #1, LLC",4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,,,CANCELED
1970,200105110024,DAYTON RITE AID LLC,,15915 VENTURA BLVD. PH2  ENCINO CA 91436,15915 VENTURA BLVD. PH2  ENCINO CA 91436,MICHAEL A. WATERMAN,15915 VENTURA BLVD. PH2 ENCINO CA 91436,CANCELED
1970,201523710145,ERH RITE AID LLC,15 WEST SOUTH TEMPLE STE 900  SALT LAKE CTIY UT 84101,15 WEST SOUTH TEMPLE STE 900  SAL LAKE CITY UT 84101,15 WEST SOUTH TEMPLE STE 900  SAL LAKE CITY UT 84101,,,ACTIVE
1970,199731810037,RITE AID FUNDING LLC,,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,CT CORPORATION SYSTEM,* ,MERGED OUT
1970,200616110214,RITE AID LANSING LLC,,17721 SEMINOLE WAY  YORBA LINDA CA 92886,17721 SEMINOLE WAY  YORBA LINDA CA 92886,,,CANCELED
1970,200909210019,"RITE AID NY, LLC",19001 TUBA ST  NORTHRIDGE CA 91324,19001 TUBA ST  NORTHRIDGE CA 91324,19001 TUBA ST  NORTHRIDGE CA 91324,MAUREEN KOPPEL,19001 TUBA ST NORTHRIDGE CA 91324,ACTIVE
1970,201434510223,"SANDERSON J. RAY RITE AID LAGUNA WOODS, LLC",2699 WHITE RD STE 150  IRVINE CA 92614,2699 WHITE RD STE 150  IRVINE CA 92614,2699 WHITE RD STE 150  IRVINE CA 92614,GARY P LONG,2699 WHITE RD STE 150 IRVINE CA 92614,CANCELED
1972,C2367993,RITE AID CORPORATION,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE
1972,C2349501,RITE AID HDQTRS. CORP.,PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE
1972,C0490237,RITE AID LEASE MANAGEMENT COMPANY,PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE
1972,C2083663,RITE AID REALTY CORP.,30 HUNTER LANE  CAMP HIL PA 17011,30 HUNTER LANE  CAMP HIL PA 17011,30 HUNTER LANE  CAMP HIL PA 17011,,,ACTIVE
1972,C4018758,RITE AID ROOTER INC,8675 NAGLE AVE  PANORAMA CITY CA 91402,8675 NAGLE AVE  PANORAMA CITY CA 91402,8675 NAGLE AVE  PANORAMA CITY CA 91402,KARAPET TAGARYAN,8675 NAGLE AVE PANORAMA CITY CA 91402,ACTIVE
1972,C2071407,"RITE AID TRANSPORT, INC.",PO BOX 839  CAMP HILL PA 17001,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,,,ACTIVE
1972,200222500010,"B.A.G. RITE AID #188, L.P.",10100 CULVER BLVD STE D  CULVER CITY CA 90232,10100 CULVER BLVD STE D  CULVER CITY CA 90232,10100 CULVER BLVD STE D  CULVER CITY CA 90232,ALAN J GINDI,10100 CULVER BLVD STE D CULVER CITY CA 90232,ACTIVE
1972,201316910587,"BRIXTON RITE AID - DAYTON #2, LLC",4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,,,CANCELED
1972,201312910096,"BRIXTON RITE AID-CB RITE AIDS, LLC",4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 300  SAN DIEGO CA 92121,,,CANCELED
1972,201312910101,"BRIXTON RITE AID-DAYTON #1, LLC",4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,4435 EASTGATE MALL STE 310  SAN DIEGO CA 92121,,,CANCELED
1972,200105110024,DAYTON RITE AID LLC,,15915 VENTURA BLVD. PH2  ENCINO CA 91436,15915 VENTURA BLVD. PH2  ENCINO CA 91436,MICHAEL A. WATERMAN,15915 VENTURA BLVD. PH2 ENCINO CA 91436,CANCELED
1972,201523710145,ERH RITE AID LLC,15 WEST SOUTH TEMPLE STE 900  SALT LAKE CTIY UT 84101,15 WEST SOUTH TEMPLE STE 900  SAL LAKE CITY UT 84101,15 WEST SOUTH TEMPLE STE 900  SAL LAKE CITY UT 84101,,,ACTIVE
1972,199731810037,RITE AID FUNDING LLC,,30 HUNTER LANE  CAMP HILL PA 17011,30 HUNTER LANE  CAMP HILL PA 17011,CT CORPORATION SYSTEM,* ,MERGED OUT
1972,200616110214,RITE AID LANSING LLC,,17721 SEMINOLE WAY  YORBA LINDA CA 92886,17721 SEMINOLE WAY  YORBA LINDA CA 92886,,,CANCELED
1972,200909210019,"RITE AID NY, LLC",19001 TUBA ST  NORTHRIDGE CA 91324,19001 TUBA ST  NORTHRIDGE CA 91324,19001 TUBA ST  NORTHRIDGE CA 91324,MAUREEN KOPPEL,19001 TUBA ST NORTHRIDGE CA 91324,ACTIVE
1972,201434510223,"SANDERSON J. RAY RITE AID LAGUNA WOODS, LLC",2699 WHITE RD STE 150  IRVINE CA 92614,2699 WHITE RD STE 150  IRVINE CA 92614,2699 WHITE RD STE 150  IRVINE CA 92614,GARY P LONG,2699 WHITE RD STE 150 IRVINE CA 92614,CANCELED
1977,C2543240,"CVS PHARMACY, INC.","ONE CVS DRIVE, LEGAL DEPT.  WOONSOCKET RI 02895",ONE CVS DRIVE  WOONSOCKET RI 02895,ONE CVS DRIVE  WOONSOCKET RI 02895,,,ACTIVE
1977,200522210067,"CALIFORNIA CVS PHARMACY, L.L.C.",,ONE CVS DR  WOONSOCKET RI 02895,ONE CVS DR  WOONSOCKET RI 02895,,,MERGED OUT
2009,C3247182,"001 SMOKE SHOP, INC.","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026","2815 W SUNSET BLVD, STE 107  LOS ANGELES CA 90026",ARMINE BABAYAN,750 GLENVIA ST APT 314 GLENDALE CA 91206,ACTIVE
2009,C4183467,"1 STOP SMOKE SHOP & MORE, INC.",2221 SCENIC DR  MODESTO CA 95355,2221 SCENIC DR  MODESTO CA 95355,2221 SCENIC DR  MODESTO CA 95355,EMAD MOHSEN,3654 WHITEHAVEN AVE CERES CA 95307,ACTIVE
2009,C3506874,"101 SMOKE SHOP, INC.",3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,3266 W CAHUENGA BLVD  LOS ANGELES CA 90068,ARUTYUN KEPENYAN,3266 W CAHUENGA BLVD LOS ANGELES CA 90068,DISSOLVED
