IMPAQ_ID,DBA Name,DBA Name_changes,DBA Name_update,Address Line 1,Address Line 1_changes,Address Line 1_update,City,City_changes,City_update,State,State_changes,State_update,Zip,Zip_changes,Zip_update,Latitude,Latitude_changes,Latitude_update,Longitude,Longitude_changes,Longitude_update,Full Address,Full Address_changes,Full Address_update,County,County_changes,County_update,Business Status,Business Status_changes,Business Status_update,On Tribe Land,On Tribe Land_changes,On Tribe Land_update,Address Line 2,matchsource,est_id,found_pic,Manual Result,Coordinates,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id
0,DISCOUNT TOBACCO OUTLET #110,Can't Validate,DISCOUNT TOBACCO OUTLET #110,3326 ATLANTA HWY,Can't Validate,3326 ATLANTA HWY,MONTGOMERY,Can't Validate,MONTGOMERY,AL,Can't Validate,AL,36109,Can't Validate,36109,32.38409418,Can't Validate,32.38409418,-86.26177941,Can't Validate,-86.26177941,"3326 ATLANTA HWY  MONTGOMERY, AL 36109",Can't Validate,"3326 ATLANTA HWY MONTGOMERY, AL 36109",MONTGOMERY,Can't Validate,MONTGOMERY,In Operation,Can't Validate,In Operation,Unknown,No,No,,Original,0.0,,,POINT (-86.26177941 32.38409418),8.341532955843713,,,Poarch Creek,Poarch Creek Off-Reservation Trust Land,From Original List,,,,,
1,FAST LANE,FAST LANE OUTDOORS,FAST LANE OUTDOORS,3493 JACK SPRINGS RD,Correct,3493 JACK SPRINGS RD,ATMORE,Correct,ATMORE,AL,Correct,AL,36502,Correct,36502,31.07536691,Correct,31.07536691,-87.52319321,Correct,-87.52319321,"3493 JACK SPRINGS RD  ATMORE, AL 36502",Correct,"3493 JACK SPRINGS RD ATMORE, AL 36502",ESCAMBIA,Correct,ESCAMBIA,In Operation,No changes,In Operation,Unknown,No,No,,Original,1.0,1.0,yes,POINT (-87.52319321 31.07536691),2.1685175690717924,,,Poarch Creek,Poarch Creek Reservation,From Original List,,,,,
2,TOBACCO N BEVERAGE OUTLET 3 Package Store,Correct,TOBACCO N BEVERAGE OUTLET 3 Package Store,4220 MOBILE HWY,Correct,4220 MOBILE HWY,MONTGOMERY,Correct,MONTGOMERY,AL,Correct,AL,36108,Correct,36108,32.33069244,Correct,32.33069244,-86.34399543,Correct,-86.34399543,"4220 MOBILE HWY  MONTGOMERY, AL 36108",Correct,"4220 MOBILE HWY MONTGOMERY, AL 36108",MONTGOMERY,Correct,MONTGOMERY,In Operation,No changes,In Operation,Unknown,No,No,,Original,2.0,,,POINT (-86.34399543000001 32.33069244),14.647185686042867,,,Poarch Creek,Poarch Creek Off-Reservation Trust Land,From Original List,,,,,
3,DIAMOND FOOD MART / SHELL,Correct,DIAMOND FOOD MART / SHELL,1204 E NASHVILLE AVE,Correct,1204 E NASHVILLE AVE,ATMORE,Correct,ATMORE,AL,Correct,AL,36502,Correct,36502,31.02420487,Correct,31.02420487,-87.48084617,Correct,-87.48084617,"1204 E NASHVILLE AVE  ATMORE, AL 36502",Correct,"1204 E NASHVILLE AVE ATMORE, AL 36502",ESCAMBIA,Correct,ESCAMBIA,In Operation,No changes,In Operation,Unknown,No,No,,Original,3.0,,,POINT (-87.48084617000001 31.02420487),3.0685251476529376,,,Poarch Creek,Poarch Creek Off-Reservation Trust Land,From Original List,,,,,
4,Poarch Creek Indians Smoke Shop/CREEK SMOKE SHOP,Correct,Poarch Creek Indians Smoke Shop/CREEK SMOKE SHOP,116 POARCH ROAD,Correct,116 POARCH ROAD,ATMORE,Correct,ATMORE,AL,Correct,AL,36502,Correct,36502,31.1018916,Correct,31.1018916,-87.48272393,Correct,-87.48272393,"116 POARCH ROAD  ATMORE, AL 36502",Correct,"116 POARCH ROAD ATMORE, AL 36502",ESCAMBIA,Correct,ESCAMBIA,In Operation,No changes,In Operation,Unknown,No,No,,Original,4.0,,,POINT (-87.48272393000001 31.1018916),0.03323247747051316,,,Poarch Creek,Poarch Creek Reservation,From Original List,,,,,
5,THE CIGAR SHOPPE,Correct,THE CIGAR SHOPPE,5349 YOUNG BARN RD,Correct,5349 YOUNG BARN RD,MONTGOMERY,Correct,MONTGOMERY,AL,Correct,AL,36106,Correct,36106,32.3493084,Correct,32.3493084,-86.22338736,Correct,-86.22338736,"5349 YOUNG BARN RD  MONTGOMERY, AL 36106",Correct,"5349 YOUNG BARN RD MONTGOMERY, AL 36106",MONTGOMERY,Correct,MONTGOMERY,In Operation,No changes,In Operation,Unknown,No,No,,Original,5.0,,,POINT (-86.22338736 32.3493084),7.373339676528039,,,Poarch Creek,Poarch Creek Off-Reservation Trust Land,From Original List,,,,,
6,WIND CREEK CASINO & HOTEL,Correct,WIND CREEK CASINO & HOTEL,303 POARCH ROAD,Correct,303 POARCH ROAD,ATMORE,Correct,ATMORE,AL,Correct,AL,36502,Correct,36502,31.103343,Correct,31.103343,-87.48397,Correct,-87.48397,"303 POARCH ROAD  ATMORE, AL 36502",Correct,"303 POARCH ROAD ATMORE, AL 36502",ESCAMBIA,Correct,ESCAMBIA,In Operation,No changes,In Operation,Unknown,No,No,,Original,6.0,1.0,yes,POINT (-87.48397 31.103343),0.029634547977608186,,,Poarch Creek,Poarch Creek Reservation,From Original List,,,,,
7,CHEVRON/Diamond Food Mart,Correct,CHEVRON/Diamond Food Mart,303 HOWARD ST.,Correct,303 HOWARD ST.,ATMORE,Correct,ATMORE,AL,Correct,AL,36502,Correct,36502,31.029988,Correct,31.029988,-87.496241,Correct,-87.496241,"303 HOWARD ST.  ATMORE, AL 36502",Correct,"303 HOWARD ST. ATMORE, AL 36502",,Correct,ESCAMBIA,In Operation,No changes,In Operation,Unknown,No,No,,Original,7.0,1.0,yes,POINT (-87.496241 31.029988),2.764394629308394,,,Poarch Creek,Poarch Creek Off-Reservation Trust Land,From Original List,,,,,
8,CREEK CASINO MONTGOMERY,WIND CREEK MONTGOMERY,WIND CREEK MONTGOMERY,1801 EDDIE TULLIS DR.,1801 EDDIE L TULLIS RD,1801 EDDIE L TULLIS RD,MONTGOMERY,Correct,MONTGOMERY,AL,Correct,AL,36117,Correct,36117,32.423746,32.4245456,32.4245456,-86.140129,-86.1389085,-86.1389085,"1801 EDDIE TULLIS DR.  MONTGOMERY, AL 36117","1801 Eddie L Tullis Rd, Montgomery, AL 36117, USA","1801 Eddie L Tullis Rd, Montgomery, AL 36117, USA",,Correct,MONTGOMERY,In Operation,No changes,In Operation,Unknown,No,No,,Original,8.0,,,POINT (-86.1389085 32.4245456),0.042772101764366084,,,Poarch Creek,Poarch Creek Off-Reservation Trust Land,From Original List,,,,,
9,CCS Wetumpka/RIVERSIDE SMOKE SHOP,Correct,CCS Wetumpka/RIVERSIDE SMOKE SHOP,102 RIVER OAKS DR.,89 RIVER OAKS DR,89 RIVER OAKS DR,WETUMPKA,Correct,WETUMPKA,AL,Correct,AL,36092,Correct,36092,32.525197,32.525877,32.525877,-86.209731,-86.20896839999997,-86.20896839999996,"102 RIVER OAKS DR.  WETUMPKA, AL 36092","89 River Oaks Dr, Wetumpka, AL 36092, USA","89 River Oaks Dr, Wetumpka, AL 36092, USA",,Correct,ELMORE,In Operation,No changes,In Operation,Unknown,No,No,,Original,9.0,1.0,yes,POINT (-86.20896839999996 32.525877),0.00903700513424495,,,Poarch Creek,Poarch Creek Reservation,From Original List,,,,,
10,WIND CREEK CASINO AND HOTEL,WIND CREEK WETUMPKA,WIND CREEK WETUMPKA,100 RIVER OAKS DR.,Correct,100 RIVER OAKS DR.,WETUMPKA,Correct,WETUMPKA,AL,Correct,AL,36092,Correct,36092,32.525201,Correct,32.525201,-86.209727,Correct,-86.209727,"100 RIVER OAKS DR.  WETUMPKA, AL 36092",Correct,"100 RIVER OAKS DR. WETUMPKA, AL 36092",,Correct,ELMORE,In Operation,No changes,In Operation,Unknown,No,No,,Original,10.0,1.0,yes,POINT (-86.209727 32.525201),0.07027858619742616,,,Poarch Creek,Poarch Creek Reservation,From Original List,,,,,
11,Poarch Creek Indians Convenience/Creek Travel Plaza,Correct,Poarch Creek Indians Convenience/Creek Travel Plaza,4740 JACK SPRINGS RD.,Correct,4740 JACK SPRINGS RD.,ATMORE,Correct,ATMORE,AL,Correct,AL,36502,Correct,36502,31.086001,Correct,31.086001,-87.538763,Correct,-87.538763,"4740 JACK SPRINGS RD.  ATMORE, AL 36502",Correct,"4740 JACK SPRINGS RD. ATMORE, AL 36502",,Correct,ESCAMBIA,In Operation,No changes,In Operation,Unknown,No,No,,Original,11.0,,,POINT (-87.538763 31.086001),0.9369209504522502,,,Poarch Creek,Poarch Creek Reservation,From Original List,,,,,
12,F & M CIGARS,Correct,F & M CIGARS,8860 MINNIE BROWN RD,Correct,8860 MINNIE BROWN RD,MONTGOMERY,Correct,MONTGOMERY,AL,Correct,AL,36117,Correct,36117,32.361886,Correct,32.361886,-86.139049,Correct,-86.139049,"8860 MINNIE BROWN RD  MONTGOMERY, AL 36117",Correct,"8860 MINNIE BROWN RD MONTGOMERY, AL 36117",,Correct,MONTGOMERY,Out of Business,In Operation,In Operation,Unknown,No,No,,Original,12.0,1.0,yes,POINT (-86.139049 32.361886),4.1356716819359916,,,Poarch Creek,Poarch Creek Off-Reservation Trust Land,From Original List,,,,,
13,SPEAKEASY CIGARS & SPIRITS LLC,Correct,SPEAKEASY CIGARS & SPIRITS LLC,162 MOSLEY ST,501 E BAARS ST,501 E BAARS ST,ATMORE,PENSACOLA,PENSACOLA,AL,FL,FL,36502,32503,32503,31.027618,30.443291100000003,30.443291100000003,-87.482712,-87.2146681,-87.2146681,"162 MOSLEY ST  ATMORE, AL 36502","501 E Baars St, Pensacola, FL 32503, USA","501 E Baars St, Pensacola, FL 32503, USA",,Correct,ESCAMBIA,Out of Business,In Operation,In Operation,Unknown,No,No,,Original,13.0,,,POINT (-87.2146681 30.4432911),42.05902196817153,,,Poarch Creek,Poarch Creek Off-Reservation Trust Land,From Original List,,,,,
14,TOBACCO ROAD LIMITED,Correct,TOBACCO ROAD LIMITED,2073 COLISEUM BLVD,Correct,2073 COLISEUM BLVD,MONTGOMERY,Correct,MONTGOMERY,AL,Correct,AL,36110,Correct,36110,32.420231,Correct,32.420231,-86.268651,Correct,-86.268651,"2073 COLISEUM BLVD  MONTGOMERY, AL 36110",Correct,"2073 COLISEUM BLVD MONTGOMERY, AL 36110",,Correct,MONTGOMERY,Out of Business,In Operation,In Operation,Unknown,No,No,,Original,14.0,1.0,yes,POINT (-86.26865100000001 32.420231),7.925054413514212,,,Poarch Creek,Poarch Creek Reservation,From Original List,,,,,
15,HANK'S TRADING POST,Correct,HANK'S TRADING POST,NORTH HIGHWAY 89 MP 446,31926 NORTH US-89,31926 NORTH US-89,FLAGSTAFF,Correct,FLAGSTAFF,AZ,Correct,AZ,86004,Correct,86004,35.35924931,35.59349220000001,35.59349220000001,-111.5703507,-111.5274097,-111.5274097,"NORTH HIGHWAY 89 MP 446  FLAGSTAFF, AZ 86004","31926 North, US-89, Flagstaff, AZ 86004, USA","31926 North, US-89, Flagstaff, AZ 86004, USA",COCONINO,Correct,COCONINO,In Operation,No changes,In Operation,Unknown,No,No,,Original,15.0,,,POINT (-111.5274097 35.59349220000001),3.5726987668050665,,,Navajo Nation,Navajo Nation Reservation,From Original List,,,,,
16,DESERT VIEW TRADING POST,DESERT VIEW TRADING POST AND ICE CREAM,DESERT VIEW TRADING POST AND ICE CREAM,DESERT VIEW,Correct,DESERT VIEW,GRAND CANYON,Correct,GRAND CANYON,AZ,Correct,AZ,86023,Correct,86023,36.040386,Correct,36.040386,-111.82805,Correct,-111.82805,"DESERT VIEW  GRAND CANYON, AZ 86023",Correct,"DESERT VIEW GRAND CANYON, AZ 86023",COCONINO,Correct,COCONINO,In Operation,No changes,In Operation,Yes,No,No,,Original,16.0,1.0,yes,POINT (-111.82805 36.040386),4.435547043390828,,,Navajo Nation,Navajo Nation Reservation,From Original List,,,,,
17,WOODY'S,Correct,WOODY'S,23505  MOHAVE RD,Correct,23505  MOHAVE RD,PARKER,Correct,PARKER,AZ,Correct,AZ,85344,Correct,85344,33.99004826,Correct,33.99004826,-114.4003922,Correct,-114.4003922,"23505  MOHAVE RD  PARKER, AZ 85344",Correct,"23505  MOHAVE RD PARKER, AZ 85344",LA PAZ,Correct,LA PAZ,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,17.0,,,POINT (-114.4003922 33.99004826),0.0,Colorado River,Colorado River Indian Reservation,,,From Original List,,,,,
18,TERRIBLES HERBST,Correct,TERRIBLES HERBST,1001 S CALIFORNIA AVE,Correct,1001 S CALIFORNIA AVE,PARKER,Correct,PARKER,AZ,Correct,AZ,85344,Correct,85344,34.15008385,Correct,34.15008385,-114.2885119,Correct,-114.2885119,"1001 S CALIFORNIA AVE  PARKER, AZ 85344",Correct,"1001 S CALIFORNIA AVE PARKER, AZ 85344",LA PAZ,Correct,LA PAZ,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,18.0,,,POINT (-114.2885119 34.15008385),0.0,Colorado River,Colorado River Indian Reservation,,,From Original List,,,,,
19,SMOKERS FRIENDLY #31,Can't Validate,SMOKERS FRIENDLY #31,820 CALIFORNIA ST,Can't Validate,820 CALIFORNIA ST,PARKER,Can't Validate,PARKER,AZ,Can't Validate,AZ,85344,Can't Validate,85344,34.15209361,Can't Validate,34.15209361,-114.2902916,Can't Validate,-114.2902916,"820 CALIFORNIA ST  PARKER, AZ 85344",Can't Validate,"820 CALIFORNIA ST PARKER, AZ 85344",LA PAZ,Can't Validate,LA PAZ,In Operation,Can't Validate,In Operation,Unknown,Yes,Yes,,Original,19.0,,,POINT (-114.2902916 34.15209361),0.0,Colorado River,Colorado River Indian Reservation,,,From Original List,,,,,
20,LITTLE BROWN JUG,Correct,LITTLE BROWN JUG,900 S CALIFORNIA AVE,Correct,900 S CALIFORNIA AVE,PARKER,Correct,PARKER,AZ,Correct,AZ,85344,Correct,85344,34.15131721,Correct,34.15131721,-114.2898102,Correct,-114.2898102,"900 S CALIFORNIA AVE  PARKER, AZ 85344",Correct,"900 S CALIFORNIA AVE PARKER, AZ 85344",LA PAZ,Correct,LA PAZ,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,20.0,,,POINT (-114.2898102 34.15131721),0.0,Colorado River,Colorado River Indian Reservation,,,From Original List,,,,,
21,LAKE MANOR GROCERY,LAKE MANOR MARKET,LAKE MANOR MARKET,10142 RIVERSIDE DR,Correct,10142 RIVERSIDE DR,PARKER,Correct,PARKER,AZ,Correct,AZ,85344,Correct,85344,34.18554032,Correct,34.18554032,-114.22585359999998,Correct,-114.22585359999998,"10142 RIVERSIDE DR  PARKER, AZ 85344",Correct,"10142 RIVERSIDE DR PARKER, AZ 85344",LA PAZ,Correct,LA PAZ,In Operation,Out of Business,Out of Business,Unknown,No,No,,Original,21.0,,,POINT (-114.2258536 34.18554032),0.16718460722757464,,,Colorado River,Colorado River Indian Reservation,From Original List,,,,,
22,CIRCLE K,Correct,CIRCLE K,1516 S CALIFORNIA AVE,Correct,1516 S CALIFORNIA AVE,PARKER,Correct,PARKER,AZ,Correct,AZ,85344,Correct,85344,34.14518762,Correct,34.14518762,-114.286023,Correct,-114.286023,"1516 S CALIFORNIA AVE  PARKER, AZ 85344",Correct,"1516 S CALIFORNIA AVE PARKER, AZ 85344",LA PAZ,Correct,LA PAZ,Out of Business,In Operation,In Operation,Unknown,Yes,Yes,,Original,22.0,,,POINT (-114.286023 34.14518762),0.0,Colorado River,Colorado River Indian Reservation,,,From Original List,,,,,
23,CIRCLE K,Correct,CIRCLE K,8861  RIVERSIDE DR,Correct,8861  RIVERSIDE DR,PARKER,Correct,PARKER,AZ,Correct,AZ,85344,Correct,85344,34.19988831,Correct,34.19988831,-114.2193001,Correct,-114.2193001,"8861  RIVERSIDE DR  PARKER, AZ 85344",Correct,"8861  RIVERSIDE DR PARKER, AZ 85344",LA PAZ,Correct,LA PAZ,Out of Business,In Operation,In Operation,Unknown,No,No,,Original,23.0,,,POINT (-114.2193001 34.19988831),0.8226834923606182,,,Colorado River,Colorado River Indian Reservation,From Original List,,,,,
24,CHEVRON/FOOD MART,Correct,CHEVRON/FOOD MART,6822 EAST WILLIAMS FIELD ROAD,Correct,6822 EAST WILLIAMS FIELD ROAD,MESA,Correct,MESA,AZ,Correct,AZ,85212,Correct,85212,33.30726283,Correct,33.30726283,-111.6860213,Correct,-111.6860213,"6822 EAST WILLIAMS FIELD ROAD  MESA, AZ 85212",Correct,"6822 EAST WILLIAMS FIELD ROAD MESA, AZ 85212",MARICOPA,Correct,MARICOPA,In Operation,No changes,In Operation,Unknown,No,No,,Original,24.0,1.0,yes,POINT (-111.6860213 33.30726283),6.703941166831397,,,Gila River,Gila River Indian Reservation,From Original List,,,,,
25,OWL EAR SMOKE SHOP,Correct,OWL EAR SMOKE SHOP,9211 E VIA DE VENTURA,9211 EAST VÍA DE VENTURA,9211 EAST VÍA DE VENTURA,SCOTTSDALE,Correct,SCOTTSDALE,AZ,Correct,AZ,85258,Correct,85258,33.55339059,33.5527669,33.5527669,-111.8826432,-111.88208329999999,-111.88208329999999,"9211 E VIA DE VENTURA  SCOTTSDALE, AZ 85258","9211 East Vía de Ventura, Scottsdale, AZ 85258, USA","9211 East Vía de Ventura, Scottsdale, AZ 85258, USA",MARICOPA,Correct,MARICOPA,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,25.0,,,POINT (-111.8820833 33.5527669),0.0,Salt River,Salt River Reservation,,,From Original List,,,,,
26,BEST BUY MARKET,BEST BUY MARKET -NOT AN ELECTRONICS STORE,BEST BUY MARKET -NOT AN ELECTRONICS STORE,8892  HIGHWAY 95,8828 -95,8828 -95,MOHAVE VALLEY,Correct,MOHAVE VALLEY,AZ,Correct,AZ,86440,Correct,86440,34.89831978,34.89854629999999,34.89854629999999,-114.5972942,-114.5972987,-114.5972987,"8892  HIGHWAY 95  MOHAVE VALLEY, AZ 86440","8828 AZ-95, Mohave Valley, AZ 86440, USA","8828 AZ-95, Mohave Valley, AZ 86440, USA",MOHAVE,Correct,MOHAVE,In Operation,No changes,In Operation,Unknown,No,No,,Original,26.0,1.0,yes,POINT (-114.5972987 34.89854629999999),0.041134057126736255,,,Fort Mojave,Fort Mojave Reservation,From Original List,,,,,
27,ARCO AM/PM,Correct,ARCO AM/PM,10001 HARBOR AVE,Correct,10001 HARBOR AVE,MOHAVE VALLEY,Correct,MOHAVE VALLEY,AZ,Correct,AZ,86440,Correct,86440,34.86571936,Correct,34.86571936,-114.5999112,Correct,-114.5999112,"10001 HARBOR AVE  MOHAVE VALLEY, AZ 86440",Correct,"10001 HARBOR AVE MOHAVE VALLEY, AZ 86440",MOHAVE,Correct,MOHAVE,In Operation,No changes,In Operation,Unknown,No,No,,Original,27.0,,,POINT (-114.5999112 34.86571936),0.027728931561398558,,,Fort Mojave,Fort Mojave Reservation,From Original List,,,,,
28,YAVAPAI SMOKE SHOP,Correct,YAVAPAI SMOKE SHOP,1501 E GURLEY ST,1841 E STATE ROUTE 69,1841 E STATE ROUTE 69,PRESCOTT,Correct,PRESCOTT,AZ,Correct,AZ,86305,86301,86301,34.54360564,34.548957,34.548957,-112.4927912,-112.432604,-112.432604,"1501 E GURLEY ST  PRESCOTT, AZ 86305","1841 E State Route 69, Prescott, AZ 86301, USA","1841 E State Route 69, Prescott, AZ 86301, USA",YAVAPAI,Correct,YAVAPAI,Out of Business,In Operation,In Operation,Unknown,Yes,Yes,,Original,28.0,,,POINT (-112.432604 34.548957),0.0,Yavapai-Prescott,Yavapai-Prescott Reservation,,,From Original List,,,,,
29,COCOPAH KORNER,Correct,COCOPAH KORNER,15126 S AVE. B,15126 S AVENUE B,15126 S AVENUE B,YUMA,SOMERTON,SOMERTON,AZ,Correct,AZ,85365,85350,85350,32.61966834,32.6107858,32.6107858,-114.6496628,-114.6499024,-114.6499024,"15126 S AVE. B  YUMA, AZ 85365","15126 S Avenue B, Somerton, AZ 85350, USA","15126 S Avenue B, Somerton, AZ 85350, USA",YUMA,Correct,YUMA,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,29.0,,,POINT (-114.6499024 32.6107858),0.0,Cocopah,Cocopah Reservation,,,From Original List,,,,,
30,APACHE KID SMOKE SHOP,Correct,APACHE KID SMOKE SHOP,4935 N PUSHER DR,4935 PUSHER ST,4935 PUSHER ST,RIMROCK,Correct,RIMROCK,AZ,Correct,AZ,86335,Correct,86335,34.640953,34.6408638,34.6408638,-111.78368,-111.7838075,-111.7838075,"4935 N PUSHER DR  RIMROCK, AZ 86335","4935 Pusher St, Rimrock, AZ 86335, USA","4935 Pusher St, Rimrock, AZ 86335, USA",YAVAPAI,Correct,YAVAPAI,In Operation,Out of Business,Out of Business,Unknown,Yes,Yes,,Original,30.0,,,POINT (-111.7838075 34.6408638),0.0,Yavapai-Apache Nation,Yavapai-Apache Nation Reservation,,,From Original List,,,,,
31,FORT MOJAVE SMOKE SHOP,FORT MOJAVE SMOKESHOP,FORT MOJAVE SMOKESHOP,8501 SOUTH HIGHWAY 95,8501 -95,8501 -95,MOHAVE VALLEY,Correct,MOHAVE VALLEY,AZ,Correct,AZ,86440,Correct,86440,34.90964063,34.90928220000001,34.90928220000001,-114.5979083,-114.59839129999999,-114.59839129999999,"8501 SOUTH HIGHWAY 95  MOHAVE VALLEY, AZ 86440","8501 AZ-95, Mohave Valley, AZ 86440, USA","8501 AZ-95, Mohave Valley, AZ 86440, USA",MOHAVE,Correct,MOHAVE,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,31.0,1.0,yes,POINT (-114.5983913 34.90928220000001),0.0,Fort Mojave,Fort Mojave Reservation,,,From Original List,,,,,
32,SHELL,Correct,SHELL,4001 N PIMA RD,Correct,4001 N PIMA RD,SCOTTSDALE,Correct,SCOTTSDALE,AZ,Correct,AZ,85251,Correct,85251,33.494434000000005,Correct,33.494434000000005,-111.89118,Correct,-111.89118,"4001 N PIMA RD  SCOTTSDALE, AZ 85251",Correct,"4001 N PIMA RD SCOTTSDALE, AZ 85251",MARICOPA,Correct,MARICOPA,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,32.0,,,POINT (-111.89118 33.49443400000001),0.0,Salt River,Salt River Reservation,,,From Original List,,,,,
33,YAVAPAI INDIAN SMOKE SHOP,Correct,YAVAPAI INDIAN SMOKE SHOP,1841 E HIGHWAY 69,Correct,1841 E HIGHWAY 69,PRESCOTT,Correct,PRESCOTT,AZ,Correct,AZ,86301,Correct,86301,34.54984283,Correct,34.54984283,-112.4370422,Correct,-112.4370422,"1841 E HIGHWAY 69 FRONTIER VILLAGE CENTER PRESCOTT, AZ 86301",Correct,"1841 E HIGHWAY 69 PRESCOTT, AZ 86301",YAVAPAI,Correct,YAVAPAI,In Operation,No changes,In Operation,Unknown,Yes,Yes,FRONTIER VILLAGE CENTER,Original,33.0,,,POINT (-112.4370422 34.54984283),0.0,Yavapai-Prescott,Yavapai-Prescott Reservation,,,From Original List,,,,,
34,JR'S CONVENIENCE STORE,Correct,JR'S CONVENIENCE STORE,1601 N BEELINE HWY,Correct,1601 N BEELINE HWY,SCOTTSDALE,Correct,SCOTTSDALE,AZ,Correct,AZ,85256,Correct,85256,33.4665184,Correct,33.4665184,-111.8432007,Correct,-111.8432007,"1601 N BEELINE HWY  SCOTTSDALE, AZ 85256",Correct,"1601 N BEELINE HWY SCOTTSDALE, AZ 85256",MARICOPA,Correct,MARICOPA,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,34.0,1.0,yes,POINT (-111.8432007 33.4665184),0.0,Salt River,Salt River Reservation,,,From Original List,,,,,
35,7 2 11 #27,Can't Validate,7 2 11 #27,417 MAIN ST.,Can't Validate,417 MAIN ST.,TUBA CITY,Can't Validate,TUBA CITY,AZ,Can't Validate,AZ,86045,Can't Validate,86045,36.125297,Can't Validate,36.125297,-111.236398,Can't Validate,-111.236398,"417 MAIN ST.  TUBA CITY, AZ 86045",Can't Validate,"417 MAIN ST. TUBA CITY, AZ 86045",,Can't Validate,COCONINO,In Operation,Can't Validate,In Operation,Unknown,Yes,Yes,,Original,35.0,,,POINT (-111.236398 36.125297),0.0,Navajo Nation,Navajo Nation Reservation,,,From Original List,,,,,
36,7211 #31 FT. DEFIANCE,Can't Validate,7211 #31 FT. DEFIANCE,NAVAJO RTE. 12,Can't Validate,NAVAJO RTE. 12,FORT DEFIANCE,Can't Validate,FORT DEFIANCE,AZ,Can't Validate,AZ,86504,Can't Validate,86504,33.39215469,Can't Validate,33.39215469,-111.6327896,Can't Validate,-111.6327896,"NAVAJO RTE. 12  FORT DEFIANCE, AZ 86504",Can't Validate,"NAVAJO RTE. 12 FORT DEFIANCE, AZ 86504",,Can't Validate,MARICOPA,In Operation,Can't Validate,In Operation,Unknown,No,No,,Original,36.0,,,POINT (-111.6327896 33.39215469),7.793299990799628,,,Salt River,Salt River Reservation,From Original List,,,,,
37,7-ELEVEN,Correct,7-ELEVEN,230 R.R.,Correct,230 R.R.,KAYENTA,Correct,KAYENTA,AZ,Correct,AZ,86033,Correct,86033,36.90800476,Correct,36.90800476,-111.4552002,Correct,-111.4552002,"230 R.R.  KAYENTA, AZ 86033",Correct,"230 R.R. KAYENTA, AZ 86033",,Correct,COCONINO,In Operation,Out of Business,Out of Business,Unknown,No,No,,Original,37.0,,,POINT (-111.4552002 36.90800476),1.993143946906668,,,Navajo Nation,Navajo Nation Reservation,From Original List,,,,,
38,7-ELEVEN,Correct,7-ELEVEN,HWY. 160 & HWY. 163,7291 S  BLVD,7291 S  BLVD,KAYENTA,LAS VEGAS,LAS VEGAS,AZ,NV,NV,86033,89119,89119,34.64115906,36.0572398,36.0572398,-111.7825394,-115.17282150000001,-115.17282150000001,"HWY. 160 & HWY. 163  KAYENTA, AZ 86033","7291 S Las Vegas Blvd, Las Vegas, NV 89119, USA","7291 S Las Vegas Blvd, Las Vegas, NV 89119, USA",,Correct,CLARK,In Operation,No changes,In Operation,Unknown,No,No,,Original,38.0,,,POINT (-115.1728215 36.0572398),8.526421996504983,,,Las Vegas,Las Vegas Indian Colony,From Original List,,,,,
39,7-ELEVEN,Correct,7-ELEVEN,417 MAIN ST.,Correct,417 MAIN ST.,TUBA CITY,Correct,TUBA CITY,AZ,Correct,AZ,86045,Correct,86045,36.125297,Correct,36.125297,-111.236398,Correct,-111.236398,"417 MAIN ST.  TUBA CITY, AZ 86045",Correct,"417 MAIN ST. TUBA CITY, AZ 86045",,Correct,COCONINO,Out of Business,In Operation,In Operation,Unknown,Yes,Yes,,Original,39.0,,,POINT (-111.236398 36.125297),0.0,Navajo Nation,Navajo Nation Reservation,,,From Original List,,,,,
40,7-ELEVEN,Correct,7-ELEVEN,HWY. 191,Correct,HWY. 191,MANY FARMS,Correct,MANY FARMS,AZ,Correct,AZ,86538,Correct,86538,36.352802,Correct,36.352802,-109.61797,Correct,-109.61797,"HWY. 191  MANY FARMS, AZ 86538",Correct,"HWY. 191 MANY FARMS, AZ 86538",,Correct,APACHE,In Operation,No changes,In Operation,Unknown,Yes,Yes,,Original,40.0,1.0,yes,POINT (-109.61797 36.352802),0.0,Navajo Nation,Navajo Nation Reservation,,,From Original List,,,,,
