,IMPAQ_ID,DBA Name,DBA Name_changes,DBA Name_update,Address Line 1,Address Line 1_changes,Address Line 1_update,City,City_changes,City_update,State,State_changes,State_update,Zip,Zip_changes,Zip_update,Latitude,Latitude_changes,Latitude_update,Longitude,Longitude_changes,Longitude_update,Full Address,Full Address_changes,Full Address_update,County,County_changes,County_update,Address Line 2,matchsource,est_id,found_pic,Manual Result,biz_status,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id
2366,2366,,Correct,DOLLAR TREE,1820 W HIGHWAY 40 STE M,Correct,1820 W HIGHWAY 40 STE M,VERNAL,Correct,VERNAL,UT,Correct,UT,84078,Correct,84078.0,,Correct,40.2754107,,Correct,-110.0263061,,Correct,"1820 W Highway 40 Ste M, Vernal, UT, 84078",,Correct,DUCHESNE,,,,,,Active,POINT (-110.0263061 40.2754107),Yes,,Uintah and Ouray,Uintah and Ouray Reservation,,,New Retailer,Dollar Tree/HQ,Chesapeake,VA,N,2020725.0
2367,2367,,Correct,PIT STOP TRAVEL CENTERS,819 S FEDERAL BLVD,Correct,819 S FEDERAL BLVD,RIVERTON,Correct,RIVERTON,WY,Correct,WY,82501,Correct,82501.0,,Correct,43.0162534,,Correct,-108.3798758,,Correct,"819 S Federal Blvd, Riverton, WY, 82501",,Correct,FREMONT,,,,,,Active,POINT (-108.3798758 43.0162534),Yes,,Wind River,Wind River Reservation,,,New Retailer,Bailey Enterprises Inc,Riverton,WY,N,2493152.0
2368,2368,,Correct,FAMILY DOLLAR,611 ASPEN AVE NW,Correct,611 ASPEN AVE NW,CASS LAKE,Correct,CASS LAKE,MN,Correct,MN,56633,Correct,56633.0,,Correct,47.3804,,Correct,-94.61203,,Correct,"611 Aspen Ave NW, Cass Lake, MN, 56633",,Correct,CASS,,,,,,Active,POINT (-94.61203 47.3804),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Family Dollar Stores Inc,Matthews,NC,N,7288770.0
2369,2369,,Correct,DOLLAR GENERAL,2980 S WINN RD,Correct,2980 S WINN RD,MOUNT PLEASANT,Correct,MOUNT PLEASANT,MI,Correct,MI,48858,Correct,48858.0,,Correct,43.683372,,Correct,-84.90856,,Correct,"2980 S Winn Rd, Mount Pleasant, MI, 48858",,Correct,ISABELLA,,,,,,Active,POINT (-84.90855999999999 43.683372),Yes,,Isabella,Isabella Reservation,,,New Retailer,Dollar General/HQ,Goodlettsville,TN,N,7527911.0
2370,2370,,Correct,CHIPPEWA CONVENIENCE,3156 STATE HIGHWAY 55,Correct,3156 STATE HIGHWAY 55,CRANDON,Correct,CRANDON,WI,Correct,WI,54520,Correct,54520.0,,Correct,45.4867634,,Correct,-88.967828,,Correct,"3156 State Highway 55, Crandon, WI, 54520",,Correct,FOREST,,,,,,Active,POINT (-88.967828 45.4867634),Yes,,Sokaogon Chippewa,Sokaogon Chippewa Community,,,New Retailer,Independent,,,N,1855419.0
2371,2371,,Correct,VIDEOQUEST MINI MART,4442 HWY 155,Correct,4442 HWY 155,NESPELEM,Correct,NESPELEM,WA,Correct,WA,99155,Correct,99155.0,,Correct,48.166973,,Correct,-118.98158,,Correct,"4442 Hwy 155, Nespelem, WA, 99155",,Correct,OKANOGAN,,,,,,Active,POINT (-118.98158 48.166973),Yes,,Colville,Colville Reservation,,,New Retailer,Independent,,,N,1930530.0
2372,2372,,Correct,RTO HILLTOP,912 W MAIN ST,Correct,912 W MAIN ST,RIVERTON,Correct,RIVERTON,WY,Correct,WY,82501,Correct,82501.0,,Correct,43.0248524,,Correct,-108.4037513,,Correct,"912 W Main St, Riverton, WY, 82501",,Correct,FREMONT,,,,,,Active,POINT (-108.4037513 43.0248524),Yes,,Wind River,Wind River Reservation,,,New Retailer,Independent,,,N,2009428.0
2373,2373,,Correct,KALISPEL MARKET & FUEL STOP,370 QLISPE RIVER WAY,Correct,370 QLISPE RIVER WAY,CUSICK,Correct,CUSICK,WA,Correct,WA,99119,Correct,99119.0,,Correct,48.3475715,,Correct,-117.303249,,Correct,"370 Qlispe River Way, Cusick, WA, 99119",,Correct,PEND OREILLE,,,,,,Active,POINT (-117.303249 48.3475715),Yes,,Kalispel,Kalispel Reservation,,,New Retailer,Independent,,,N,7598986.0
2374,2374,,Correct,DOLLAR TREE,1717 E VISTA CHINO BLDG J,Correct,1717 E VISTA CHINO BLDG J,PALM SPRINGS,Correct,PALM SPRINGS,CA,Correct,CA,92262,Correct,92262.0,,Correct,33.844852,,Correct,-116.52793,,Correct,"1717 E Vista Chino Bldg J, Palm Springs, CA, 92262",,Correct,RIVERSIDE,,,,,,Active,POINT (-116.52793 33.844852),Yes,,Agua Caliente,Agua Caliente Indian Reservation,,,New Retailer,Dollar Tree/HQ,Chesapeake,VA,N,2626697.0
2375,2375,,Correct,ONEIDA ONE STOP,W180 STATE HIGHWAY 54,Correct,W180 STATE HIGHWAY 54,ONEIDA,Correct,ONEIDA,WI,Correct,WI,54155,Correct,54155.0,,Correct,44.501846,,Correct,-88.20007,,Correct,"W180 State Highway 54, Oneida, WI, 54155",,Correct,OUTAGAMIE,,,,,,Active,POINT (-88.20007 44.501846),Yes,,Oneida (WI),Oneida (WI) Reservation,,,New Retailer,Oneida One Stop/Conv Div,Green Bay,WI,N,933383.0
2376,2376,,Correct,DOLLAR TREE,300 W 1ST AVE,Correct,300 W 1ST AVE,TOPPENISH,Correct,TOPPENISH,WA,Correct,WA,98948,Correct,98948.0,,Correct,46.375114,,Correct,-120.305626,,Correct,"300 W 1st Ave, Toppenish, WA, 98948",,Correct,YAKIMA,,,,,,Active,POINT (-120.305626 46.375114),Yes,,Yakama Nation,Yakama Nation Reservation,,,New Retailer,Dollar Tree/HQ,Chesapeake,VA,N,7062842.0
2377,2377,,Correct,FAMILY DOLLAR,8920 S HIGHWAY 95,Correct,8920 S HIGHWAY 95,MOHAVE VALLEY,Correct,MOHAVE VALLEY,AZ,Correct,AZ,86440,Correct,86440.0,,Correct,34.89263,,Correct,-114.59779,,Correct,"8920 S Highway 95, Mohave Valley, AZ, 86440",,Correct,MOHAVE,,,,,,Active,POINT (-114.59779 34.89263),Yes,,Fort Mojave,Fort Mojave Reservation,,,New Retailer,Family Dollar Stores Inc,Matthews,NC,N,7260464.0
2378,2378,,Correct,DOLLAR GENERAL,2421 E REMUS RD,Correct,2421 E REMUS RD,MOUNT PLEASANT,Correct,MOUNT PLEASANT,MI,Correct,MI,48858,Correct,48858.0,,Correct,43.596985,,Correct,-84.80374,,Correct,"2421 E Remus Rd, Mount Pleasant, MI, 48858",,Correct,ISABELLA,,,,,,Active,POINT (-84.80374 43.596985),Yes,,Isabella,Isabella Reservation,,,New Retailer,Dollar General/HQ,Goodlettsville,TN,N,1998433.0
2379,2379,,Correct,789 TRUCK STOP,10367 STATE HIGHWAY 789,Correct,10367 STATE HIGHWAY 789,RIVERTON,Correct,RIVERTON,WY,Correct,WY,82501,Correct,82501.0,,Correct,42.9969308,,Correct,-108.3846782,,Correct,"10367 State Highway 789, Riverton, WY, 82501",,Correct,FREMONT,,,,,,Active,POINT (-108.3846782 42.9969308),Yes,,Wind River,Wind River Reservation,,,New Retailer,Independent,,,N,7022198.0
2380,2380,,Correct,FAMILY DOLLAR,690 E 200 N,Correct,690 E 200 N,ROOSEVELT,Correct,ROOSEVELT,UT,Correct,UT,84066,Correct,84066.0,,Correct,40.3013784,,Correct,-109.9812274,,Correct,"690 E 200 N, Roosevelt, UT, 84066",,Correct,DUCHESNE,,,,,,Active,POINT (-109.9812274 40.3013784),Yes,,Uintah and Ouray,Uintah and Ouray Reservation,,,New Retailer,Family Dollar Stores Inc,Matthews,NC,N,1754445.0
2381,2381,,Correct,PRESS BOX,797 MICHIGAN AVE,Correct,797 MICHIGAN AVE,BARAGA,Correct,BARAGA,MI,Correct,MI,49908,Correct,49908.0,,Correct,46.779285,,Correct,-88.5073,,Correct,"797 Michigan Ave, Baraga, MI, 49908",,Correct,BARAGA,,,,,,Active,POINT (-88.5073 46.779285),Yes,,L'Anse,L'Anse Reservation,,,New Retailer,Independent,,,N,1761252.0
2382,2382,,Correct,BETTYS BAR & GRILL,4324 ND 5,Correct,4324 ND 5,BELCOURT,Correct,BELCOURT,ND,Correct,ND,58316,Correct,58316.0,,Correct,48.8059641,,Correct,-99.8549344,,Correct,"4324 Nd 5, Belcourt, ND, 58316",,Correct,ROLETTE,,,,,,Active,POINT (-99.8549344 48.8059641),Yes,,Turtle Mountain,Turtle Mountain Reservation,,,New Retailer,Independent,,,N,7525594.0
2383,2383,,Correct,BIG WINNIE BAR,3 CO RD 8,Correct,3 CO RD 8,BENA,Correct,BENA,MN,Correct,MN,56626,Correct,56626.0,,Correct,47.3115446,,Correct,-94.213665,,Correct,"3 Co Rd 8, Bena, MN, 56626",,Correct,CASS,,,,,,Active,POINT (-94.21366500000001 47.3115446),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Independent,,,N,1949823.0
2384,2384,,Correct,BOURBON 72,7741 M 72 E,Correct,7741 M 72 E,WILLIAMSBURG,Correct,WILLIAMSBURG,MI,Correct,MI,49690,Correct,49690.0,,Correct,44.7740454,,Correct,-85.42159720000002,,Correct,"7741 M 72 E, Williamsburg, MI, 49690",,Correct,GRAND TRAVERSE,,,,,,Active,POINT (-85.42159720000002 44.7740454),Yes,,Grand Traverse,Grand Traverse Off-Reservation Trust Land,,,New Retailer,Independent,,,N,2625056.0
2385,2385,,Correct,FISH TALES BAR & GRILL,50748 STATE HIGHWAY 46,Correct,50748 STATE HIGHWAY 46,SQUAW LAKE,Correct,SQUAW LAKE,MN,Correct,MN,56681,Correct,56681.0,,Correct,47.613308,,Correct,-94.128204,,Correct,"50748 State Highway 46, Squaw Lake, MN, 56681",,Correct,ITASCA,,,,,,Active,POINT (-94.128204 47.613308),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Independent,,,N,5645037.0
2386,2386,,Correct,RESERVE BAR,123 RESERVE HWY E,Correct,123  HWY E,RESERVE,Correct,RESERVE,MT,Correct,MT,59258,Correct,59258.0,,Correct,48.6061563,,Correct,-104.4639011,,Correct,"123 Reserve Hwy E, Reserve, MT, 59258",,Correct,SHERIDAN,,,,,,Active,POINT (-104.4639011 48.6061563),Yes,,Fort Peck,Fort Peck Indian Reservation,,,New Retailer,Independent,,,N,7015465.0
2387,2387,,Correct,BIG LOTS,69026 E PALM CANYON DR,Correct,69026 E PALM CANYON DR,CATHEDRAL CITY,Correct,CATHEDRAL CITY,CA,Correct,CA,92234,Correct,92234.0,,Correct,33.7773,,Correct,-116.45654,,Correct,"69026 E Palm Canyon Dr, Cathedral City, CA, 92234",,Correct,RIVERSIDE,,,,,,Active,POINT (-116.45654 33.7773),Yes,,Agua Caliente,Agua Caliente Indian Reservation,,,New Retailer,Big Lots Inc,Westerville,OH,N,697924.0
2388,2388,,Correct,THE BURGER STAND AT TAOS ALE,401 PASEO DEL PUEBLO NORTE,Correct,401 PASEO DEL PUEBLO NORTE,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,Correct,36.412216,,Correct,-105.56884,,Correct,"401 Paseo Del Pueblo Norte, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.56884 36.412216),Yes,,Taos,Taos Pueblo,,,New Retailer,Independent,,,N,7319407.0
2389,2389,,Correct,BOBBERS BAR,43465 WILLIAMS NARROWS RD,Correct,43465 WILLIAMS NARROWS RD,DEER RIVER,Correct,DEER RIVER,MN,Correct,MN,56636,Correct,56636.0,,Correct,47.50421,,Correct,-94.06236,,Correct,"43465 Williams Narrows Rd, Deer River, MN, 56636",,Correct,ITASCA,,,,,,Active,POINT (-94.06236 47.50421),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Independent,,,N,2120738.0
2390,2390,,Correct,SCORPION BAR,39 NORWICH WESTERLY RD,Correct,39 NORWICH WESTERLY RD,LEDYARD,Correct,LEDYARD,CT,Correct,CT,63391,Correct,63391.0,,Correct,41.4730661,,Correct,-71.9582875,,Correct,"39 Norwich Westerly Rd, Ledyard, CT, 63391",,Correct,NEW LONDON,,,,,,Active,POINT (-71.9582875 41.4730661),Yes,,Mashantucket Pequot,Mashantucket Pequot Reservation,,,New Retailer,Foxwoods/Bars,Mashantucket,CT,N,3611003.0
2391,2391,,Correct,SHOPKO HOMETOWN,1712 SD HIGHWAY 10,Correct,1712 SD HIGHWAY 10,SISSETON,Correct,SISSETON,SD,Correct,SD,57262,Correct,57262.0,,Correct,45.66005300000001,,Correct,-97.02772,,Correct,"1712 Sd Highway 10, Sisseton, SD, 57262",,Correct,ROBERTS,,,,,,Active,POINT (-97.02772 45.66005300000001),Yes,,Lake Traverse,Lake Traverse Reservation,,,New Retailer,ShopKo Stores Inc,Green Bay,WI,N,2209480.0
2392,2392,,Correct,BRASS SALOON,128 S MAIN ST,Correct,128 S MAIN ST,MOUNT PLEASANT,Correct,MOUNT PLEASANT,MI,Correct,MI,48858,Correct,48858.0,,Correct,43.6038065,,Correct,-84.777022,,Correct,"128 S Main St, Mount Pleasant, MI, 48858",,Correct,ISABELLA,,,,,,Active,POINT (-84.777022 43.6038065),Yes,,Isabella,Isabella Reservation,,,New Retailer,Independent,,,N,5552401.0
2393,2393,,Correct,GENOS BAR,316 E MAIN ST,Correct,316 E MAIN ST,ONAMIA,Correct,ONAMIA,MN,Correct,MN,56359,Correct,56359.0,,Correct,46.07153,,Correct,-93.66321,,Correct,"316 E Main St, Onamia, MN, 56359",,Correct,MILLE LACS,,,,,,Active,POINT (-93.66321000000001 46.07153),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,5647318.0
2394,2394,,Correct,HORSESHOE BAR,57777 HWY 2,Correct,57777 HWY 2,FRAZER,Correct,FRAZER,MT,Correct,MT,59225,Correct,59225.0,,Correct,48.062394,,Correct,-105.885825,,Correct,"57777 Hwy 2, Frazer, MT, 59225",,Correct,VALLEY,,,,,,Active,POINT (-105.885825 48.062394),Yes,,Fort Peck,Fort Peck Indian Reservation,,,New Retailer,Independent,,,N,2135120.0
2395,2395,,Correct,STACYS AT PALM SPRINGS,220 E ARENAS RD,Correct,220 E ARENAS RD,PALM SPRINGS,Correct,PALM SPRINGS,CA,Correct,CA,92262,Correct,92262.0,,Correct,33.8213845,,Correct,-116.5447605,,Correct,"220 E Arenas Rd, Palm Springs, CA, 92262",,Correct,RIVERSIDE,,,,,,Active,POINT (-116.5447605 33.8213845),Yes,,Agua Caliente,Agua Caliente Indian Reservation,,,New Retailer,Independent,,,N,7559139.0
2396,2396,,Correct,GREEN SPOT BAR,808 N MISSION ST,Correct,808 N MISSION ST,MOUNT PLEASANT,Correct,MOUNT PLEASANT,MI,Correct,MI,48858,Correct,48858.0,,Correct,43.6113184,,Correct,-84.7673372,,Correct,"808 N Mission St, Mount Pleasant, MI, 48858",,Correct,ISABELLA,,,,,,Active,POINT (-84.7673372 43.6113184),Yes,,Isabella,Isabella Reservation,,,New Retailer,Independent,,,N,5565359.0
2397,2397,,Correct,GATOR BAR,500 SW 177TH AVE,Correct,500 SW 177TH AVE,MIAMI,Correct,MIAMI,FL,Correct,FL,33194,Correct,33194.0,,Correct,25.763799,,Correct,-80.4843305,,Correct,"500 SW 177th Ave, Miami, FL, 33194",,Correct,MIAMI-DADE,,,,,,Active,POINT (-80.4843305 25.763799),Yes,,Miccosukee,Miccosukee Off-Reservation Trust Land,,,New Retailer,Independent,,,N,7097896.0
2398,2398,,Correct,BELLA VISTA BAR,14463 PEQUAMING RD,Correct,14463 PEQUAMING RD,LANSE,Correct,LANSE,MI,Correct,MI,49946,Correct,49946.0,,Correct,46.838028,,Correct,-88.380486,,Correct,"14463 Pequaming Rd, LAnse, MI, 49946",,Correct,BARAGA,,,,,,Active,POINT (-88.380486 46.838028),Yes,,L'Anse,L'Anse Reservation,,,New Retailer,Independent,,,N,5550650.0
2399,2399,,Correct,CABARET BAR,1 MOHEGAN SUN BLVD,Correct,1 MOHEGAN SUN BLVD,UNCASVILLE,Correct,UNCASVILLE,CT,Correct,CT,63821,Correct,63821.0,,Correct,41.492634,,Correct,-72.09614599999998,,Correct,"1 Mohegan Sun Blvd, Uncasville, CT, 63821",,Correct,NEW LONDON,,,,,,Active,POINT (-72.09614599999998 41.492634),Yes,,Mohegan,Mohegan Reservation,,,New Retailer,Mohegan Sun/Bars,Uncasville,CT,N,1864307.0
2400,2400,,Correct,ESKES BREW PUB,106 DES GEORGES LN,Correct,106 DES GEORGES LN,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,Correct,36.405999,,Correct,-105.573178,,Correct,"106 Des Georges Ln, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.573178 36.405999),Yes,,Taos,Taos Pueblo,,,New Retailer,Independent,,,N,1630971.0
2401,2401,,Correct,KJS BAR,701 GRANDMA B BLVD,Correct,701 GRANDMA B BLVD,BROCKTON,Correct,BROCKTON,MT,Correct,MT,59213,Correct,59213.0,,Correct,48.149868,,Correct,-104.91808,,Correct,"701 Grandma B Blvd, Brockton, MT, 59213",,Correct,ROOSEVELT,,,,,,Active,POINT (-104.91808 48.149868),Yes,,Fort Peck,Fort Peck Indian Reservation,,,New Retailer,Independent,,,N,7589035.0
2402,2402,,Correct,TAOS MESA BREWING,201 PASEO DEL PUEBLO SUR,Correct,201 PASEO DEL PUEBLO SUR,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,Correct,36.405674,,Correct,-105.57403,,Correct,"201 Paseo Del Pueblo Sur, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.57403 36.405674),Yes,,Taos,Taos Pueblo,,,New Retailer,Independent,,,N,7493583.0
2403,2403,,Correct,LAZY MOON BACKSTAGE BAR,7050 39TH AVE NW,Correct,7050 39TH AVE NW,WALKER,Correct,WALKER,MN,Correct,MN,56484,Correct,56484.0,,Correct,47.058487,,Correct,-94.48688,,Correct,"7050 39th Ave NW, Walker, MN, 56484",,Correct,CASS,,,,,,Active,POINT (-94.48688 47.058487),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Independent,,,N,3947466.0
2404,2404,,Correct,BERRYS TAVERN,31948 CHERRY LAKE RD,Correct,31948 CHERRY LAKE RD,OGEMA,Correct,OGEMA,MN,Correct,MN,56569,Correct,56569.0,,Correct,47.0833344,,Correct,-95.7222507,,Correct,"31948 Cherry Lake Rd, Ogema, MN, 56569",,Correct,BECKER,,,,,,Active,POINT (-95.7222507 47.0833344),Yes,,White Earth,White Earth Reservation,,,New Retailer,Independent,,,N,1949785.0
2405,2405,,Correct,WATERHOLE,100 3RD AVE S,Correct,100 3RD AVE S,WOLF POINT,Correct,WOLF POINT,MT,Correct,MT,59201,Correct,59201.0,,Correct,48.0861489,,Correct,-105.6407417,,Correct,"100 3rd Ave S, Wolf Point, MT, 59201",,Correct,ROOSEVELT,,,,,,Active,POINT (-105.6407417 48.0861489),Yes,,Fort Peck,Fort Peck Indian Reservation,,,New Retailer,Independent,,,N,5594305.0
2406,2406,,Correct,BUFFALO THUNDER BLUE TOWER,30 BUFFALO THUNDER TRL,Correct,30 BUFFALO THUNDER TRL,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,Correct,35.85934,,Correct,-105.99493,,Correct,"30 Buffalo Thunder Trl, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-105.99493 35.85934),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,2652134.0
2407,2407,,Correct,BAYVIEW BAR & GRILL,39497 92ND AVE,Correct,39497 92ND AVE,ONAMIA,Correct,ONAMIA,MN,Correct,MN,56359,Correct,56359.0,,Correct,46.11903,,Correct,-93.60318,,Correct,"39497 92nd Ave, Onamia, MN, 56359",,Correct,MILLE LACS,,,,,,Active,POINT (-93.60317999999999 46.11903),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,5644975.0
2408,2408,,Correct,FREDDIES TAVERN,705 S ADAMS ST,Correct,705 S ADAMS ST,MOUNT PLEASANT,Correct,MOUNT PLEASANT,MI,Correct,MI,48858,Correct,48858.0,,Correct,43.59832,,Correct,-84.79030999999998,,Correct,"705 S Adams St, Mount Pleasant, MI, 48858",,Correct,ISABELLA,,,,,,Active,POINT (-84.79030999999998 43.59832),Yes,,Isabella,Isabella Reservation,,,New Retailer,Independent,,,N,5563592.0
2409,2409,,Correct,TURQUOISE TRAIL BAR & GRILL,30 BUFFALO THUNDER TRL,Correct,30 BUFFALO THUNDER TRL,SANTA FE,Correct,SANTA FE,NM,Correct,NM,87506,Correct,87506.0,,Correct,35.85934,,Correct,-105.99493,,Correct,"30 Buffalo Thunder Trl, Santa Fe, NM, 87506",,Correct,SANTA FE,,,,,,Active,POINT (-105.99493 35.85934),Yes,,Pojoaque,Pueblo of Pojoaque,,,New Retailer,Independent,,,N,2652165.0
2410,2410,,Correct,POKAGON,11111 WILSON RD,Correct,11111 WILSON RD,NEW BUFFALO,Correct,NEW BUFFALO,MI,Correct,MI,49117,Correct,49117.0,,Correct,41.7816952,,Correct,-86.7079948,,Correct,"11111 Wilson Rd, New Buffalo, MI, 49117",,Correct,BERRIEN,,,,,,Active,POINT (-86.70799479999999 41.7816952),Yes,,Pokagon,Pokagon Reservation,,,New Retailer,Independent,,,N,2231641.0
2411,2411,,Correct,THUNDER BAR,1200 ATHENS AVE,Correct,1200 ATHENS AVE,LINCOLN,Correct,LINCOLN,CA,Correct,CA,95648,Correct,95648.0,,Correct,38.83901,,Correct,-121.31241,,Correct,"1200 Athens Ave, Lincoln, CA, 95648",,Correct,PLACER,,,,,,Active,POINT (-121.31241 38.83901),Yes,,Auburn,Auburn Rancheria,,,New Retailer,Independent,,,N,1771161.0
2412,2412,,Correct,POKER ROOM BAR,7741 M 72 E,Correct,7741 M 72 E,WILLIAMSBURG,Correct,WILLIAMSBURG,MI,Correct,MI,49690,Correct,49690.0,,Correct,44.7740454,,Correct,-85.42159720000002,,Correct,"7741 M 72 E, Williamsburg, MI, 49690",,Correct,GRAND TRAVERSE,,,,,,Active,POINT (-85.42159720000002 44.7740454),Yes,,Grand Traverse,Grand Traverse Off-Reservation Trust Land,,,New Retailer,Independent,,,N,2602513.0
2413,2413,,Correct,SILVERS,777 LADY LUCK DR,Correct,777 LADY LUCK DR,HINCKLEY,Correct,HINCKLEY,MN,Correct,MN,55037,Correct,55037.0,,Correct,46.0091967,,Correct,-92.8970825,,Correct,"777 Lady Luck Dr, Hinckley, MN, 55037",,Correct,PINE,,,,,,Active,POINT (-92.8970825 46.0091967),Yes,,Mille Lacs,Mille Lacs Reservation,,,New Retailer,Independent,,,N,3756245.0
2414,2414,,Correct,MARTYS BAR,123 S MAIN ST,Correct,123 S MAIN ST,MOUNT PLEASANT,Correct,MOUNT PLEASANT,MI,Correct,MI,48858,Correct,48858.0,,Correct,43.604202,,Correct,-84.77665,,Correct,"123 S Main St, Mount Pleasant, MI, 48858",,Correct,ISABELLA,,,,,,Active,POINT (-84.77665 43.604202),Yes,,Isabella,Isabella Reservation,,,New Retailer,Independent,,,N,5574138.0
2415,2415,,Correct,MOONDANCE JAM SALOON,7050 39TH AVE NW,Correct,7050 39TH AVE NW,WALKER,Correct,WALKER,MN,Correct,MN,56484,Correct,56484.0,,Correct,47.058487,,Correct,-94.48688,,Correct,"7050 39th Ave NW, Walker, MN, 56484",,Correct,CASS,,,,,,Active,POINT (-94.48688 47.058487),Yes,,Leech Lake,Leech Lake Reservation,,,New Retailer,Independent,,,N,1995560.0
2416,2416,,Correct,ALLEY CANTINA L,121 TERESINA LN,Correct,121 TERESINA LN,TAOS,Correct,TAOS,NM,Correct,NM,87571,Correct,87571.0,,Correct,36.407973,,Correct,-105.5747381,,Correct,"121 Teresina Ln, Taos, NM, 87571",,Correct,TAOS,,,,,,Active,POINT (-105.5747381 36.407973),Yes,,Taos,Taos Pueblo,,,New Retailer,Independent,,,N,5205068.0
2417,2417,,Correct,PAUL BAR,3700 E VISTA CHINO STE E,Correct,3700 E VISTA CHINO STE E,PALM SPRINGS,Correct,PALM SPRINGS,CA,Correct,CA,92262,Correct,92262.0,,Correct,33.844933000000005,,Correct,-116.50571399999998,,Correct,"3700 E Vista Chino Ste E, Palm Springs, CA, 92262",,Correct,RIVERSIDE,,,,,,Active,POINT (-116.505714 33.844933),Yes,,Agua Caliente,Agua Caliente Indian Reservation,,,New Retailer,Independent,,,N,5248663.0
2418,2418,,Correct,CORKYS BEAL CITY TAVERN,2007 N WINN RD,Correct,2007 N WINN RD,MOUNT PLEASANT,Correct,MOUNT PLEASANT,MI,Correct,MI,48858,Correct,48858.0,,Correct,43.669468,,Correct,-84.90867,,Correct,"2007 N Winn Rd, Mount Pleasant, MI, 48858",,Correct,ISABELLA,,,,,,Active,POINT (-84.90867 43.669468),Yes,,Isabella,Isabella Reservation,,,New Retailer,Independent,,,N,5550404.0
2419,2419,,Correct,CHILL LOUNGE,216 S INDIAN CANYON DR,Correct,216 S INDIAN CANYON DR,PALM SPRINGS,Correct,PALM SPRINGS,CA,Correct,CA,92262,Correct,92262.0,,Correct,33.8210044,,Correct,-116.5450413,,Correct,"216 S Indian Canyon Dr, Palm Springs, CA, 92262",,Correct,RIVERSIDE,,,,,,Active,POINT (-116.5450413 33.8210044),Yes,,Agua Caliente,Agua Caliente Indian Reservation,,,New Retailer,Independent,,,N,3877420.0
2420,2420,,Correct,HARVEYS BAR,400 E TAHQUITZ CANYON WAY,Correct,400 E TAHQUITZ CANYON WAY,PALM SPRINGS,Correct,PALM SPRINGS,CA,Correct,CA,92262,Correct,92262.0,,Correct,33.823789500000004,,Correct,-116.5431968,,Correct,"400 E Tahquitz Canyon Way, Palm Springs, CA, 92262",,Correct,RIVERSIDE,,,,,,Active,POINT (-116.5431968 33.8237895),Yes,,Agua Caliente,Agua Caliente Indian Reservation,,,New Retailer,Independent,,,N,4002765.0
2421,2421,,Correct,MOUNT PLEASANT BREWING,614 W PICKARD ST,Correct,614 W PICKARD ST,MOUNT PLEASANT,Correct,MOUNT PLEASANT,MI,Correct,MI,48858,Correct,48858.0,,Correct,43.612239,,Correct,-84.7829109,,Correct,"614 W Pickard St, Mount Pleasant, MI, 48858",,Correct,ISABELLA,,,,,,Active,POINT (-84.7829109 43.612239),Yes,,Isabella,Isabella Reservation,,,New Retailer,Independent,,,N,3703931.0
2422,2422,,Correct,BLACKSTONE BAR,212 W MICHIGAN ST,Correct,212 W MICHIGAN ST,MOUNT PLEASANT,Correct,MOUNT PLEASANT,MI,Correct,MI,48858,Correct,48858.0,,Correct,43.60381870000001,,Correct,-84.77843,,Correct,"212 W Michigan St, Mount Pleasant, MI, 48858",,Correct,ISABELLA,,,,,,Active,POINT (-84.77843 43.60381870000001),Yes,,Isabella,Isabella Reservation,,,New Retailer,Independent,,,N,5551442.0
2423,2423,,Correct,BLACKBOOK BAR,315 E ARENAS RD,Correct,315 E ARENAS RD,PALM SPRINGS,Correct,PALM SPRINGS,CA,Correct,CA,92262,Correct,92262.0,,Correct,33.8210013,,Correct,-116.5441664,,Correct,"315 E Arenas Rd, Palm Springs, CA, 92262",,Correct,RIVERSIDE,,,,,,Active,POINT (-116.5441664 33.8210013),Yes,,Agua Caliente,Agua Caliente Indian Reservation,,,New Retailer,Independent,,,N,5510827.0
