Unnamed: 0,IMPAQ_ID,DBA Name,DBA Name_changes,DBA Name_update,Address Line 1,Address Line 1_changes,Address Line 1_update,City,City_changes,City_update,State,State_changes,State_update,Zip,Zip_changes,Zip_update,Latitude,Latitude_changes,Latitude_update,Longitude,Longitude_changes,Longitude_update,Full Address,Full Address_changes,Full Address_update,County,County_changes,County_update,Address Line 2,matchsource,est_id,found_pic,Manual Result,biz_status,Coordinates,On Tribe Land,Miles to Nearest Tribe,Assoc Tribe,Assoc Res,Nearest Tribe,Nearest Res,ori_flg,Owner Name,Owner City,Owner State,Non-Corporate Owned,Niel_id,SoS_record,entity,agent_name,agent_address,agent_city,agent_state,agent_zip,URL
1590,1590,PEARSON DRUG & JEWELRY,Correct,PEARSON DRUG & JEWELRY,420 1ST AVE.,Correct,420 1ST AVE.,SISSETON,Correct,SISSETON,SD,Correct,SD,57262,Correct,57262.0,45.66483,Correct,45.66483,-97.051487,Correct,-97.051487,"420 1ST AVE.  SISSETON, SD 57262",Correct,"420 1ST AVE. SISSETON, SD 57262",,Correct,ROBERTS,,Original,1590.0,1.0,yes,Active,POINT (-97.05148699999999 45.66483),Yes,0.0,Lake Traverse,Lake Traverse Reservation,,,From Original List,,,,,,,,,,,,,
1591,1591,STILLSON OIL CO.  INC.,Correct,STILLSON OIL CO.  INC.,5 1ST AVE. E.,Correct,5 1ST AVE. E.,SISSETON,Correct,SISSETON,SD,Correct,SD,57262,Correct,57262.0,45.660243,Correct,45.660243,-97.052166,Correct,-97.052166,"5 1ST AVE. E.  SISSETON, SD 57262",Correct,"5 1ST AVE. E. SISSETON, SD 57262",,Correct,ROBERTS,,Original,1591.0,,,Active,POINT (-97.052166 45.660243),Yes,0.0,Lake Traverse,Lake Traverse Reservation,,,From Original List,,,,,,,,,,,,,
1592,1592,TEAL'S MARKET,Correct,TEAL'S MARKET,112 W. HICKORY ST.,Correct,112 W. HICKORY ST.,SISSETON,Correct,SISSETON,SD,Correct,SD,57262,Correct,57262.0,45.660087,Correct,45.660087,-97.052958,Correct,-97.052958,"112 W. HICKORY ST.  SISSETON, SD 57262",Correct,"112 W. HICKORY ST. SISSETON, SD 57262",,Correct,ROBERTS,,Original,1592.0,,,Active,POINT (-97.05295799999999 45.660087),Yes,0.0,Lake Traverse,Lake Traverse Reservation,,,From Original List,,,,,,,,,,,,,
1593,1593,BEAR SOLDIER BINGO,Can't Validate,BEAR SOLDIER BINGO,162 SALE BARN RD.,Can't Validate,162 SALE BARN RD.,MCLAUGHLIN,Can't Validate,MCLAUGHLIN,SD,Can't Validate,SD,57642,Can't Validate,57642.0,45.81444000000001,Can't Validate,45.81444000000001,-100.8104,Can't Validate,-100.8104,"162 SALE BARN RD.  MCLAUGHLIN, SD 57642",Can't Validate,"162 SALE BARN RD. MCLAUGHLIN, SD 57642",,Can't Validate,CORSON,,Original,1593.0,,,Can't Validate,POINT (-100.8104 45.81444000000001),Yes,0.0,Standing Rock,Standing Rock Reservation,,,From Original List,,,,,,,,,,,,,
1594,1594,BULLHEAD STORE,BULLHEAD TRADING POST,BULLHEAD TRADING POST,110 MAIN ST.,RD,RD,BULLHEAD,Correct,BULLHEAD,SD,Correct,SD,57621,Correct,57621.0,,45.7681479,45.7681479,,-101.0792455,-101.0792455,"110 MAIN ST.  BULLHEAD, SD 57621","Bullhead Rd, Bullhead, SD 57621, USA","Bullhead Rd, Bullhead, SD 57621, USA",,Correct,CORSON,,Original,1594.0,,,Active,POINT (-101.0792455 45.7681479),Unknown,,Unknown,Unknown,,,From Original List,,,,,,,,,,,,,
1595,1595,CENEX,CENEX FARM STORE,CENEX FARM STORE,63 U.S. 12,63 US-12 & -63,63 US-12 & -63,MCLAUGHLIN,Correct,MCLAUGHLIN,SD,Correct,SD,57642,Correct,57642.0,45.76818,45.816519,45.816519,-100.7464,-100.8101103,-100.8101103,"63 U.S. 12  MCLAUGHLIN, SD 57642","63 US-12 & SD-63, McLaughlin, SD 57642, USA","63 US-12 & SD-63, McLaughlin, SD 57642, USA",,Correct,CORSON,,Original,1595.0,,,Active,POINT (-100.8101103 45.816519),Yes,0.0,Standing Rock,Standing Rock Reservation,,,From Original List,,,,,,,,,,,,,
1596,1596,FARMERS UNION CO-OP OIL CO.,Correct,FARMERS UNION CO-OP OIL CO.,101 MAIN ST.,Correct,101 MAIN ST.,MCLAUGHLIN,Correct,MCLAUGHLIN,SD,Correct,SD,57642,Correct,57642.0,45.815288,Correct,45.815288,-100.810781,Correct,-100.810781,"101 MAIN ST.  MCLAUGHLIN, SD 57642",Correct,"101 MAIN ST. MCLAUGHLIN, SD 57642",,Correct,CORSON,,Original,1596.0,1.0,yes,Active,POINT (-100.810781 45.815288),Yes,0.0,Standing Rock,Standing Rock Reservation,,,From Original List,,,,,,,,,,,,,
1597,1597,KENEL COMMUNITY STORE,Correct,KENEL COMMUNITY STORE,SCENIC BY-WAY 1806,Correct,SCENIC BY-WAY 1806,MCLAUGHLIN,Correct,MCLAUGHLIN,SD,Correct,SD,57642,Correct,57642.0,45.85705,Correct,45.85705,-100.4622,Correct,-100.4622,"SCENIC BY-WAY 1806  MCLAUGHLIN, SD 57642",Correct,"SCENIC BY-WAY 1806 MCLAUGHLIN, SD 57642",,Correct,CORSON,,Original,1597.0,,,Active,POINT (-100.4622 45.85705),Yes,0.0,Standing Rock,Standing Rock Reservation,,,From Original List,,,,,,,,,,,,,
1598,1598,MCLAUGHLIN MUNICIPAL LIQUOR,MC LAUGHLIN MUNICIPAL LIQUOR,MC LAUGHLIN MUNICIPAL LIQUOR,113 MAIN ST.,Correct,113 MAIN ST.,MCLAUGHLIN,Correct,MCLAUGHLIN,SD,Correct,SD,57642,Correct,57642.0,45.814935,Correct,45.814935,-100.810774,Correct,-100.810774,"113 MAIN ST.  MCLAUGHLIN, SD 57642",Correct,"113 MAIN ST. MCLAUGHLIN, SD 57642",,Correct,CORSON,,Original,1598.0,1.0,yes,Active,POINT (-100.810774 45.814935),Yes,0.0,Standing Rock,Standing Rock Reservation,,,From Original List,,,,,,,,,,,,,
1599,1599,MOSER'S MAIN STREET MARKET,Correct,MOSER'S MAIN STREET MARKET,213 MAIN ST.,Correct,213 MAIN ST.,MCLAUGHLIN,Correct,MCLAUGHLIN,SD,Correct,SD,57642,Correct,57642.0,45.813211,Correct,45.813211,-100.810793,Correct,-100.810793,"213 MAIN ST.  MCLAUGHLIN, SD 57642",Correct,"213 MAIN ST. MCLAUGHLIN, SD 57642",,Correct,CORSON,,Original,1599.0,,,Active,POINT (-100.810793 45.813211),Yes,0.0,Standing Rock,Standing Rock Reservation,,,From Original List,,,,,,,,,,,,,
1600,1600,PROCIDA,Correct,PROCIDA,U.S. 12,Correct,U.S. 12,MCLAUGHLIN,Correct,MCLAUGHLIN,SD,Correct,SD,57642,Correct,57642.0,45.81538,Correct,45.81538,-100.81,Correct,-100.81,"U.S. 12  MCLAUGHLIN, SD 57642",Correct,"U.S. 12 MCLAUGHLIN, SD 57642",,Correct,CORSON,,Original,1600.0,,,Active,POINT (-100.81 45.81538),Yes,0.0,Standing Rock,Standing Rock Reservation,,,From Original List,,,,,,,,,,,,,
1601,1601,T-SPOONS CORNER,Correct,T-SPOONS CORNER,26573 U.S. 12,26573 US-12,26573 US-12,MCLAUGHLIN,Correct,MCLAUGHLIN,SD,Correct,SD,57642,Correct,57642.0,45.80981,45.8098131,45.8098131,-100.8014,-100.8014093,-100.8014093,"26573 U.S. 12  MCLAUGHLIN, SD 57642","26573 US-12, McLaughlin, SD 57642, USA","26573 US-12, McLaughlin, SD 57642, USA",,Correct,CORSON,,Original,1601.0,,,Active,POINT (-100.8014093 45.8098131),Yes,0.0,Standing Rock,Standing Rock Reservation,,,From Original List,,,,,,,,,,,,,
1602,1602,BRULE HILLS TRADING POST,Can't Validate,BRULE HILLS TRADING POST,181 BIA RTE. 5,Can't Validate,181 BIA RTE. 5,LOWER BRULE,Can't Validate,LOWER BRULE,SD,Can't Validate,SD,57548,Can't Validate,57548.0,44.15131,Can't Validate,44.15131,-99.58568,Can't Validate,-99.58568,"181 BIA RTE. 5  LOWER BRULE, SD 57548",Can't Validate,"181 BIA RTE. 5 LOWER BRULE, SD 57548",,Can't Validate,LYMAN,,Original,1602.0,0.0,,Can't Validate,POINT (-99.58568000000001 44.15131),Yes,0.0,Lower Brule,Lower Brule Reservation,,,From Original List,,,,,,DB050117,"BRULE HILLS TRADING POST, INC.",WILLIAM M. VAN CAMP,117 E CAPITOL PIERRE SD 57501 USA,PIERRE,SD,57501,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=105026166190252027190129227192015006116048100215
1603,1603,GOLDEN BUFFALO CASINO,THE GOLDEN BUFFALO CASINO RESTAURANT AND MOTEL,THE GOLDEN BUFFALO CASINO RESTAURANT AND MOTEL,321 SITTING BULL ST.,Correct,321 SITTING BULL ST.,LOWER BRULE,Correct,LOWER BRULE,SD,Correct,SD,57548,Correct,57548.0,44.071593,Correct,44.071593,-99.580655,Correct,-99.580655,"321 SITTING BULL ST.  LOWER BRULE, SD 57548",Correct,"321 SITTING BULL ST. LOWER BRULE, SD 57548",,Correct,LYMAN,,Original,1603.0,0.0,,Active,POINT (-99.58065500000001 44.071593),Yes,0.0,Lower Brule,Lower Brule Reservation,,,From Original List,,,,,,,,,,,,,
1604,1604,KUL WICASA OYATE TRADING POST,Correct,KUL WICASA OYATE TRADING POST,32627 MEDICINE BOWL MEMORIAL HWY.,BIA RD 17,BIA RD 17,LOWER BRULE,Correct,LOWER BRULE,SD,Correct,SD,57548,Correct,57548.0,0.0,44.074321000000005,44.07432100000001,0.0,-99.64184399999999,-99.64184399999999,"32627 MEDICINE BOWL MEMORIAL HWY.  LOWER BRULE, SD 57548","BIA Rd 17, Lower Brule, SD 57548, USA","BIA Rd 17, Lower Brule, SD 57548, USA",,Correct,LYMAN,,Original,1604.0,0.0,,Active,POINT (-99.64184400000001 44.07432100000001),Unknown,,Unknown,Unknown,,,From Original List,,,,,,,,,,,,,
1605,1605,BATESLAND HANDI STOP,Correct,BATESLAND HANDI STOP,101 E. HWY.,101 E HWY,101 E HWY,BATESLAND,Correct,BATESLAND,SD,Correct,SD,57716,Correct,57716.0,43.12917,43.12917339999999,43.12917339999999,-102.1065,-102.10655329999999,-102.10655329999999,"101 E. HWY.  BATESLAND, SD 57716","101 E Hwy, Batesland, SD 57716, USA","101 E Hwy, Batesland, SD 57716, USA",,Correct,SHANNON,,Original,1605.0,,,Active,POINT (-102.1065533 43.12917339999999),Yes,0.0,Pine Ridge,Pine Ridge Reservation,,,From Original List,,,,,,,,,,,,,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=053246031215105064166184042180169125240087166209
1606,1606,BIG BAT'S SHELL,Correct,BIG BAT'S SHELL,855 W. 3RD ST.,340767 -407,340767 -407,PINE RIDGE,Correct,PINE RIDGE,SD,Correct,SD,57770,Correct,57770.0,43.17796,43.0252303,43.0252303,-101.7355,-102.5568296,-102.5568296,"855 W. 3RD ST.  PINE RIDGE, SD 57770","340767 SD-407, Pine Ridge, SD 57770, USA","340767 SD-407, Pine Ridge, SD 57770, USA",,Correct,SHANNON,,Original,1606.0,1.0,yes,Active,POINT (-102.5568296 43.0252303),Yes,0.0,Pine Ridge,Pine Ridge Reservation,,,From Original List,,,,,,,,,,,,,
1607,1607,COMMON CENTS FOOD STORES - KYLE,Correct,COMMON CENTS FOOD STORES - KYLE,"ON ROUTE 2, RIGHT OFF OF HIGHWAY 44 IN DOWNTOWN KYLE, SD",PO BOX 2860,PO BOX 2860,KYLE,Correct,KYLE,SD,Correct,SD,57772,57752,57752.0,0.0,43.42499340000001,43.42499340000001,0.0,-102.1765463,-102.1765463,"ON ROUTE 2, RIGHT OFF OF HIGHWAY 44 IN DOWNTOWN KYLE, SD  KYLE, SD 57772","PO Box 2860, Kyle, SD 57752, USA","PO Box 2860, Kyle, SD 57752, USA",,Correct,SHANNON,,Original,1607.0,1.0,yes,Active,POINT (-102.1765463 43.42499340000001),Unknown,,Unknown,Unknown,,,From Original List,,,,,,,,,,,,,
1608,1608,COMMON CENTS FOOD STORES - PORCUPINE,Correct,COMMON CENTS FOOD STORES - PORCUPINE,HCR 49  BOX 83,Correct,HCR 49  BOX 83,PORCUPINE,Correct,PORCUPINE,SD,Correct,SD,57772,Correct,57772.0,43.52921129999999,Correct,43.52921129999999,-102.4858791,Correct,-102.4858791,"HCR 49  BOX 83  PORCUPINE, SD 57772",Correct,"HCR 49  BOX 83 PORCUPINE, SD 57772",,Correct,SHANNON,,Google,1608.0,1.0,yes,Active,POINT (-102.4858791 43.52921129999999),Yes,0.0,Pine Ridge,Pine Ridge Reservation,,,From Original List,,,,,,,,,,,,,
1609,1609,KYLE GROCERY,Correct,KYLE GROCERY,2061 BIA HWY. 2,Correct,2061 BIA HWY. 2,KYLE,Correct,KYLE,SD,Correct,SD,57752,Correct,57752.0,0.0,Correct,0.0,0.0,Correct,0.0,"2061 BIA HWY. 2  KYLE, SD 57752",Correct,"2061 BIA HWY. 2 KYLE, SD 57752",,Correct,FCC API ERROR,,Original,1609.0,,,Active,POINT (0 0),Unknown,,Unknown,Unknown,,,From Original List,,,,,,DB048894,"KYLE GROCERY, INC.",ELIZABETH MAY,20261 BIA 2 KYLE SD 57752-7400 USA,KYLE,SD,57752,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=006014011207184255248252255075232235194000108226
1610,1610,OGLALA RIDGE GENERAL STORE,Can't Validate,OGLALA RIDGE GENERAL STORE,HWY. 18,Can't Validate,HWY. 18,OGALA,Can't Validate,OGALA,SD,Can't Validate,SD,57764,Can't Validate,57764.0,43.2668,Can't Validate,43.2668,-102.8965,Can't Validate,-102.8965,"HWY. 18  OGALA, SD 57764",Can't Validate,"HWY. 18 OGALA, SD 57764",,Can't Validate,SHANNON,,Original,1610.0,,,Can't Validate,POINT (-102.8965 43.2668),Yes,0.0,Pine Ridge,Pine Ridge Reservation,,,From Original List,,,,,,,,,,,,,
1611,1611,PINKY'S CLIFFORD  LLC,Correct,PINKY'S CLIFFORD  LLC,101 MAIN ST.,Correct,101 MAIN ST.,MANDERSON-WHITE HORSE CREEK,Correct,MANDERSON-WHITE HORSE CREEK,SD,Correct,SD,57756,Correct,57756.0,43.23528,Correct,43.23528,-102.4712,Correct,-102.4712,"101 MAIN ST.  MANDERSON-WHITE HORSE CREEK, SD 57756",Correct,"101 MAIN ST. MANDERSON-WHITE HORSE CREEK, SD 57756",,Correct,SHANNON,,Original,1611.0,,,Active,POINT (-102.4712 43.23528),Yes,0.0,Pine Ridge,Pine Ridge Reservation,,,From Original List,,,,,,,,,,,,,
1612,1612,PRAIRIE WIND CASINO & HOTEL,Correct,PRAIRIE WIND CASINO & HOTEL,HC 49  BOX 10,26 CASINO DRIVE,26 CASINO DRIVE,PINE RIDGE,OGLALA,OGLALA,SD,Correct,SD,57770,57764,57764.0,43.0579916,43.18490310000001,43.18490310000001,-102.5757028,-102.9936007,-102.9936007,"HC 49  BOX 10  PINE RIDGE, SD 57770","26 Casino Drive, Oglala, SD 57764, USA","26 Casino Drive, Oglala, SD 57764, USA",,Correct,SHANNON,,Google,1612.0,,,Active,POINT (-102.9936007 43.18490310000001),Yes,0.0,Pine Ridge,Pine Ridge Reservation,,,From Original List,,,,,,,,,,,,,
1613,1613,SIOUX NATION SHOPPING CENTER,Correct,SIOUX NATION SHOPPING CENTER,E. U.S. HWY. 18,Correct,E. U.S. HWY. 18,PINE RIDGE,Correct,PINE RIDGE,SD,Correct,SD,57770,Correct,57770.0,43.026034,Correct,43.026034,-102.551092,Correct,-102.551092,"E. U.S. HWY. 18  PINE RIDGE, SD 57770",Correct,"E. U.S. HWY. 18 PINE RIDGE, SD 57770",,Correct,SHANNON,,Google,1613.0,,,Active,POINT (-102.551092 43.026034),Yes,0.0,Pine Ridge,Pine Ridge Reservation,,,From Original List,,,,,,,,,,,,,
1614,1614,YELLOW BIRDS,Correct,YELLOW BIRDS,U.S. 18,Correct,U.S. 18,PINE  RIDGE,Correct,PINE  RIDGE,SD,Correct,SD,57770,Correct,57770.0,43.02567,Correct,43.02567,-102.5563,Correct,-102.5563,"U.S. 18  PINE  RIDGE, SD 57770",Correct,"U.S. 18 PINE  RIDGE, SD 57770",,Correct,SHANNON,,Original,1614.0,,,Active,POINT (-102.5563 43.02567),Yes,0.0,Pine Ridge,Pine Ridge Reservation,,,From Original List,,,,,,,,,,,,,
1615,1615,ABBY'S,Correct,ABBY'S,115 US HWY. 18,115 US-18,115 US-18,PICKSTOWN,Correct,PICKSTOWN,SD,Correct,SD,57367,Correct,57367.0,43.07004000000001,43.0700412,43.0700412,-98.53511,-98.5351109,-98.5351109,"115 US HWY. 18  PICKSTOWN, SD 57367","115 US-18, Pickstown, SD 57367, USA","115 US-18, Pickstown, SD 57367, USA",,Correct,CHARLES MIX,,Original,1615.0,,,Active,POINT (-98.53511090000001 43.0700412),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,,,,,,,,
1616,1616,BUCHE FOODS,Correct,BUCHE FOODS,401 SD HWY. 46,401 -46,401 -46,WAGNER,Correct,WAGNER,SD,Correct,SD,57380,Correct,57380.0,43.081669,43.08125719999999,43.08125719999999,-98.297875,-98.2989215,-98.2989215,"401 SD HWY. 46  WAGNER, SD 57380","401 SD-46, Wagner, SD 57380, USA","401 SD-46, Wagner, SD 57380, USA",,Correct,CHARLES MIX,,Original,1616.0,,,Active,POINT (-98.29892149999999 43.08125719999999),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,UB159320,RF Buche - Owned by an Individual,RF Buche,,,,,https://sosenterprise.sd.gov/BusinessServices/Business/FictitiousDetail.aspx?CN=165070069038218064110161232022083031013201035227
1617,1617,CASEY'S GENERAL STORE,Correct,CASEY'S GENERAL STORE,524 SD HWY. 46,524 -46,524 -46,WAGNER,Correct,WAGNER,SD,Correct,SD,57380,Correct,57380.0,43.081739,43.082482399999996,43.082482399999996,-98.301857,-98.3023307,-98.3023307,"524 SD HWY. 46  WAGNER, SD 57380","524 SD-46, Wagner, SD 57380, USA","524 SD-46, Wagner, SD 57380, USA",,Correct,CHARLES MIX,,Original,1617.0,,,Active,POINT (-98.3023307 43.0824824),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,,,,,,,,
1618,1618,FORT RANDALL CASINO,Correct,FORT RANDALL CASINO,38538 SD HWY. 46,7011 38538 -46,7011 38538 -46,LAKE ANDES,Correct,LAKE ANDES,SD,Correct,SD,57356,Correct,57356.0,43.081851,43.083096000000005,43.08309600000001,-98.478959,-98.475512,-98.475512,"38538 SD HWY. 46  LAKE ANDES, SD 57356","7011, 38538 SD-46, Lake Andes, SD 57356, USA","7011, 38538 SD-46, Lake Andes, SD 57356, USA",,Correct,CHARLES MIX,,Original,1618.0,,,Active,POINT (-98.47551199999999 43.08309600000001),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,,,,,,,,
1619,1619,GUS STOP,Correct,GUS STOP,611 U.S. HWY. 281,611 US-281,611 US-281,LAKE ANDES,Correct,LAKE ANDES,SD,Correct,SD,57356,Correct,57356.0,43.070011,43.15358,43.15358,-98.532954,-98.5413266,-98.5413266,"611 U.S. HWY. 281  LAKE ANDES, SD 57356","611 US-281, Lake Andes, SD 57356, USA","611 US-281, Lake Andes, SD 57356, USA",,Correct,CHARLES MIX,,Original,1619.0,,,Active,POINT (-98.54132659999999 43.15358),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,UB970542,RF Buche - Owned by an Individual,RF Buche,,,,,https://sosenterprise.sd.gov/BusinessServices/Business/FictitiousDetail.aspx?CN=103054019041147073142056166200237181089185190079
1620,1620,GUS STOP,Correct,GUS STOP,413 W. SD HWY. 46,413 -46,413 -46,WAGNER,Correct,WAGNER,SD,Correct,SD,57380,Correct,57380.0,43.081669,43.081334600000005,43.08133460000001,-98.298542,-98.29967,-98.29967,"413 W. SD HWY. 46  WAGNER, SD 57380","413 SD-46, Wagner, SD 57380, USA","413 SD-46, Wagner, SD 57380, USA",,Correct,CHARLES MIX,,Original,1620.0,,,Active,POINT (-98.29966999999999 43.08133460000001),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,UB970542,RF Buche - Owned by an Individual,RF Buche,,,,,https://sosenterprise.sd.gov/BusinessServices/Business/FictitiousDetail.aspx?CN=103054019041147073142056166200237181089185190079
1621,1621,JONES' FOOD CENTER,Correct,JONES' FOOD CENTER,326 MAIN ST.,Correct,326 MAIN ST.,LAKE ANDES,Correct,LAKE ANDES,SD,Correct,SD,57356,Correct,57356.0,43.156235,Correct,43.156235,-98.54115,Correct,-98.54115,"326 MAIN ST.  LAKE ANDES, SD 57356",Correct,"326 MAIN ST. LAKE ANDES, SD 57356",,Correct,CHARLES MIX,,Original,1621.0,,,Closed,POINT (-98.54115 43.156235),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,,,,,,,,
1622,1622,K'S QWIK STOP,Correct,K'S QWIK STOP,100 W. SD HWY. 50,100 -46,100 -46,WAGNER,Correct,WAGNER,SD,Correct,SD,57380,Correct,57380.0,43.081709,43.0819052,43.0819052,-98.293386,-98.2938966,-98.2938966,"100 W. SD HWY. 50  WAGNER, SD 57380","100 SD-46, Wagner, SD 57380, USA","100 SD-46, Wagner, SD 57380, USA",,Correct,CHARLES MIX,,Original,1622.0,,,Active,POINT (-98.2938966 43.0819052),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,UB148570,Wagner Star LLC,Not found,Not found,Not found,Not found,Not found,https://sosenterprise.sd.gov/BusinessServices/Business/FictitiousDetail.aspx?CN=184186156148057032203092100198207142099102009098
1623,1623,VALLEY PUMP & CASINO,Correct,VALLEY PUMP & CASINO,800 SD HWY. 46,Correct,800 SD HWY. 46,WAGNER,Correct,WAGNER,SD,Correct,SD,57380,Correct,57380.0,43.081761,Correct,43.081761,-98.306627,Correct,-98.306627,"800 SD HWY. 46  WAGNER, SD 57380",Correct,"800 SD HWY. 46 WAGNER, SD 57380",,Correct,CHARLES MIX,,Original,1623.0,,,Active,POINT (-98.30662700000001 43.081761),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,,,,,,,,
1624,1624,WAGNER FOOD & FUEL,Correct,WAGNER FOOD & FUEL,810 SD HWY. 46,71 S MAIN ST,71 S MAIN ST,WAGNER,Correct,WAGNER,SD,Correct,SD,57380,Correct,57380.0,43.081764,43.081252299999996,43.081252299999996,-98.307306,-98.2938802,-98.2938802,"810 SD HWY. 46  WAGNER, SD 57380","71 S Main St, Wagner, SD 57380, USA","71 S Main St, Wagner, SD 57380, USA",,Correct,CHARLES MIX,,Original,1624.0,,,Active,POINT (-98.2938802 43.0812523),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,,,,,,,,
1625,1625,WAGNER FOOD CENTER,Correct,WAGNER FOOD CENTER,71 S. MAIN AVE.,71 S MAIN ST,71 S MAIN ST,WAGNER,Correct,WAGNER,SD,Correct,SD,57380,Correct,57380.0,43.08087,43.081252299999996,43.081252299999996,-98.29352,-98.2938802,-98.2938802,"71 S. MAIN AVE.  WAGNER, SD 57380","71 S Main St, Wagner, SD 57380, USA","71 S Main St, Wagner, SD 57380, USA",,Correct,CHARLES MIX,,Original,1625.0,,,Active,POINT (-98.2938802 43.0812523),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,DB024561,"WAGNER FOOD CENTER, INC.",SCOTT MCADARAGH,71 S MAIN WAGNER SD 57380 USA,WAGNER,SD,57380,https://sosenterprise.sd.gov/BusinessServices/Business/FilingDetail.aspx?CN=015037074066113202254211002005247200241079228085
1626,1626,YANKTON SIOUX TRAVEL PLAZA,Correct,YANKTON SIOUX TRAVEL PLAZA,38581 SD HWY. 46,38581 -46,38581 -46,LAKE ANDES,Correct,LAKE ANDES,SD,Correct,SD,57356,Correct,57356.0,43.082251,43.0822764,43.0822764,-98.470867,-98.47101990000002,-98.47101990000002,"38581 SD HWY. 46  LAKE ANDES, SD 57356","38581 SD-46, Lake Andes, SD 57356, USA","38581 SD-46, Lake Andes, SD 57356, USA",,Correct,CHARLES MIX,,Original,1626.0,,,Active,POINT (-98.47101990000002 43.0822764),Yes,0.0,Yankton,Yankton Reservation,,,From Original List,,,,,,,,,,,,,
1943,1943,,,CITY PACKAGE LIQUOR,MAIN ST,Correct,MAIN ST,EAGLE BUTTE,Correct,EAGLE BUTTE,SD,Correct,SD,57625,Correct,57625.0,,,44.9996164,,,-101.23479040000001,,,"Main St, Eagle Butte, SD, 57625",,Correct,DEWEY,,,,,,Active,POINT (-101.2347904 44.9996164),Yes,,Cheyenne River,Cheyenne River Reservation,,,New Retailer,Independent,,,N,1447562.0,,,,,,,,
1944,1944,,,NEW EFFINGTON LIQUOR STORE,209 MAIN ST,Correct,209 MAIN ST,NEW EFFINGTON,Correct,NEW EFFINGTON,SD,Correct,SD,57255,Correct,57255.0,,,45.85668,,,-96.92011,,,"209 Main St, New Effington, SD, 57255",,Correct,ROBERTS,,,,,,Active,POINT (-96.92010999999999 45.85668),Yes,,Lake Traverse,Lake Traverse Reservation,,,New Retailer,Independent,,,N,2457492.0,,,,,,,,
1958,1958,,,SISSETON LIQUOR STORE,719 E HICKORY ST,Correct,719 E HICKORY ST,SISSETON,Correct,SISSETON,SD,Correct,SD,57262,Correct,57262.0,,,45.6602561,,,-97.04161479999999,,,"719 E Hickory St, Sisseton, SD, 57262",,Correct,ROBERTS,,,,,,Active,POINT (-97.0416148 45.6602561),Yes,,Lake Traverse,Lake Traverse Reservation,,,New Retailer,Independent,,,N,1413925.0,,,,,,,,
2002,2002,,,MISSION COMMUNITY PHARMACY,161 MAIN ST,Correct,161 MAIN ST,MISSION,Correct,MISSION,SD,Correct,SD,57555,Correct,57555.0,,,43.306644,,,-100.65854,,,"161 Main St, Mission, SD, 57555",,Correct,TODD,,,,,,Active,POINT (-100.65854 43.306644),Yes,,Rosebud,Rosebud Indian Reservation,,,New Retailer,Independent,,,N,7081592.0,,,,,,,,
2006,2006,,,VILAS PHARMACY,123 S MAIN ST,Correct,123 S MAIN ST,EAGLE BUTTE,Correct,EAGLE BUTTE,SD,Correct,SD,57625,Correct,57625.0,,,44.996696,,,-101.234764,,,"123 S Main St, Eagle Butte, SD, 57625",,Correct,DEWEY,,,,,,Active,POINT (-101.234764 44.996696),Yes,,Cheyenne River,Cheyenne River Reservation,,,New Retailer,Vilas Pharmacies & Healthcare,Eagle Butte,SD,N,756371.0,UB947157,James Stephens - Owned by an Individual,James Stephens,,,,,https://sosenterprise.sd.gov/BusinessServices/Business/FictitiousDetail.aspx?CN=246174241246199181225023011204191076114062073230
2062,2062,,,TURTLE CREEK SUPERMARKET,311 HWY 18 W,Correct,311 HWY 18 W,MISSION,Correct,MISSION,SD,Correct,SD,57555,Correct,57555.0,,,43.30315770000001,,,-100.6840935,,,"311 Hwy 18 W, Mission, SD, 57555",,Correct,TODD,,,,,,Active,POINT (-100.6840935 43.30315770000001),Yes,,Rosebud,Rosebud Indian Reservation,,,New Retailer,Independent,,,N,3611158.0,,,,,,,,
2072,2072,,,MARIAS BAR & GRILL,409 5TH ST,Correct,409 5TH ST,DUPREE,Correct,DUPREE,SD,Correct,SD,57623,Correct,57623.0,,,45.0499195,,,-101.6022203,,,"409 5th St, Dupree, SD, 57623",,Correct,ZIEBACH,,,,,,Active,POINT (-101.6022203 45.0499195),Yes,,Cheyenne River,Cheyenne River Reservation,,,New Retailer,Independent,,,N,7276025.0,,,,,,,,
